dealTime,district,address,lat,lon,usage,houseType,unitPrice,pattern,floor,floorSum,state_code
 2018-02, 中正區, 三元街,25.0283375,121.51059309999998, 整層住家, 公寓,586, 2房1廳1衛,553426905, 4.0,553426905
 2018-02, 中正區, 林森北路,25.0474292,121.5241078, 整層住家, 電梯大樓,1703, 3房1廳2衛,553926957, 7.0,553926957
 2018-02, 中正區, 愛國東路,25.0324699,121.5223954, 整層住家, 電梯大樓,2000, 1房1廳1衛,553526919, 8.0,553526919
 2018-02, 中正區, 中華路一段,25.0430239,121.5087195, 整層住家, 電梯大樓,1644, 1房1廳1衛,553826943, 15.0,553826943
 2018-02, 中正區, 晉江街,25.0236781,121.5237677, 整層住家, 電梯大樓,1250, 2房1廳1衛,553326895, 7.0,553326895
 2018-01, 中正區, 寧波東街,25.0323689,121.5199753, 整層住家, 電梯大樓,1533, 2房1廳1衛,553526919, 6.0,553526919
 2018-01, 中正區, 羅斯福路四段,25.0139736,121.5349967, 整層住家, 電梯大樓,2000, 1房1廳1衛,553126867, 10.0,553126867
 2018-01, 中正區, 重慶南路三段,25.0259477,121.5161987, 整層住家, 電梯大樓,1150, 1房1廳1衛,553426900, 12.0,553426900
 2018-01, 中正區, 羅斯福路四段,25.0139736,121.5349967, 整層住家, 電梯大樓,1206, 2房2廳2衛,553126867, 12.0,553126867
 2018-01, 中正區, 林森北路,25.0474292,121.5241078, 整層住家, 電梯大樓,1636, 2房1廳2衛,553926957, 7.0,553926957
 2018-01, 中正區, 泉州街,25.0280872,121.514605, 整層住家, 電梯大樓,1040, 2房2廳1衛,553426905, 7.0,553426905
 2018-01, 中正區, 羅斯福路四段,25.0139736,121.5349967, 整層住家, 電梯大樓,2307, 1房2廳1衛,553126867, 10.0,553126867
 2018-01, 中正區, 牯嶺街,25.027446,121.5183256, 整層住家, 公寓,806, 3房2廳2衛,553426904, 5.0,553426904
 2018-01, 中正區, 杭州北路,25.045516,121.5272945, 整層住家, 電梯大樓,1365, 4房2廳2衛,553826953, 12.0,553826953
 2018-01, 中正區, 中華路二段,25.0284533,121.5055324, 整層住家, 透天厝,1109, 2房1廳1衛,553426905, 1.0,553426905
 2018-01, 中正區, 羅斯福路四段,25.0139736,121.5349967, 整層住家, 電梯大樓,2066, 1房1廳1衛,553126867, 10.0,553126867
 2018-01, 中正區, 中華路一段,25.0430239,121.5087195, 整層住家, 電梯大樓,1676, 1房1廳1衛,553826943, 15.0,553826943
 2018-01, 中正區, 齊東街,25.0419273,121.5283112, 整層住家, 電梯大樓,1346, 4房2廳2衛,553726945, 12.0,553726945
 2018-01, 中正區, 中華路二段,25.0284533,121.5055324, 整層住家, 公寓,750, 2房1廳1衛,553426905, 5.0,553426905
 2018-01, 中正區, 重慶南路三段,25.0259477,121.5161987, 整層住家, 電梯大樓,1227, 2房1廳1衛,553426900, 12.0,553426900
 2018-01, 中正區, 南昌路一段,25.0315622,121.5169543, 整層住家, 電梯大樓,1350, 2房1廳1衛,553526916, 15.0,553526916
 2018-01, 中正區, 重慶南路一段,25.0410382,121.5130626, 整層住家, 電梯大樓,1400, 2房1廳1衛,553726939, 14.0,553726939
 2018-01, 中正區, 中華路一段,25.0430239,121.5087195, 整層住家, 電梯大樓,2058, 1房1廳1衛,553826943, 15.0,553826943
 2018-01, 中正區, 中華路一段,25.0430239,121.5087195, 整層住家, 電梯大樓,2058, 1房1廳1衛,553826943, 15.0,553826943
 2018-01, 中正區, 羅斯福路三段,25.0214419,121.526989, 整層住家, 電梯大樓,875, 3房2廳2衛,553326889, 7.0,553326889
 2018-01, 中正區, 仁愛路一段,25.038650600000004,121.5215782, 整層住家, 電梯大樓,1111, 3房2廳2衛,553726935, 6.0,553726935
 2018-01, 中正區, 詔安街,25.0254679,121.5121128, 整層住家, 公寓,900, 2房2廳1衛,553426897, 3.0,553426897
 2018-01, 中正區, 南昌路一段,25.0315622,121.5169543, 整層住家, 電梯大樓,1700, 1房0廳1衛,553526916, 12.0,553526916
 2018-01, 中正區, 廈門街,25.0244784,121.5174236, 整層住家, 電梯大樓,1086, 2房2廳2衛,553426896, 10.0,553426896
 2018-01, 中正區, 中華路二段,25.0284533,121.5055324, 整層住家, 公寓,769, 1房2廳1衛,553426905, 5.0,553426905
 2018-01, 中正區, 大埔街,25.0324346,121.5045489, 整層住家, 透天厝,1300, 99房0廳0衛,553526915, 2.0,553526915
 2018-01, 中正區, 泉州街,25.0280872,121.514605, 整層住家, 透天厝,705, 2房2廳1衛,553426905, 2.0,553426905
 2018-01, 中正區, 汀洲路二段,25.024804,121.5200177, 整層住家, 公寓,636, 2房1廳1衛,553426897, 5.0,553426897
 2018-01, 中正區, 中華路一段,25.0430239,121.5087195, 整層住家, 電梯大樓,1823, 1房1廳1衛,553826943, 15.0,553826943
 2018-01, 中正區, 羅斯福路二段,25.0273813,121.522265, 整層住家, 電梯大樓,1346, 2房2廳2衛,553426905, 12.0,553426905
 2018-01, 中正區, 惠安街,25.0291994,121.5069646, 整層住家, 公寓,600, 3房2廳1衛,553526907, 5.0,553526907
 2018-01, 中正區, 水源路,25.0191559,121.5234785, 整層住家, 公寓,923, 1房1廳1衛,553226881, 5.0,553226881
 2018-01, 中正區, 汀洲路三段,25.0159111,121.5310422, 整層住家, 電梯大樓,1000, 2房0廳1衛,553226873, 8.0,553226873
 2018-01, 中正區, 羅斯福路三段,25.0214419,121.526989, 整層住家, 公寓,804, 4房2廳2衛,553326889, 5.0,553326889
