district,address,boomTime,lat,lon,state_code
大同區,南京西路155巷,106-1-9,25.0546275,121.51341880000001,554026971
大同區,延平北路3段56號與延平北路3段口,106-1-14,25.0673044,121.51105120000001,554326995
大同區,承德路3段與民權西路口,106-1-22,25.0629867,121.5182325,554226989
大同區,鄭州路145號,106-2-8,25.050969600000002,121.5093209,553926962
大同區,民權西路266號,106-9-4,25.0627805,121.51214850000001,554226987
大同區,延平北路2段與保安街口,106-9-11,25.058906600000004,121.5115635,554126979
大同區,延平北路2段272巷與安西街口,106-1-12,25.0621,121.511175,554226985
大同區,忠孝西路1段與環河北路1段口,106-4-20,25.0836033,121.50688899999999,554727019
大同區,南京西路310號,106-4-12,25.0538625,121.51331689999999,554026969
大同區,迪化街2段與酒泉街口,106-4-23,25.0703643,121.51165220000001,554427000
大同區,環河北路1段與大稻埕堤外便道口堤外道路,106-4-23,25.054116,121.507081,554026968
大同區,民權西路與蘭州街口,106-2-14,25.062889000000002,121.5147047,554226988
大同區,南京西路107巷口,106-2-20,25.0545663,121.51567220000001,554026971
大同區,延平北路3段與昌吉街口,106-2-21,25.0682622,121.51089979999999,554326996
大同區,鄭州路145號中興醫院急診室前,106-2-12,25.0511327,121.50941940000001,554026962
大同區,民族西路182巷,106-4-20,25.068045,121.51485829999999,554326997
大同區,民權西路108號,106-4-22,25.062680800000003,121.5170959,554226988
大同區,承德路2段與平陽街口口,106-2-27,25.0551611,121.5165423,554026973
大同區,錦西街88號,106-2-8,25.060173000000002,121.5189561,554226983
大同區,民生西路321號,106-3-7,25.057061899999997,121.5120162,554126975
大同區,路與塔城街口(南京西路259號附近),106-2-2,25.053387,121.50979299999999,554026967
大同區,承德路3段與民族西路口,106-2-1,25.068799,121.51346399999998,554326998
大同區,赤峰街41巷,106-2-4,25.0548665,121.52000079999999,554026973
大同區,忠孝西路2段與塔城街口,106-2-10,25.0476299,121.5127104,553926955
大同區,西寧北路1巷與西寧北路口,106-2-11,25.0492189,121.5077956,553926958
大同區,民生西路與延平北路2段口,106-2-12,25.056957,121.5115836,554126975
大同區,民權西路與承德路3段口,106-2-12,25.0638424,121.5181676,554226990
大同區,機車道往三重,106-2-15,25.063710399999998,121.5065347,554226987
大同區,民族西路與大龍街口,106-3-7,25.063097,121.51653999999999,554226988
大同區,承德路3段與錦西街口,106-3-21,25.060231299999998,121.51878980000001,554226983
大同區,酒泉街138號,106-3-20,25.0720392,121.512413,554427003
大同區,錦西街與興城街口,106-1-21,25.0601497,121.51732849999999,554226983
大同區,民族西路與承德路3段口,106-1-22,25.068537399999997,121.51847250000002,554326999
大同區,五原路與太原路口,106-1-30,25.0566869,121.5169828,554126976
大同區,民族西路72號,106-2-2,25.0684133,121.5179406,554326998
大同區,延平北路2段60巷,106-3-25,25.0554237,121.51131840000001,554026972
大同區,歸綏街267號,106-4-2,25.058334,121.51,554126978
大同區,民權西路127號,106-5-2,25.0631125,121.51726670000001,554226989
大同區,重慶北路1段62號,106-2-18,25.0521814,121.51385990000001,554026966
大同區,鄭州路與西寧北路口,106-2-19,25.050385000000002,121.50978640000001,553926961
大同區,民權西路與台北橋口機車道往三重,106-2-20,25.063710399999998,121.5065347,554226987
大同區,台北橋往台北方向,106-1-26,25.063710399999998,121.5065347,554226987
大同區,承德路2段與南京西路口,106-1-26,25.053328,121.51763229999999,554026969
大同區,西寧北路與長安西路口,106-2-2,25.0526962,121.50863429999998,554026966
大同區,環河北路1段與南京西路口堤外便道,106-5-9,25.0519062,121.50673049999999,554026963
大同區,民權西路與蘭州街口,106-5-14,25.062889000000002,121.5147047,554226988
大同區,鄭州路與延平北路1段口,106-5-16,25.048754000000002,121.510948,553926957
大同區,西寧北路與長安西路口,106-2-11,25.0526962,121.50863429999998,554026966
大同區,市民大道1段與承德路1段口,106-2-15,25.0490476,121.51810990000001,553926960
大同區,承德路2段與民生西路口,106-2-22,25.055966,121.51839009999999,554126975
大同區,重慶北路3段152巷,106-3-2,25.068131,121.5127989,554326997
大同區,環河北路2段7號旁,106-3-3,25.063740799999998,121.50903459999999,554226988
大同區,承德路1段75號,106-3-13,25.0520803,121.517762,554026966
大同區,民生西路292號,106-3-14,25.056724,121.5126045,554126975
大同區,延平北路2段與民權西路口,106-3-20,25.0627882,121.51122050000001,554226987
大同區,鄭州路與環河北路1段口,106-2-5,25.0507942,121.50675919999999,553926961
大同區,重慶北路2段與民生西路口,106-2-6,25.0569098,121.51359790000001,554126976
大同區,延平北路2段79號,106-2-7,25.0560451,121.5117644,554126973
大同區,承德路2段與民權西路口,106-2-8,25.0629867,121.5182325,554226989
大同區,忠孝西路2段與塔城街口,106-2-6,25.0476299,121.5127104,553926955
大同區,延平北路3段61巷口,106-2-14,25.063516,121.51129399999999,554226988
大同區,民樂街95號,106-2-14,25.056527,121.5109828,554126974
大同區,環河北路1段與鄭州路口,106-1-27,25.0596283,121.5085172,554126980
大同區,歸綏街194巷,106-2-3,25.0579283,121.51195919999999,554126977
大同區,民權西路194號,106-2-5,25.0627713,121.5144137,554226987
大同區,鄭州路與鄭州路29巷口,106-2-11,25.049597,121.514177,553926960
大同區,延平北路2段276號,106-2-22,25.0622533,121.5111885,554226986
大同區,重慶北路3段236巷,106-2-9,25.0705484,121.5127784,554427001
大同區,鄭州路與西寧北路口,106-2-16,25.050385000000002,121.50978640000001,553926961
大同區,承德路3段與庫倫街口,106-2-21,25.069937799999998,121.5182537,554427001
大同區,延平北路4段179巷與迪化街2段口,106-2-19,25.0736639,121.511536,554427006
大同區,承德路2段209號,106-3-14,25.0632571,121.5180676,554226989
大同區,安西街與延平北路2段272巷口口,106-3-14,25.0621,121.511175,554226985
大同區,長安西路與塔城街口,106-2-15,25.050385000000002,121.50978640000001,553926961
大同區,長安西路與西寧北路口,106-3-1,25.051480899999998,121.5144918,554026964
大同區,民權西路台北橋機車道,106-2-11,25.063710399999998,121.5065347,554226987
大同區,忠孝西路2段與塔城街口,106-2-15,25.0476299,121.5127104,553926955
大同區,鄭州路3號,106-2-17,25.049045899999996,121.51611229999999,553926959
大同區,長安西路218號與長安西路口,106-4-6,25.051335899999998,121.5147965,554026964
大同區,塔城街北門站2號出口,106-2-20,25.049349,121.5102908,553926959
大同區,延平北路2段255-1號,106-2-27,25.062618,121.51144,554226986
大同區,民權西路123號,106-4-13,25.063105,121.5173794,554226989
大同區,錦西街46號,106-4-13,25.0602383,121.5202,554226984
大同區,延平北路4段93-3號,106-4-13,25.0710036,121.51096570000001,554427001
大同區,歸綏街與萬全街103巷口口,106-4-20,25.057848899999996,121.520473,554126979
大同區,環河北路1段與民生西路口,106-2-20,25.0568782,121.5082932,554126974
大同區,民權西路與大龍街口口,106-2-22,25.062972199999997,121.5166608,554226988
大同區,西寧北路32號,106-3-1,25.051222699999997,121.50821770000002,554026962
大同區,酒泉街136號,106-3-2,25.071937899999998,121.5124624,554427003
大同區,重慶北路1段與長安西路口,106-2-13,25.051622100000003,121.5138878,554026964
大同區,鄭州路與塔城街口,106-2-15,25.050385000000002,121.50978640000001,553926961
大同區,民權西路254號,106-2-25,25.0627249,121.5124189,554226987
大同區,承德路3段277號,106-2-27,25.072865,121.519356,554427006
大同區,台北橋機車道東往西23號燈桿,106-3-3,25.063710399999998,121.5065347,554226987
大同區,鄭州路與西寧北路口,106-3-4,25.050385000000002,121.50978640000001,553926961
大同區,民權西路185巷與民權西路口,106-3-17,25.062904999999997,121.519319,554226989
大同區,鄭州路與承德路1段口,106-3-22,25.0491806,121.5144925,553926959
大同區,民生西路229號,106-3-30,25.0572526,121.5158456,554126977
大同區,承德路3段48號,106-2-9,25.064911399999996,121.51807859999998,554326992
大同區,民權西路與蘭州街口,106-3-14,25.062889000000002,121.5147047,554226988
大同區,承德路3段與民權西路口,106-2-11,25.0629867,121.5182325,554226989
大同區,延平北路4段16號,106-1-25,25.0691508,121.5108051,554326998
大同區,鄭州路與西寧北路口,106-2-13,25.050385000000002,121.50978640000001,553926961
大同區,鄭州路145號,106-2-17,25.050969600000002,121.5093209,553926962
大同區,長安西路80號,106-4-5,25.0503298,121.5191472,553926963
大同區,延平北路1段與長安西路口,106-2-27,25.052055499999998,121.51188159999998,554026965
大同區,環河北路2段145巷,106-3-3,25.0672062,121.50918329999999,554326994
大同區,承德路2段與南京西路口,106-3-8,25.053328,121.51763229999999,554026969
大同區,鄭州路與塔城街口,106-3-17,25.050385000000002,121.50978640000001,553926961
大同區,長安西路70號建成國中地下停車場出入口,106-3-22,25.051576999999998,121.51988130000001,554026966
大同區,民樂街61-1號,106-4-6,25.0551872,121.5109856,554026971
大同區,鄭州路21巷,106-4-6,25.049573100000003,121.5145662,553926960
大同區,民族西路與承德路3段口,106-4-11,25.068537399999997,121.51847250000002,554326999
大同區,重慶北路1段與民生西路口,106-4-17,25.056385000000002,121.51168,554126974
大同區,延平北路4段與酒泉街口,106-3-18,25.0719201,121.51094259999999,554427003
大同區,延平北路3段與民權西路口,106-3-19,25.0631105,121.5112207,554226987
大同區,延平北路2段與民權西路口口,106-3-24,25.0627882,121.51122050000001,554226987
大同區,承德路3段與酒泉街口,106-3-25,25.069937799999998,121.5182537,554427001
大同區,承德路2段77號,106-3-30,25.055975699999998,121.51841709999998,554126975
大同區,環河北路2段與民權西路口,106-3-31,25.070524399999996,121.5091986,554427000
大同區,延平北路2段與涼州街口,106-4-11,25.060562,121.511509,554226982
大同區,延平北路3段26號,106-6-6,25.064199,121.511045,554226989
大同區,重慶北路3段242號,106-6-14,25.0707037,121.51352379999999,554427001
大同區,重慶北路1段30號,106-7-4,25.050928600000002,121.5135668,553926963
大同區,敦煌路與環河北路2段口污水處理廠前,106-7-11,25.0724189,121.5100679,554427003
大同區,長安西路172巷,106-7-12,25.050628600000003,121.5159828,553926963
大同區,延平北路2段與保安街口,106-8-28,25.058906600000004,121.5115635,554126979
大同區,重慶北路3段與重慶北路3段口往南機車引道,106-4-10,25.075350699999998,121.51355330000001,554527009
大同區,重慶北路2段64巷,106-3-1,25.055707199999997,121.5129341,554126973
大同區,延平北路2段與民權西路口,106-3-3,25.0627882,121.51122050000001,554226987
大同區,承德路3段與庫倫街口,106-3-12,25.069937799999998,121.5182537,554427001
大同區,重慶北路2段與民生西路口,106-3-15,25.0569098,121.51359790000001,554126976
大同區,西寧北路1巷,106-3-22,25.0491178,121.5083265,553926958
大同區,民生西路與迪化街1段口,106-7-12,25.056834,121.509752,554126975
大同區,寧夏路與歸綏街口,106-3-8,25.058170999999998,121.50856499999999,554126977
大同區,承德路3段與民權西路口,106-3-14,25.0629867,121.5182325,554226989
大同區,台北橋與台北橋口機車道往台北,106-3-14,25.063710399999998,121.5065347,554226987
大同區,台北橋機車道往三重,106-3-16,25.063710399999998,121.5065347,554226987
大同區,鄭州路與塔城街口,106-3-20,25.050385000000002,121.50978640000001,553926961
大同區,延平北路4段與酒泉街口,106-3-22,25.0719201,121.51094259999999,554427003
大同區,市民大道1段與市民大道1段口地下街Y3出口前,106-3-22,25.0486673,121.51429089999999,553926958
大同區,環河北路2段與敦煌路口往北近敦煌路,106-3-25,25.0763833,121.5130478,554527010
大同區,承德路3段與昌吉街口,106-3-25,25.0660079,121.51815330000001,554326994
大同區,大龍街與民族西路口,106-3-25,25.068735800000002,121.5157226,554326998
大同區,重慶北路2段與長安西路口,106-3-27,25.059375199999998,121.5134561,554126980
大同區,承德路3段與酒泉街口,106-4-10,25.069937799999998,121.5182537,554427001
大同區,台北橋機車道往三重,106-4-24,25.063710399999998,121.5065347,554226987
大同區,民生西路72號,106-5-25,25.057507,121.5204723,554126978
大同區,環河北路1段與鄭州路口,106-9-19,25.0596283,121.5085172,554126980
大同區,環河北路1段與忠孝西路2段口,106-4-10,25.0836033,121.50688899999999,554727019
大同區,南京西路與太原路口,106-4-22,25.053588100000002,121.5160989,554026969
大同區,重慶北路2段與涼州街口,106-4-23,25.060890899999997,121.51486940000001,554226984
大同區,環河北路2段與昌吉街口,106-5-5,25.0658326,121.5088817,554326992
大同區,民生西路308號,106-5-11,25.0568491,121.5120788,554126975
大同區,安西街28號與安西街口,106-7-14,25.061094,121.50981200000001,554226983
大同區,承德路3段60號,106-7-18,25.065329600000002,121.51810220000002,554326993
大同區,鄭州路與西寧北路口,106-7-23,25.050385000000002,121.50978640000001,553926961
大同區,民生西路與迪化街1段口,106-7-26,25.056834,121.509752,554126975
大同區,歸綏街237號,106-8-2,25.058361899999998,121.510899,554126978
大同區,台北橋機車道上橋處(往三重),106-8-7,25.063710399999998,121.5065347,554226987
大同區,延平北路3段18巷20號與民權西路245巷口,106-8-9,25.063516,121.51129399999999,554226988
大同區,長安西路與貴德街口,106-8-15,25.0521519,121.5079882,554026964
大同區,延平北路2段272巷與延平北路2段口,106-8-27,25.0621,121.511175,554226985
大同區,承德路1段與市民大道1段口,106-9-1,25.050385000000002,121.50978640000001,553926961
大同區,承德路2段與錦西街口,106-9-4,25.060231299999998,121.51878980000001,554226983
大同區,通河西街1段(明倫高中後方河堤便道),106-9-15,25.076246100000002,121.5193385,554527011
大同區,延平北路1段與延平北路1段66巷口,106-7-10,25.051573,121.5119088,554026964
大同區,承德路2段31號,106-8-17,25.0538938,121.5180722,554026970
大同區,民生西路423巷與環河北路1段口,106-8-25,25.0510056,121.50666059999999,553926961
大同區,鄭州路與環河北路1段口,106-11-3,25.0507942,121.50675919999999,553926961
大同區,環河北路1段與長安西路口,106-8-31,25.0524323,121.50726609999998,554026965
大同區,鄭州路139號與鄭州路143巷口,106-8-23,25.050385000000002,121.50978640000001,553926961
大同區,鄭州路與西寧北路口,106-8-25,25.050385000000002,121.50978640000001,553926961
大同區,錦西街80號與雙連街口,106-8-20,25.060271,121.52028899999999,554226984
大同區,台北橋往三重方向(機車道)橋中,106-9-5,25.063710399999998,121.5065347,554226987
大同區,鄭州路與環河北路1段口,106-9-11,25.0507942,121.50675919999999,553926961
大同區,台北橋機車道西往東方向,106-9-12,25.063710399999998,121.5065347,554226987
大同區,延平北路2段266號,106-8-19,25.061297,121.5110848,554226984
大同區,寧夏路與涼州街口,106-8-20,25.060890899999997,121.51486940000001,554226984
大同區,承德路3段189號,106-8-7,25.063414399999996,121.5185008,554226989
大同區,承德路2段與南京西路口,106-9-17,25.053328,121.51763229999999,554026969
大同區,重慶北路1段與華陰街口,106-9-22,25.050481,121.5144612,553926962
大同區,承德路2段與民生西路口,106-8-20,25.055966,121.51839009999999,554126975
大同區,承德路3段232號與庫倫街口,106-9-24,25.072329,121.5185723,554427005
大同區,承德路3段336號明倫高中後方,106-9-26,25.076246100000002,121.5193385,554527011
大同區,雙連街與錦西街口,106-9-27,25.060271,121.52028899999999,554226984
大同區,民權西路與蘭州街口,106-9-30,25.062889000000002,121.5147047,554226988
大同區,承德路2段與錦西街口,106-10-14,25.060231299999998,121.51878980000001,554226983
大同區,承德路2段221號與錦西街口,106-10-20,25.062904999999997,121.519319,554226989
大同區,承德路3段8巷與民權西路133巷口,106-10-21,25.066349,121.517923,554326995
大同區,民權西路88號與承德路2段口,106-11-4,25.062472,121.5185889,554226988
大同區,民生西路426號與西寧北路口,106-11-14,25.0556299,121.5090418,554126972
大同區,延平北路2段與南京西路口,106-8-26,25.054845999999998,121.511773,554026971
大同區,承德路2段3號,106-11-9,25.0550237,121.51801809999999,554026973
大同區,環河北路1段169號,106-11-10,25.059041,121.508909,554126979
大同區,哈密街83巷與哈密街口,106-11-10,25.074081500000002,121.51915079999999,554527008
大同區,忠孝西路2段與塔城街口,106-7-25,25.0476299,121.5127104,553926955
大同區,長安西路與長安西路138巷口,106-7-27,25.050131,121.51813500000002,553926962
大同區,民權西路與民權西路133巷口,106-8-7,25.0631247,121.5169835,554226989
大同區,重慶北路3段252巷與重慶北路3段236巷45弄口,106-8-7,25.0711145,121.5135085,554427002
大同區,延平北路2段與民權西路口,106-8-9,25.0627882,121.51122050000001,554226987
大同區,西寧北路與忠孝西路2段口,106-8-12,25.0526962,121.50863429999998,554026966
大同區,重慶北路3段369號,106-8-15,25.075582,121.514132,554527009
大同區,民樂街與民生西路口,106-8-15,25.0569336,121.5108371,554126975
大同區,延平北路4段與迪化街2段268巷口,106-8-9,25.055104699999998,121.5100372,554026971
大同區,鄭州路與環河北路1段口(堤外便道),106-8-14,25.059041,121.508909,554126979
大同區,重慶北路3段152巷,106-8-15,25.068131,121.5127989,554326997
大同區,環河北路1段與鄭州路口(三號水門),106-8-21,25.050823100000002,121.50663359999999,553926961
大同區,市民大道1段209號轉運站,106-8-23,25.0488533,121.5187085,553926959
大同區,環河北路2段137號與環河北路2段口,106-12-14,25.067038800000002,121.50917749999999,554326994
大同區,鄭州路145號,106-12-31,25.050969600000002,121.5093209,553926962
大同區,敦煌路21巷,106-12-31,25.0767913,121.51655729999999,554527012
大同區,民權西路238號,106-7-7,25.062775199999997,121.51288020000001,554226987
大同區,承德路3段225巷口,106-7-24,25.0701746,121.5190774,554427002
大同區,市民大道1段209號,106-8-5,25.049116,121.5185352,553926960
大同區,重慶北路1段與歸綏街口,106-8-5,25.0580364,121.5133116,554126978
大同區,長安西路84號,106-8-12,25.0503367,121.5191331,553926963
大同區,長安西路35號,106-8-19,25.050401100000002,121.5196949,553926963
大同區,民生西路184號,106-9-1,25.057095999999998,121.517248,554126977
大同區,民族西路259號,106-8-11,25.0688138,121.5114413,554326998
大同區,延平北路3段與民權西路口,106-8-26,25.0631105,121.5112207,554226987
大同區,市民高架道下重慶北路匝道,106-7-13,25.078552399999996,121.5143787,554627014
大同區,忠孝西路1段與鄭州路83巷口,106-7-24,25.0477266,121.51216399999998,553926955
大同區,承德路3段176巷前,106-9-14,25.0691393,121.517624,554326999
大同區,長安西路與塔城街口,106-9-16,25.050385000000002,121.50978640000001,553926961
大同區,承德路3段與敦煌路口,106-8-20,25.070762300000002,121.518518,554427002
大同區,承德路2段與民生西路口,106-8-27,25.055966,121.51839009999999,554126975
大同區,庫倫街11號,106-5-10,25.072062399999997,121.5172437,554427004
大同區,塔城街與鄭州路口,106-5-15,25.050385000000002,121.50978640000001,553926961
大同區,承德路2段168號,106-5-15,25.0632571,121.5180676,554226989
大同區,環河北路1段與南京西路口,106-5-17,25.053735600000003,121.50750049999999,554026968
大同區,環河北路1段63號之1,106-6-2,25.052557,121.5074419,554026965
大同區,市民大道1段R1出口前,106-9-20,25.0486673,121.51429089999999,553926958
大同區,台北橋往三重機車道,106-10-29,25.063710399999998,121.5065347,554226987
大同區,延平北路2段148號與延平北路2段口,106-11-6,25.068479999999997,121.51075700000001,554326997
大同區,重慶北路3段137巷與民族西路182巷口,106-4-28,25.0699509,121.514055,554427000
大同區,承德路3段99巷口,106-5-3,25.066460600000003,121.5187554,554326995
大同區,西寧北路1巷,106-4-27,25.0491178,121.5083265,553926958
大同區,台北橋機車道往三重方向,106-4-21,25.063710399999998,121.5065347,554226987
大同區,重慶北路2段與保安街口,106-6-11,25.059375199999998,121.5134561,554126980
大同區,承德路3段22號與承德路3段口,106-7-11,25.0641393,121.518056,554226991
大同區,延平北路2段88號,106-7-18,25.056204100000002,121.5114614,554126974
大同區,重慶北路3段236巷與重慶北路3段236巷45弄口,106-7-23,25.0706323,121.5118242,554427001
大同區,南京西路153號,106-7-30,25.0541428,121.5135594,554026970
大同區,重慶北路2段與民生西路口,106-4-27,25.0569098,121.51359790000001,554126976
大同區,重慶北路1段47-1號,106-4-28,25.050952,121.51395500000001,553926963
大同區,鄭州路與西寧北路口,106-4-29,25.050385000000002,121.50978640000001,553926961
大同區,市民高架道往西第62號燈桿處,106-5-2,25.0491806,121.5144925,553926959
大同區,昌吉街與大龍街口,106-5-3,25.0712997,121.5159438,554427003
大同區,民權西路262號,106-5-3,25.062735,121.512169,554226987
大同區,民權西路93號,106-5-10,25.063077800000002,121.5187926,554226989
大同區,長安西路與華亭街口,106-6-3,25.053906299999998,121.5131365,554026969
大同區,西寧北路與鄭州路口,106-5-21,25.050385000000002,121.50978640000001,553926961
大同區,承德路1段與長安西路口,106-5-23,25.050904199999998,121.51696609999999,553926963
大同區,南京西路36號,106-5-25,25.052661800000003,121.5196088,554026968
大同區,延平北路3段與昌吉街口,106-5-30,25.0682622,121.51089979999999,554326996
大同區,重慶北路3段與昌吉街口,106-6-3,25.0660149,121.51393590000002,554326993
大同區,環河北路1段與長安西路口,106-6-20,25.0524323,121.50726609999998,554026965
大同區,承德路2段成淵高中前,106-6-20,25.061357,121.51866000000001,554226986
大同區,重慶北路2段與涼州街口,106-6-3,25.060890899999997,121.51486940000001,554226984
大同區,重慶北路2段與南京西路口,106-6-4,25.054553,121.511596,554026970
大同區,民權西路與蘭州街口,106-6-5,25.062889000000002,121.5147047,554226988
大同區,民生西路與太原路口,106-4-14,25.0570219,121.5167199,554126976
大同區,鄭州路與塔城街口,106-4-18,25.050385000000002,121.50978640000001,553926961
大同區,南京西路67號,106-4-19,25.053185100000004,121.5188903,554026969
大同區,環河北路2段181號,106-4-23,25.0681556,121.5092374,554326996
大同區,民生西路與太原路口,106-5-7,25.0570219,121.5167199,554126976
大同區,塔城街與鄭州路口,106-5-8,25.050385000000002,121.50978640000001,553926961
大同區,承德路2段235號成淵高中前,106-4-17,25.061357,121.51866000000001,554226986
大同區,大龍街22巷,106-4-18,25.0637169,121.5158057,554226989
大同區,承德路1段與長安西路口,106-4-18,25.050904199999998,121.51696609999999,553926963
大同區,承德路3段190巷,106-4-23,25.0697306,121.5180544,554427001
大同區,南京西路262巷對面,106-4-24,25.053373,121.51526100000001,554026968
大同區,昌吉街與大龍街口,106-6-7,25.0712997,121.5159438,554427003
大同區,重慶北路3段與民權西路口,106-6-10,25.063122,121.51371740000002,554226988
大同區,延平北路1段與甘谷街口,106-6-21,25.0527697,121.51182890000001,554026966
大同區,民生西路286號,106-5-31,25.0568742,121.5129345,554126975
大同區,南京西路與南京西路64巷口口,106-6-29,25.0525429,121.5182821,554026967
大同區,重慶北路1段86號前,106-7-15,25.049577,121.513627,553926960
大同區,市民大道1段209號前(台北地下街Y1出口),106-5-1,25.0486673,121.51429089999999,553926958
大同區,承德路3段297號,106-5-8,25.0754485,121.5204804,554527010
大同區,民權西路與大龍街口,106-5-13,25.062972199999997,121.5166608,554226988
大同區,鄭州路與塔城街口,106-5-14,25.050385000000002,121.50978640000001,553926961
大同區,延平北路2段43巷8號,106-5-27,25.0632792,121.5108456,554226987
大同區,承德路3段與民族西路口,106-6-2,25.068799,121.51346399999998,554326998
大同區,延平北路2段70號,106-6-6,25.055709600000004,121.5115607,554126973
大同區,環河北路1段玉泉公園停車場號,106-4-25,25.0497229,121.507347,553926959
大同區,重慶北路2段與民權西路口,106-5-1,25.0621449,121.51338700000001,554226986
大同區,台北橋機車道下橋處,106-5-5,25.0632482,121.50951129999999,554226987
大同區,民權西路106號,106-5-13,25.0626833,121.5172713,554226988
大同區,昌吉街35號,106-5-19,25.065975299999998,121.5166918,554326994
大同區,民權西路與台北橋口往三重機車道,106-5-7,25.063710399999998,121.5065347,554226987
大同區,塔城街與長安西路口,106-5-4,25.052023499999997,121.51043370000001,554026965
大同區,民族西路182巷,106-5-20,25.068045,121.51485829999999,554326997
大同區,承德路3段與敦煌路口,106-5-31,25.070762300000002,121.518518,554427002
大同區,太原路與民生西路口,106-5-11,25.056997,121.51648600000001,554126976
大同區,承德路1段與平陽街口,106-5-23,25.0551611,121.5165423,554026973
大同區,延平北路2段239號,106-6-9,25.0613756,121.5114493,554226984
大同區,延平北路2段211號,106-6-16,25.0597579,121.511528,554126981
大同區,延平北路3段43號,106-6-9,25.064964399999997,121.5112246,554326991
大同區,承德路3段與民權西路口,106-5-29,25.0629867,121.5182325,554226989
大同區,承德路3段312號,106-5-16,25.074687,121.51968889999999,554527009
大同區,承德路2段2號日新國小,106-5-23,25.054404100000003,121.5164821,554026971
大同區,西寧北路與民生西路口,106-5-30,25.0526962,121.50863429999998,554026966
大同區,忠孝西路2段與西寧北路口,106-6-5,25.048573899999997,121.507576,553926956
大同區,重慶北路3段236巷45弄與重慶北路3段252巷口,106-6-13,25.0705982,121.5122257,554427001
大同區,承德路2段與民生西路口,106-5-12,25.055966,121.51839009999999,554126975
大同區,寧夏路與歸綏街口,106-5-13,25.058170999999998,121.50856499999999,554126977
大同區,台北橋匝道下橋處,106-5-24,25.063710399999998,121.5065347,554226987
大同區,延平北路3段66巷,106-5-10,25.0653999,121.51041129999999,554326991
大同區,延平北路2段與涼州街口,106-8-9,25.060562,121.511509,554226982
大同區,民權西路與延平北路2段口,106-8-9,25.0621,121.511175,554226985
大同區,重慶北路3段與酒泉街口,106-8-9,25.0717546,121.513667,554427003
大同區,承德路2段與南京西路口,106-5-21,25.053328,121.51763229999999,554026969
大同區,市民大道1段211號,106-5-22,25.0493179,121.5177851,553926960
大同區,環河北路1段與民生西路口,106-6-3,25.0568782,121.5082932,554126974
大同區,長安西路與西寧北路口,106-6-9,25.051480899999998,121.5144918,554026964
大同區,酒泉街64號對面,106-6-9,25.0719185,121.51550559999998,554427004
大同區,敦煌路80巷,106-6-19,25.075368,121.5175403,554527010
