district,address,boomTime,lat,lon
萬華區,大理街175巷與環河南路2段口175巷,106-8-26,25.0338517,121.4946548
萬華區,中華路2段316號,106-8-19,25.0540181,121.4525295
萬華區,西寧南路與長沙街2段口,106-9-13,25.0406677,121.5060476
萬華區,西園路1段與廣州街口,106-7-17,25.03614,121.499215
萬華區,萬大路與興寧街口,106-7-25,25.032182,121.5003309
萬華區,萬大路與興寧街66巷22弄口口,106-7-26,25.0322564,121.5005428
萬華區,艋舺大道172號,106-7-27,25.032828,121.5008414
萬華區,青年路152巷與青年路168巷49弄口口,106-7-30,25.0195658,121.5021327
萬華區,忠孝西路2段與西寧南路口前,106-7-31,25.0432145,121.5060737
萬華區,西園路2段與寶興街口,106-8-4,25.026501,121.49378
萬華區,青年路與水源路口,106-8-5,25.0204674,121.5015958
萬華區,桂林路236號,106-8-5,25.03858,121.495964
萬華區,艋舺大道與西園路1段口東往西康定到西園路段,106-8-5,25.0360591,121.5017992
萬華區,西園路2段183號,106-8-6,25.0277125,121.4950229
萬華區,萬大路423巷28弄口,106-1-3,0.0,0.0
萬華區,環河南路2段50巷口,106-1-3,25.0381498,121.4967503
萬華區,西園路2段與西藏路口,106-1-9,25.0328931,121.4976901
萬華區,寶興街188巷口,106-1-18,25.0234366,121.4950606
萬華區,萬大路423巷28弄與萬大路493巷口,106-1-22,25.0204494,121.5001234
萬華區,中華路1段與洛陽街口,106-1-26,25.0475499,121.5106925
萬華區,486巷與萬大路486巷11弄口(萬大路486巷9號前),106-2-2,25.0196534,121.4967182
萬華區,中華路1段與艋舺大道口口,106-2-13,25.0411855,121.5077635
萬華區,忠孝西路2段與昆明街口,106-2-17,25.045536,121.518935
萬華區,西藏路125巷與西藏路口口,106-2-21,25.0273195,121.5029114
萬華區,康定路與廣州街口,106-1-1,25.036838,121.5021648
萬華區,艋舺大道與康定路口,106-1-2,25.0332225,121.4996955
萬華區,貴陽街2段232巷與貴陽街2段口,106-2-15,25.0396715,121.5040731
萬華區,和平西路3段382巷與和平西路3段口,106-2-15,25.0355833,121.4915105
萬華區,和平西路3段284號,106-2-8,25.0352766,121.4950322
萬華區,康定路248號與康定路口,106-2-5,25.0350909,121.5004896
萬華區,環河南路1段123號,106-1-24,25.0511231,121.492378
萬華區,萬大路與艋舺大道口,106-1-1,25.0328931,121.4976901
萬華區,內江街與西昌街口,106-1-5,25.0418129,121.5007937
萬華區,西藏路與萬大路口,106-1-10,25.0295866,121.5003811
萬華區,昆明街303號,106-1-11,25.0356843,121.5034332
萬華區,青年路與水源路口,106-1-15,25.0204674,121.5015958
萬華區,德昌街261巷與德昌街口口,106-2-7,25.022534,121.492416
萬華區,西寧南路與洛陽街口口,106-2-8,25.048266,121.507648
萬華區,萬大路230號前,106-1-12,25.0267165,121.5003279
萬華區,梧州街與廣州街口,106-1-4,25.0368747,121.4975972
萬華區,萬大路90巷20號前,106-1-4,25.0302488,121.5001617
萬華區,中華路2段390巷與中華路2段364巷1弄口,106-1-10,25.1336416,121.545011
萬華區,富民路21號,106-1-13,22.6573913,120.305092
萬華區,萬大路322巷口,106-1-14,25.024434,121.500039
萬華區,華中橋機車道往北市,106-1-17,25.0118328,121.4954069
萬華區,康定路與環河南路1段口,106-1-18,25.0461931,121.5032259
萬華區,西園路2段與西藏路口,106-1-19,25.0328931,121.4976901
萬華區,萬大路284號,106-1-22,25.0254883,121.5003061
萬華區,西園路2段與西藏路口,106-2-3,25.0328931,121.4976901
萬華區,康定路287巷與康定路口口,106-2-11,25.040554,121.502441
萬華區,峨眉街137號,106-3-1,25.0448184,121.5019035
萬華區,環河南路1段與忠孝西路2段口,106-2-22,25.0836033,121.506889
萬華區,忠孝西路2段18號與和平西路2段口前,106-2-23,25.034091,121.504247
萬華區,武成街與萬大路口,106-3-9,25.0190604,121.4946548
萬華區,中華路1段與南寧路口,106-3-9,22.817002,108.366543
萬華區,雙園街21巷與雙園街口,106-3-30,25.031074,121.4940485
萬華區,桂林路101號前,106-4-7,25.0385483,121.5012136
萬華區,艋舺大道389號前,106-4-9,25.0311567,121.4930584
萬華區,堤外便道與光復橋口下方,106-1-2,25.0307777,121.4882044
萬華區,堤外便道與中興橋口下方,106-1-3,25.0307777,121.4882044
萬華區,萬大路491號,106-1-6,25.0201339,121.4979874
萬華區,西園路1段與和平西路3段口,106-1-7,25.0356214,121.4992307
萬華區,堤外便道與光復橋口下方,106-1-11,25.0307777,121.4882044
萬華區,堤外便道與華中河濱公園口往北,106-1-17,25.0154026,121.4947657
萬華區,西園路2段與西藏路口,106-1-18,25.0328931,121.4976901
萬華區,康定路與桂林路口,106-1-21,25.0395722,121.5019266
萬華區,康定路與永福街口,106-1-22,25.075057,121.482208
萬華區,雙和街與中華路2段416巷66弄口,106-1-25,25.0278506,121.5019721
萬華區,萬大路423巷與萬大路423巷20弄口,106-1-26,25.0212746,121.499437
萬華區,東園街與德昌街口,106-1-27,25.024446,121.4974109
萬華區,西寧南路163號,106-1-27,25.043287,121.506229
萬華區,環河南路1段23-5號,106-2-6,25.0466935,121.5040768
萬華區,環河南路1段350巷,106-2-7,25.0511231,121.492378
萬華區,堤外便道與忠孝橋口下方,106-2-17,25.0307777,121.4882044
萬華區,中華路1段與開封街2段口,106-2-22,25.0460289,121.5093373
萬華區,堤外便道中興橋,106-3-2,25.0307777,121.4882044
萬華區,西寧南路36號,106-3-3,25.04514,121.506455
萬華區,漢中街與漢中街50巷口,106-1-26,25.0441478,121.5067329
萬華區,昆明街與桂林路口,106-3-7,25.0421876,121.5046589
萬華區,萬大路與華中橋口下迴轉道,106-3-9,25.0265619,121.5006744
萬華區,堤外便道與富民路口底水門口,106-3-9,25.0307777,121.4882044
萬華區,萬大路與艋舺大道口,106-3-9,25.0328931,121.4976901
萬華區,堤外便道與光復橋口下方,106-3-12,25.0307777,121.4882044
萬華區,萬大路207號,106-3-17,25.0273009,121.5006712
萬華區,中華路2段與南寧路口,106-6-7,25.0284533,121.5055324
萬華區,東園街35巷與東園街口,106-6-7,25.0264476,121.4949022
萬華區,水源路187號,106-6-13,25.0236602,121.510904
萬華區,萬大路343號,106-6-15,25.0236388,121.5001309
萬華區,艋舺大道與西園路2段320巷口,106-6-15,25.0278124,121.4915911
萬華區,西園路2段281巷,106-6-22,25.024235,121.4922379
萬華區,艋舺大道438號,106-6-26,25.0284857,121.4915198
萬華區,西園路2段13巷與西園路2段11巷口口,106-6-26,25.0277204,121.4943937
萬華區,桂林路117號,106-1-3,25.0385694,121.5004288
萬華區,和平西路3段與艋舺大道口,106-1-5,25.034436,121.504395
萬華區,西寧南路與漢口街2段口,106-1-20,25.045689,121.5058549
萬華區,中華路1段與開封街2段口,106-1-25,25.0460289,121.5093373
萬華區,武昌街2段與環河南路1段口,106-1-26,25.0457147,121.5026341
萬華區,康定路與艋舺大道口,106-1-26,25.0402807,121.5026482
萬華區,堤外便道與貴陽街2段口疏散門,106-1-28,25.040072,121.5000786
萬華區,成都路68號,106-2-3,25.042837,121.505239
萬華區,西藏路與寶興街口,106-2-8,25.0249179,121.4947319
萬華區,環河南路2段與長順街口,106-2-9,25.0381142,121.4965885
萬華區,西園路2段與西藏路口,106-2-13,25.0328931,121.4976901
萬華區,桂林路與環河南路1段口,106-2-14,25.0398514,121.4979709
萬華區,中華路1段176號,106-1-2,25.0475499,121.5106925
萬華區,中華路2段與西藏路口,106-1-7,25.0284533,121.5055324
萬華區,堤外便道與長順街口底水門口,106-1-9,25.0324129,121.4886637
萬華區,武成街33號,106-1-14,22.6546324,120.4759599
萬華區,萬大路與東園街口,106-1-14,25.0217789,121.498538
萬華區,東園街50號,106-1-17,25.0263944,121.4961379
萬華區,峨眉街與康定路口,106-1-18,25.043994,121.5049771
萬華區,西園路2段與艋舺大道口,106-1-18,25.0328931,121.4976901
萬華區,中華路2段33號對面,106-3-18,25.0341453,121.5055748
萬華區,忠孝西路2段與西寧南路口,106-3-18,25.0432145,121.5060737
萬華區,萬大路與莒光路口,106-3-30,25.0311863,121.5006183
萬華區,桂林路139巷口,106-4-3,25.0390191,121.49929
萬華區,153巷與中華路2段130巷口(莒光路153巷8號前),106-1-19,25.1337504,121.5450072
萬華區,環河南路1段與中興橋口往新北市機慢車道,106-1-24,25.0511231,121.492378
萬華區,堤外便道與長沙街2段口底水門口,106-2-1,25.0405259,121.507209
萬華區,中華路1段與成都路口,106-2-2,25.0437305,121.5085573
萬華區,西園路2段140巷與艋舺大道口,106-2-17,0.0,0.0
萬華區,環河南路2段270號,106-3-4,25.0326944,121.4914218
萬華區,環河南快速道往北,106-3-9,25.0510056,121.5066606
萬華區,青年路與堤外便道口自行車道,106-1-2,0.0,0.0
萬華區,中華路2段與水源路口,106-2-15,25.1336416,121.545011
萬華區,忠孝西路2段與西寧南路口,106-2-16,25.0432145,121.5060737
萬華區,萬大路493巷,106-1-29,25.0198314,121.4989936
萬華區,光復橋與堤外便道口華中188桿,106-1-17,25.0307777,121.4882044
萬華區,萬大路與華中橋018段口華中018段,106-1-17,25.0095826,121.4900736
萬華區,萬大路423巷28弄,106-1-22,25.0211963,121.4996276
萬華區,艋舺大道與興寧街口,106-1-23,25.032182,121.5003309
萬華區,內江街76巷口,106-1-26,25.042428,121.505206
萬華區,桂林路與西昌街口,106-2-6,25.0383365,121.5007227
萬華區,青年路102號與青年路口,106-2-21,22.9919244,120.2085022
萬華區,德昌街181號,106-2-27,25.0234782,121.4945813
萬華區,和平西路3段286巷,106-2-20,25.0350949,121.4949374
萬華區,西寧南路72號,106-3-6,25.0433292,121.5059863
萬華區,昆明街與長沙街2段口,106-3-8,25.0403578,121.5043175
萬華區,華中橋往台北市機慢車道,106-4-4,25.0118328,121.4954069
萬華區,華江橋往台北市機慢車道,106-4-7,25.035588,121.4862646
萬華區,華江橋與華江橋口接環河快速道路往北匝道,106-4-22,25.0510056,121.5066606
萬華區,廣州街217號,106-4-24,25.0368006,121.499096
萬華區,西園路1段與貴陽街2段口,106-4-27,25.0401206,121.4998872
萬華區,萬大路325號,106-4-28,25.0242542,121.5004657
萬華區,萬大路277巷10號,106-5-3,25.0253457,121.5008965
萬華區,西園路2段與西藏路口,106-5-4,25.0328931,121.4976901
萬華區,東園街140巷16號,106-5-7,25.0232396,121.4968184
萬華區,西園路2段240號,106-5-17,25.028213,121.4950011
萬華區,光復橋往台北市台北端,106-5-23,0.0,0.0
萬華區,西園路2段與寶興街口,106-5-29,25.026501,121.49378
萬華區,西寧南路63-4號,106-5-29,25.0463979,121.507043
萬華區,內江街與昆明街口,106-6-16,25.0414505,121.50458
萬華區,西寧南路32號與西寧南路口,106-7-2,25.0458714,121.506691
萬華區,昆明街與內江街口,106-7-8,25.0414505,121.50458
萬華區,環河南路2段與桂林路口,106-4-22,25.038826,121.4968819
萬華區,永福街與西寧南路口,106-7-13,25.0380345,121.5063834
萬華區,萬大路187巷2號與萬大路口,106-7-21,25.0279741,121.500715
萬華區,堤外便道與堤外便道口往北近光復橋,106-8-2,25.0307777,121.4882044
萬華區,萬大路451號與萬大路449巷口,106-8-16,25.0208189,121.4984347
萬華區,萬大路與萬大路90巷口,106-8-20,25.0302819,121.5005046
萬華區,萬大路531號前(富民路),106-3-15,25.0184352,121.496883
萬華區,西園路2段276號,106-3-15,25.0277204,121.4943937
萬華區,康定路與貴陽街2段口,106-3-15,25.04005,121.50263
萬華區,西藏路201號,106-3-16,25.0291069,121.4988346
萬華區,昆明街76號前,106-3-22,25.0457803,121.5055166
萬華區,環河南路1段與長沙街2段口,106-9-27,25.0414801,121.4995706
萬華區,康定路與內江街口,106-10-31,25.04163,121.501949
萬華區,西園路1段與廣州街口,106-6-15,25.03614,121.499215
萬華區,貴陽街2段144號前,106-3-23,25.0401495,121.501673
萬華區,萬大路與民和街口,106-3-26,25.024374,121.494995
萬華區,艋舺大道與雙園街口,106-3-28,25.031116,121.494384
萬華區,西園路1段與和平西路3段口,106-4-1,25.0356214,121.4992307
萬華區,萬板大橋往新北市汽車道,106-4-2,25.0293036,121.4862984
萬華區,內江街72號前,106-4-12,25.041442,121.50476
萬華區,水源路290-4號前,106-4-16,24.2559758,120.7384528
萬華區,武成街35巷,106-4-20,25.0178551,121.4949262
萬華區,環河南路1段24號,106-2-11,25.0482773,121.5056901
萬華區,內江街與康定路口,106-3-9,25.0416742,121.5035665
萬華區,西藏路與雙園街口,106-3-11,25.031074,121.4940485
萬華區,環河南路3段環南市場旁,106-3-26,25.0291941,121.4904704
萬華區,西園路2段255號,106-4-14,25.0277204,121.4943937
萬華區,華中橋往新北市機車道,106-7-11,25.0118328,121.4954069
萬華區,成都路與康定路口,106-7-17,25.040554,121.502441
萬華區,堤外便道華江橋下,106-7-28,25.0345402,121.4872214
萬華區,寶興街與西藏路259巷口口,106-8-4,25.0273528,121.4933537
萬華區,華江橋機車道往新北市,106-8-30,25.0169826,121.4627868
萬華區,西園路2段251-2號,106-9-2,25.0259465,121.4928212
萬華區,內江街63號,106-9-12,25.0416613,121.5048272
萬華區,中華路1段與忠孝西路2段口,106-8-5,25.045536,121.518935
萬華區,長沙街2段91號,106-7-31,25.0406073,121.504708
萬華區,艋舺大道214號前方,106-9-1,25.032704,121.499136
萬華區,水源快速道與國興路口,106-6-19,25.0038597,121.5354009
萬華區,昆明街96巷與峨眉街103巷口,106-6-19,25.0441384,121.5043216
萬華區,環河南路3段259號,106-7-4,25.063131,121.503605
萬華區,德昌街67巷與德昌街口,106-7-10,25.025728,121.500312
萬華區,桂林路與桂林路口水門口,106-7-22,25.0384064,121.500931
萬華區,環河南路2段250巷與環河南路2段口,106-7-24,25.0636994,121.50394
萬華區,堤外便道馬場町往南,106-7-30,25.0186036,121.5033043
萬華區,環河南路1段與漢口街2段口,106-8-19,25.0464296,121.5035408
萬華區,環河南路2段250巷與環河南路2段口,106-8-19,25.0636994,121.50394
萬華區,西園路1段與和平西路3段口艋舺公園前,106-5-1,25.0356214,121.4992307
萬華區,桂林路與西園路1段口,106-5-2,25.0384483,121.4997499
萬華區,東園街35巷口,106-5-2,25.027535,121.4958106
萬華區,青年路68巷與萬青街口,106-8-21,25.0235359,121.5015894
萬華區,桂林路與西園路1段口,106-3-18,25.0384483,121.4997499
萬華區,環河南快速道與貴陽街2段口往華江橋指示牌前,106-3-22,25.0510056,121.5066606
萬華區,中華路1段86巷與中華路1段口,106-3-23,25.0475499,121.5106925
萬華區,路50號前),106-3-27,0.0,0.0
萬華區,西園路2段147號,106-3-28,25.0294437,121.4961758
萬華區,萬大路與東園街口,106-3-28,25.0217789,121.498538
萬華區,中華路1段與成都路口,106-4-2,25.0437305,121.5085573
萬華區,西園路1段與桂林路口,106-4-4,25.234479,110.179953
萬華區,堤外便道與桂林路口龍山A08桿,106-4-17,25.0307777,121.4882044
萬華區,西藏路117號,106-4-22,25.0295757,121.5028328
萬華區,寶興街140巷與寶興街80巷29弄口,106-5-4,25.0243056,121.4942649
萬華區,環河南路1段往華江橋機車引道前,106-5-7,25.0836033,121.506889
萬華區,艋舺大道404號,106-5-20,25.0301628,121.4933475
萬華區,桂林路與環河南路2段口,106-3-11,25.038617,121.4971238
萬華區,康定路與武昌街2段口,106-3-17,25.0455769,121.5031674
萬華區,艋舺大道202巷與艋舺大道口,106-3-21,25.0334831,121.4984713
萬華區,西園路2段與艋舺大道口,106-4-1,25.0328931,121.4976901
萬華區,長泰街297巷與萬大路424巷口,106-7-15,25.0204918,121.4932334
萬華區,青年路102號,106-5-5,22.9919244,120.2085022
萬華區,西寧南路與開封街2段口,106-5-16,25.0465657,121.5070389
萬華區,中華路1段80號,106-5-17,25.045477,121.508776
萬華區,興義街與西園路2段320巷口,106-5-18,25.0266532,121.4917769
萬華區,西園路1段39巷,106-6-7,25.0406057,121.5000085
萬華區,和平西路3段159巷,106-6-10,25.0354572,121.498364
萬華區,環河南路1段96號,106-6-12,25.0470996,121.5041549
萬華區,萬大路237巷,106-6-12,25.0263313,121.5007946
萬華區,環河南路1段與康定路口,106-6-22,25.040554,121.502441
萬華區,東園街14巷,106-6-22,25.0274143,121.49524
萬華區,昆明街與桂林路口,106-7-6,25.0421876,121.5046589
萬華區,環河南路1段與峨眉街口,106-2-10,25.045053,121.503097
萬華區,華中橋與華中橋口橋下第2疏洪門,106-2-11,25.0118328,121.4954069
萬華區,東園街與長泰街口,106-2-16,25.0224503,121.4982674
萬華區,青年路36號,106-2-18,25.0256397,121.504504
萬華區,康定路與長沙街2段口,106-2-18,25.0406679,121.50174
萬華區,華中橋往北市方向,106-3-12,25.0118328,121.4954069
萬華區,民和街與德昌街154巷口,106-5-5,25.024528,121.4956902
萬華區,堤外便道與華中河濱公園口,106-5-10,25.0154026,121.4947657
萬華區,和平西路3段與環河南路2段口,106-5-10,25.0354727,121.4945116
萬華區,和平西路3段與艋舺大道口,106-5-19,25.034436,121.504395
萬華區,堤外便道與長順街口水門口,106-4-11,25.0324129,121.4886637
萬華區,中華路2段與西藏路口,106-4-18,25.0284533,121.5055324
萬華區,萬大路與莒光路口,106-4-20,25.0311863,121.5006183
萬華區,西園路2段與東園街口,106-4-26,25.0281127,121.4956315
萬華區,康定路25巷,106-4-26,25.043818,121.5038079
萬華區,中華路1段與成都路口,106-4-30,25.0437305,121.5085573
萬華區,環河南路2段250巷25弄與長順街107巷口,106-5-2,25.0636994,121.50394
萬華區,西園路1段與和平西路3段口,106-5-2,25.0356214,121.4992307
萬華區,西園路2段281巷23號,106-5-29,25.0237244,121.4927454
萬華區,萬大路329巷3弄與長泰街52巷口,106-5-4,25.0239017,121.5006363
萬華區,桂林路139巷口,106-5-25,25.0390191,121.49929
萬華區,西藏路269巷,106-6-23,25.02815,121.4934232
萬華區,昆明街與開封街2段口,106-6-25,25.045818,121.505821
萬華區,武成街35巷,106-6-30,25.0178551,121.4949262
萬華區,堤外便道往南龍山3-03號燈桿,106-5-17,25.0307777,121.4882044
萬華區,和平西路3段底華江橋下,106-5-19,25.0354395,121.4908955
萬華區,西寧南路與洛陽街口,106-5-28,25.0479926,121.5070214
萬華區,昆明街與開封街2段口,106-4-22,25.045818,121.505821
萬華區,桂林路底水門口前,106-4-26,0.0,0.0
萬華區,莒光路197巷與中華路2段130巷口,106-5-1,25.031149,121.5018204
萬華區,昆明街與成都路口,106-5-7,25.045818,121.505821
萬華區,西園路2段與西藏路口,106-5-8,25.0328931,121.4976901
萬華區,往台北市機車道華中橋第39號燈桿前,106-5-12,25.0118328,121.4954069
萬華區,中華路2段600號,106-5-17,25.024403,121.509974
萬華區,華中橋往中和 匝道,106-7-15,25.0112719,121.495466
萬華區,昆明街與昆明街178巷口,106-7-21,25.045818,121.505821
萬華區,環河南路2段與廣州街口,106-7-25,25.0369026,121.4956369
萬華區,康定路146號,106-7-26,25.0398329,121.5018454
萬華區,環河南路1段15號,106-7-30,25.0473375,121.5047666
萬華區,康定路與內江街口,106-8-1,25.04163,121.501949
萬華區,桂林路家樂福前,106-8-1,25.0379015,121.505719
萬華區,梧州街與梧州街2巷口,106-8-5,25.0382384,121.4974349
萬華區,艋舺大道436號,106-8-6,25.028493,121.4915392
萬華區,和平西路3段47-1號,106-8-10,25.0353527,121.502837
萬華區,桂林路232號,106-8-11,25.0387336,121.4962266
萬華區,環河南路2段與長順街口,106-4-22,25.0381142,121.4965885
萬華區,濱公園堤外便道,106-4-26,25.0307777,121.4882044
萬華區,西藏路與艋舺大道口,106-5-24,25.0328931,121.4976901
萬華區,華江橋與華江橋口往台北汽車道,106-6-14,25.035588,121.4862646
萬華區,峨眉街70號前,106-4-27,25.044029,121.504457
萬華區,莒光路153巷口,106-4-27,25.031073,121.5030287
萬華區,東園街18號,106-4-30,25.0274883,121.4956521
萬華區,中華路1段82號,106-4-29,25.0454268,121.5086822
萬華區,環河南路1段與漢口街2段口,106-5-1,25.0464296,121.5035408
萬華區,華江橋往台北市機車道,106-5-5,25.035588,121.4862646
萬華區,萬大路277巷14弄口,106-5-6,0.0,0.0
萬華區,桂林路與南寧路口,106-5-10,25.0384064,121.500931
萬華區,富民路115號,106-5-10,25.0183772,121.4995762
萬華區,中華路1段與成都路口,106-5-13,25.0437305,121.5085573
萬華區,艋舺大道與萬大路口,106-6-2,25.0326537,121.4980256
萬華區,西園路1段與艋舺大道口,106-6-3,25.0328931,121.4976901
萬華區,環河南路1段1號,106-5-29,25.0475336,121.5059613
萬華區,中華路2段與艋舺大道口,106-6-4,25.0287349,121.5055022
萬華區,中華路1段與長沙街2段口,106-6-8,25.0402702,121.5066577
萬華區,康定路與康定路287巷口,106-4-28,25.0341179,121.5016539
萬華區,萬大路187巷與萬大路口,106-4-28,25.0280877,121.50125
萬華區,桂林路與梧州街口,106-4-24,25.0368747,121.4975972
萬華區,忠孝西路2段16弄口,106-6-21,25.045536,121.518935
萬華區,華江橋往台北機車道下橋處,106-6-26,25.0329694,121.5654177
萬華區,康定路與和平西路3段口,106-6-14,25.0350909,121.5004896
萬華區,西藏路近萬華國中前,106-6-13,25.0291201,121.4990359
萬華區,忠孝橋往北市機車道,106-6-17,25.0515234,121.5014101
萬華區,萬青街與青年路68巷口口,106-6-18,25.0235359,121.5015894
萬華區,開封街2段與漢中街口,106-5-18,25.0463268,121.5080262
萬華區,堤外便道與富民路口底通道,106-5-27,25.0307777,121.4882044
萬華區,中華路1段與漢口街2段口,106-5-7,25.0451649,121.509337
萬華區,艋舺大道160號,106-5-9,25.0328021,121.5013117
萬華區,青年路112號,106-5-3,22.9919034,120.2087051
萬華區,東園街30-1號,106-4-19,25.027091,121.495832
萬華區,中華路1段150號,106-4-18,25.0428759,121.508061
萬華區,光復橋往新北方向,106-5-9,25.0169826,121.4627868
萬華區,西藏路與西園路2段320巷55弄口,106-3-18,25.0284821,121.4921541
萬華區,國興路與青年路口,106-3-22,25.0260628,121.5064727
萬華區,昆明街與峨眉街口,106-3-23,25.045053,121.503097
萬華區,忠孝西路2段與西寧南路口,106-3-28,25.0432145,121.5060737
萬華區,環河南路2段與雙園街口,106-4-19,25.0510056,121.5066606
萬華區,東園街66巷與東園街口,106-4-26,25.0264476,121.4949022
萬華區,環河南快速道與環河南路2段口往北家禽市場旁水門口,106-4-19,25.0298711,121.4891361
萬華區,環河南路1段與武昌街2段口,106-4-23,25.0457439,121.5028509
萬華區,梧州街與廣州街口,106-5-28,25.0368747,121.4975972
萬華區,中華路1段與中華路1段102巷口,106-4-28,25.0441274,121.5084494
萬華區,艋舺大道120巷對面,106-6-6,25.0320492,121.5022591
萬華區,康定路與廣州街口,106-7-22,25.036838,121.5021648
萬華區,華中橋往北市汽車道,106-7-23,25.0118328,121.4954069
萬華區,康定路105號,106-7-24,25.0394756,121.5020431
萬華區,往新北市機車道,106-3-27,25.1256831,121.4574768
萬華區,大理街160巷11弄與大理街170巷口,106-3-28,25.0334886,121.4935524
萬華區,西藏路與西園路2段254巷口,106-3-30,25.0286354,121.4943326
萬華區,中華路1段與開封街2段口,106-4-3,25.0460289,121.5093373
萬華區,國興路102號,106-5-19,25.0273925,121.5054734
萬華區,西寧南路與長沙街2段口,106-5-29,25.0406677,121.5060476
萬華區,昆明街109號,106-6-8,25.0421414,121.5048309
萬華區,西藏路與環河南路2段口市場丁棟,106-6-10,25.0303497,121.4898104
萬華區,東園街97號,106-6-12,25.025627,121.4967169
萬華區,南寧路與三水街口,106-6-29,25.036064,121.5009845
萬華區,環河南路1段330號,106-7-3,25.0405229,121.498627
萬華區,環河南路1段與峨眉街口,106-7-29,25.045053,121.503097
萬華區,環河南路2段102號,106-5-23,25.0369298,121.4954589
萬華區,忠孝橋機車道往臺北市方向,106-5-18,25.0515234,121.5014101
萬華區,昆明街與峨眉街口52號,106-5-14,25.0439678,121.5050978
萬華區,開封街2段與開封街2段42巷口,106-6-11,25.0464274,121.5076181
萬華區,中華路1段與貴陽街2段口,106-6-8,25.0395045,121.5068445
萬華區,華中橋往新北機車道,106-7-1,25.0118328,121.4954069
萬華區,峨眉街與環河南路1段口口,106-4-29,25.045053,121.503097
萬華區,康定路187號前,106-5-18,25.0364726,121.501601
萬華區,萬大路277巷口,106-5-23,0.0,0.0
萬華區,艋舺大道與和平西路2段口,106-5-27,25.0339064,121.5046251
萬華區,中華路1段與開封街2段口,106-6-9,25.0460289,121.5093373
萬華區,康定路與艋舺大道口,106-5-20,25.0402807,121.5026482
萬華區,成都路81號,106-5-23,25.043089,121.505268
萬華區,中華路2段與水源路口,106-7-15,25.1336416,121.545011
萬華區,艋舺大道與康定路口,106-3-9,25.0332225,121.4996955
萬華區,康定路與廣州街口,106-3-14,25.036838,121.5021648
萬華區,東園街與萬大路口,106-3-13,25.0215859,121.4983651
萬華區,康定路250巷,106-4-1,25.0375441,121.5014802
萬華區,環河南路3段與萬大路口,106-3-31,25.0836033,121.506889
萬華區,青年路與水源路口,106-3-30,25.0204674,121.5015958
萬華區,環河南路2段157號,106-3-31,25.0334779,121.4929362
萬華區,機車道往新北市(編號311055號燈桿前),106-5-30,25.0169826,121.4627868
萬華區,艋舺大道與西藏路口,106-6-26,25.032807,121.5010516
萬華區,萬大路與東園街口,106-6-27,25.0217789,121.498538
萬華區,國興路青年公園2號出入口前,106-6-27,25.0230556,121.5052778
萬華區,西藏路與艋舺大道口,106-6-8,25.0328931,121.4976901
萬華區,雙園街13號,106-6-9,25.0291578,121.4951116
萬華區,2段與西寧南路口(貴陽街2段15號前),106-6-15,36.617134,101.778223
萬華區,長順街2號大理高中前,106-6-1,25.0308614,121.4912045
萬華區,桂林路水門口,106-4-29,25.0384064,121.500931
萬華區,萬大路與環河南路3段口,106-5-26,25.0167182,121.4958127
萬華區,西寧南路與漢口街2段口,106-6-14,25.045689,121.5058549
萬華區,萬大路423巷與萬大路423巷63弄口,106-8-12,25.021726,121.5012286
萬華區,西園路1段35號,106-6-20,25.040699,121.5000655
萬華區,華江橋往台北市機車道轉彎處,106-6-11,25.035588,121.4862646
萬華區,雙園街107巷口,106-6-12,25.0321032,121.4922112
萬華區,中興橋往台北市機車道轉彎處,106-6-15,25.0471035,121.4957177
萬華區,華中橋下迴轉道,106-6-16,0.0,0.0
萬華區,興義街與西園路2段320巷口口,106-6-16,25.0266532,121.4917769
萬華區,西園路1段與艋舺大道口,106-6-30,25.0328931,121.4976901
萬華區,富民路155巷13號,106-7-5,25.018135,121.500545
萬華區,大理街63號,106-7-7,25.0345569,121.4996865
萬華區,青年路22號,106-7-13,25.0260175,121.5054625
萬華區,昆明街與內江街口,106-7-17,25.0414505,121.50458
萬華區,莒光路312號,106-8-26,25.0313087,121.4978328
萬華區,康定路與長沙街2段口,106-1-13,25.0406679,121.50174
萬華區,東園街與長泰街口,106-3-27,25.0224503,121.4982674
萬華區,西園路2段251號,106-1-24,25.0259642,121.4928756
萬華區,康定路與內江街口,106-1-16,25.04163,121.501949
萬華區,康定路與內江街口,106-1-17,25.04163,121.501949
萬華區,寶興街41號,106-1-26,25.0274551,121.4933172
萬華區,西園路2段與寶興街口,106-1-26,25.026501,121.49378
萬華區,忠孝橋往北市下橋處,106-1-26,25.0515234,121.5014101
萬華區,桂林路242巷與桂林路228巷11弄口口,106-1-28,25.0383547,121.4954528
萬華區,和平西路3段184號,106-1-28,25.0351843,121.4975258
萬華區,環河南路1段1號,106-2-6,25.0475336,121.5059613
萬華區,西園路2段與寶興街口,106-2-7,25.026501,121.49378
萬華區,長順街12號,106-2-8,25.0315306,121.4903039
萬華區,西藏路與雙園街口,106-2-11,25.031074,121.4940485
萬華區,艋舺大道275巷口,106-2-16,0.0,0.0
萬華區,環河南路1段與內江街口,106-2-16,25.0419094,121.5000707
萬華區,武昌街2段與中興橋口往三重機車道上橋處,106-2-27,25.0442823,121.5083309
萬華區,環河南路1段與成都路口,106-3-4,25.0444819,121.5014526
萬華區,萬大路與華中橋口往中和環快下方,106-3-8,25.0228613,121.4994508
