state_code,center,center_lat,center_lon,dist,vil,km_x,km_y,mrt,hsp_and_clc,illegal,night_club,ubike,edu_all_statecode,106_traffic_done
552726808,"(24.99457376960226, 121.57043562080787)",24.994573769602265,121.57043562080787,文山區,萬芳里,2763.750000000001,13404.250000000013,0.0,0.0,0.3943913792161284,0.0,0.0,0.4095,0.42556317777783575
552726809,"(24.99457376960226, 121.574970392825)",24.994573769602265,121.574970392825,文山區,萬興里,2763.750000000001,13404.750000000015,0.0,0.0,0.3823110775271886,0.0,0.0,0.05150000000000002,0.4095070190386478
552726810,"(24.99457376960226, 121.5795051648421)",24.994573769602265,121.57950516484208,文山區,萬興里,2763.750000000001,13405.250000000011,0.0,0.0,0.43195814612066297,0.0,0.0,0.35650000000000004,0.39835875868487425
552726811,"(24.99457376960226, 121.58403993685921)",24.994573769602265,121.58403993685921,文山區,萬興里,2763.750000000001,13405.750000000013,0.0,0.0,0.3611447078388385,0.0,0.0,0.3669789579193275,0.3973517564526188
552726812,"(24.99457376960226, 121.58857470887634)",24.994573769602265,121.58857470887634,文山區,萬興里,2763.750000000001,13406.250000000015,0.0,0.0,0.4042976131515001,0.0,0.0,0.17699999999999994,0.40740490338988616
552726813,"(24.99457376960226, 121.59310948089345)",24.994573769602265,121.59310948089345,文山區,萬興里,2763.750000000001,13406.750000000015,0.0,0.0,0.3571333644452727,0.0,0.0,0.0,0.34812434955335775
552726814,"(24.99457376960226, 121.59764425291056)",24.994573769602265,121.59764425291056,文山區,政大里,2763.750000000001,13407.250000000013,0.0,0.0,0.2587628016156882,0.0,0.0,0.374,0.4079947558117551
552826817,"(24.999095628267042, 121.53607191102348)",24.99909562826704,121.53607191102348,文山區,萬和里,2764.2499999999995,13408.749999999995,0.0,0.0,0.2559257704882414,0.0,0.0,0.16236590621186456,0.4538041817821171
552826818,"(24.999095628267042, 121.54060387977192)",24.99909562826704,121.54060387977192,文山區,萬有里,2764.2499999999995,13409.249999999995,0.0,0.5355000000000001,0.4725,0.0,0.0,0.30108304502246547,0.4122805871544023
552826819,"(24.999095628267042, 121.54513584852035)",24.99909562826704,121.54513584852036,文山區,興豐里,2764.2499999999995,13409.749999999996,0.09050000000000002,0.05449999999999999,0.592,0.0,0.0,0.5257297837820828,0.3920210923516436
552826820,"(24.999095628267042, 121.54966781726878)",24.99909562826704,121.54966781726877,文山區,興安里,2764.2499999999995,13410.249999999995,0.384523948105533,0.4415,0.12410221593509119,0.0,0.0,0.11677739507284789,0.4344191299624303
552826821,"(24.999095628267042, 121.55419978601721)",24.99909562826704,121.55419978601721,文山區,興得里,2764.2499999999995,13410.749999999995,0.42844274705029145,0.0,0.35839640675514595,0.0,0.0,0.5469517711827981,0.4032434058500849
552826822,"(24.999095628267042, 121.55873175476565)",24.99909562826704,121.55873175476565,文山區,興光里,2764.2499999999995,13411.249999999996,0.11523752643995791,0.325,0.32125195147505425,0.0,0.0,0.094,0.4319943939949069
552826823,"(24.999095628267042, 121.56326372351407)",24.99909562826704,121.56326372351408,文山區,萬美里,2764.2499999999995,13411.749999999996,0.3914181747185483,0.17400000000000004,0.4148059388945013,0.0,0.0,0.09399999999999997,0.41134541003247616
552826824,"(24.999095628267042, 121.5677956922625)",24.99909562826704,121.5677956922625,文山區,萬美里,2764.2499999999995,13412.249999999995,0.4601016192103653,0.0,0.3796771376958176,0.0,0.0,0.09400000000000008,0.40325093396415307
552826825,"(24.999095628267042, 121.57232766101093)",24.99909562826704,121.57232766101092,文山區,萬芳里,2764.2499999999995,13412.749999999993,0.08899999999999997,0.0,0.41320119393180205,0.0,0.0,0.0,0.399485848582215
552826826,"(24.999095628267042, 121.57685962975935)",24.99909562826704,121.57685962975937,文山區,博嘉里,2764.2499999999995,13413.249999999996,0.0,0.0,0.4225035086762594,0.0,0.0,0.0,0.4295341412752486
552826827,"(24.999095628267042, 121.58139159850779)",24.99909562826704,121.5813915985078,文山區,萬興里,2764.2499999999995,13413.749999999996,0.0,0.0,0.34118147813210514,0.0,0.0,0.4295052386176448,0.4093622304011207
552826828,"(24.999095628267042, 121.58592356725622)",24.99909562826704,121.58592356725622,文山區,萬興里,2764.2499999999995,13414.249999999995,0.0,0.0,0.4043969275353115,0.0,0.0,0.2017577445849353,0.3674334684551203
552826829,"(24.999095628267042, 121.59045553600465)",24.99909562826704,121.59045553600464,文山區,博嘉里,2764.2499999999995,13414.749999999995,0.0,0.0,0.28841197522922196,0.0,0.0,0.22375027932943456,0.44762979490770094
552826830,"(24.999095628267042, 121.59498750475308)",24.99909562826704,121.59498750475308,文山區,博嘉里,2764.2499999999995,13415.249999999995,0.0,0.0,0.3676142135445799,0.0,0.0,0.3785183468326059,0.37692215787627553
552926833,"(25.00361748693183, 121.53593837381486)",25.00361748693183,121.53593837381484,文山區,萬和里,2764.75,13416.749999999998,0.0,0.0,0.33485121073893903,0.0,0.0,0.45805167102995414,0.3959126304195276
552926834,"(25.00361748693183, 121.54046763531164)",25.00361748693183,121.54046763531164,文山區,萬祥里,2764.75,13417.25,0.0,0.0,0.0615593661074865,0.0,0.0,0.16636247239753987,0.33740199451099867
552926835,"(25.00361748693183, 121.54499689680841)",25.00361748693183,121.54499689680841,文山區,興豐里,2764.75,13417.75,0.0,0.0,0.5645099644824704,0.0,0.0,0.5345175967397984,0.4392107929922016
552926836,"(25.00361748693183, 121.5495261583052)",25.00361748693183,121.54952615830521,文山區,興旺里,2764.75,13418.250000000002,0.0,0.0,0.4755022607727538,0.0,0.0,0.4074695571450706,0.3685474413394525
552926837,"(25.00361748693183, 121.55405541980197)",25.00361748693183,121.55405541980195,文山區,興泰里,2764.75,13418.749999999998,0.0,0.0,0.15003812848739484,0.0,0.0,0.260977968418792,0.38494071527049356
552926838,"(25.00361748693183, 121.55858468129875)",25.00361748693183,121.55858468129877,文山區,興昌里,2764.75,13419.250000000002,0.0,0.0,0.49010798810058176,0.0,0.0,0.45813992131225584,0.44131765175672055
552926839,"(25.00361748693183, 121.56311394279554)",25.00361748693183,121.56311394279554,文山區,興昌里,2764.75,13419.75,0.0,0.0,0.181219940036042,0.0,0.0,0.3344212247384361,0.3913942664806295
552926840,"(25.00361748693183, 121.56764320429231)",25.00361748693183,121.56764320429231,文山區,萬美里,2764.75,13420.25,0.0,0.0,0.1895837545782866,0.0,0.0,0.3957308288330451,0.40532410782920775
552926841,"(25.00361748693183, 121.5721724657891)",25.00361748693183,121.5721724657891,文山區,博嘉里,2764.75,13420.75,0.0,0.0,0.06905231511124173,0.0,0.0,0.07350000000000001,0.3714999774840184
552926842,"(25.00361748693183, 121.57670172728587)",25.00361748693183,121.57670172728588,文山區,博嘉里,2764.75,13421.250000000002,0.0,0.0,0.0,0.0,0.0,0.328,0.4576103845195865
552926843,"(25.00361748693183, 121.58123098878265)",25.00361748693183,121.58123098878264,文山區,博嘉里,2764.75,13421.749999999998,0.0,0.0,0.5525,0.0,0.0,0.351,0.3558424599826876
552926844,"(25.00361748693183, 121.58576025027942)",25.00361748693183,121.58576025027942,文山區,博嘉里,2764.75,13422.25,0.0,0.0,0.3826890237371447,0.0,0.0,0.0,0.38231775651067973
552926845,"(25.00361748693183, 121.5902895117762)",25.00361748693183,121.5902895117762,文山區,博嘉里,2764.75,13422.75,0.0,0.0,0.2277249803308075,0.0,0.0,0.0,0.4505714357629932
553026848,"(25.008139345596614, 121.53376197659627)",25.00813934559661,121.53376197659628,文山區,萬年里,2765.2499999999995,13424.249999999996,0.0,0.0,0.4240222740480609,0.0,0.0,0.008999999999999994,0.4651975813730497
553026849,"(25.008139345596614, 121.53828862657585)",25.00813934559661,121.53828862657585,文山區,萬盛里,2765.2499999999995,13424.749999999996,0.0,0.0,0.33549999999999996,0.0,0.0,0.1495,0.3157487148177977
553026850,"(25.008139345596614, 121.54281527655542)",25.00813934559661,121.54281527655544,文山區,萬盛里,2765.2499999999995,13425.249999999998,0.0,0.0,0.0,0.0,0.0,0.14249999999999996,0.34583483216493094
553026851,"(25.008139345596614, 121.54734192653498)",25.00813934559661,121.54734192653498,文山區,興旺里,2765.2499999999995,13425.749999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.39588952105311104
553026852,"(25.008139345596614, 121.55186857651456)",25.00813934559661,121.55186857651456,文山區,興旺里,2765.2499999999995,13426.249999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.3218727846621594
553026853,"(25.008139345596614, 121.55639522649413)",25.00813934559661,121.55639522649412,文山區,興泰里,2765.2499999999995,13426.749999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.3464191123319972
553026854,"(25.008139345596614, 121.56092187647371)",25.00813934559661,121.56092187647371,文山區,興昌里,2765.2499999999995,13427.249999999995,0.0,0.0,0.176,0.0,0.0,0.0,0.3925869904148708
553026855,"(25.008139345596614, 121.56544852645328)",25.00813934559661,121.56544852645328,大安區,黎和里,2765.2499999999995,13427.749999999995,0.0,0.0,0.18399999999999994,0.0,0.0,0.0,0.38391687433609895
553026856,"(25.008139345596614, 121.56997517643286)",25.00813934559661,121.56997517643286,文山區,博嘉里,2765.2499999999995,13428.249999999995,0.0,0.0,0.5800281602359205,0.0,0.0,0.0,0.36947901324330606
553026858,"(25.008139345596614, 121.57902847639201)",25.00813934559661,121.579028476392,文山區,博嘉里,2765.2499999999995,13429.249999999993,0.0,0.0,0.25619133474807454,0.0,0.0,0.0,0.286741015815477
553026859,"(25.008139345596614, 121.58355512637158)",25.00813934559661,121.58355512637158,文山區,博嘉里,2765.2499999999995,13429.749999999995,0.0,0.0,0.5095000000000001,0.0,0.0,0.0,0.315794529907121
553026860,"(25.008139345596614, 121.58808177635116)",25.00813934559661,121.58808177635116,文山區,博嘉里,2765.2499999999995,13430.249999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.30153358950538167
553126854,"(25.0126612042614, 121.49335447830632)",25.0126612042614,121.49335447830632,萬華區,興德里,2765.75,13427.25,0.0,0.0,0.12100000000000005,0.0,0.0,0.0,0.35639129872790576
553126855,"(25.0126612042614, 121.49787861223092)",25.0126612042614,121.49787861223093,萬華區,興德里,2765.75,13427.750000000002,0.0,0.0,0.07549999999999996,0.0,0.0,0.0,0.3454438049813601
553126862,"(25.0126612042614, 121.52954754970315)",25.0126612042614,121.52954754970315,中正區,水源里,2765.75,13431.25,0.0,0.0,0.2646013773374751,0.0,0.0,0.16449999999999998,0.26829759441880646
553126863,"(25.0126612042614, 121.53407168362776)",25.0126612042614,121.53407168362776,中正區,水源里,2765.75,13431.75,0.0,0.0,0.27540903922872406,0.0,0.0,0.32,0.3173510898585593
553126864,"(25.0126612042614, 121.53859581755236)",25.0126612042614,121.53859581755236,大安區,學府里,2765.75,13432.25,0.0,0.0,0.017143187827498383,0.0,0.0,0.4786989311317361,0.3933776498211202
553126865,"(25.0126612042614, 121.54311995147697)",25.0126612042614,121.54311995147695,大安區,學府里,2765.75,13432.749999999998,0.0,0.0,0.35974808894558424,0.0,0.0,0.20950099442882525,0.35853417903101575
553126866,"(25.0126612042614, 121.54764408540157)",25.0126612042614,121.54764408540156,大安區,學府里,2765.75,13433.249999999998,0.0,0.0,0.19645060447858137,0.0,0.0,0.3138538230167385,0.38537380213008415
553126867,"(25.0126612042614, 121.55216821932618)",25.0126612042614,121.5521682193262,大安區,學府里,2765.75,13433.750000000004,0.0,0.0,0.4412525747355406,0.0,0.0,0.47768260033903964,0.460541477511448
553126868,"(25.0126612042614, 121.55669235325078)",25.0126612042614,121.5566923532508,大安區,黎元里,2765.75,13434.250000000002,0.0,0.0,0.29862741557555184,0.0,0.0,0.27149999999999996,0.47506663874152344
553126869,"(25.0126612042614, 121.56121648717539)",25.0126612042614,121.5612164871754,大安區,黎和里,2765.75,13434.750000000002,0.0,0.0,0.15508922163279648,0.0,0.0,0.09188035698668137,0.3834881342362499
553126870,"(25.0126612042614, 121.56574062109999)",25.0126612042614,121.5657406211,信義區,黎安里,2765.75,13435.250000000002,0.0,0.0,0.39181112692683123,0.0,0.0,0.01050000000000001,0.4112795470293419
553126871,"(25.0126612042614, 121.5702647550246)",25.0126612042614,121.57026475502458,信義區,黎安里,2765.75,13435.749999999998,0.0,0.0,0.24658611083994897,0.0,0.0,0.0020000000000000018,0.3653455433852021
553126872,"(25.0126612042614, 121.5747888889492)",25.0126612042614,121.5747888889492,文山區,博嘉里,2765.75,13436.25,0.0,0.05449999999999999,0.24089279533222907,0.0,0.0,0.026500000000000024,0.31821844522231285
553126873,"(25.0126612042614, 121.5793130228738)",25.0126612042614,121.5793130228738,南港區,九如里,2765.75,13436.75,0.0,0.08400000000000002,0.24498889770763083,0.0,0.0,0.027500000000000024,0.3666785472655762
553126874,"(25.0126612042614, 121.58383715679841)",25.0126612042614,121.5838371567984,南港區,九如里,2765.75,13437.249999999998,0.0,0.4044411782529898,0.12111135372045022,0.0,0.0,0.024499999999999966,0.2810527351489406
553126875,"(25.0126612042614, 121.58836129072301)",25.0126612042614,121.588361290723,文山區,博嘉里,2765.75,13437.749999999998,0.0,0.305119136567997,0.2088134095310931,0.0,0.0,0.0,0.2900199330079747
553126876,"(25.0126612042614, 121.59288542464762)",25.0126612042614,121.59288542464762,文山區,博嘉里,2765.75,13438.25,0.0,0.20429696522464552,0.2550487992522215,0.0,0.0,0.0,0.30749672105498593
553226868,"(25.017183062926186, 121.49164762038903)",25.017183062926183,121.49164762038905,萬華區,華中里,2766.2499999999995,13434.249999999998,0.0,0.0,0.24459541423883374,0.0,0.0,0.24100000000000005,0.33745936311337155
553226869,"(25.017183062926186, 121.49616933345901)",25.017183062926183,121.496169333459,萬華區,興德里,2766.2499999999995,13434.749999999996,0.0,0.0,0.168549119118302,0.0,0.0,0.05229616514515079,0.2945782780020613
553226870,"(25.017183062926186, 121.50069104652897)",25.017183062926183,121.50069104652896,萬華區,興德里,2766.2499999999995,13435.249999999995,0.0,0.0,0.392452154889677,0.0,0.0,0.023499999999999965,0.37532730123927244
553226875,"(25.017183062926186, 121.5232996118788)",25.017183062926183,121.5232996118788,中正區,林興里,2766.2499999999995,13437.749999999996,0.0,0.36591827981121683,0.31152304890649746,0.0,0.0,0.0,0.40014878480522265
553226876,"(25.017183062926186, 121.52782132494876)",25.017183062926183,121.52782132494877,中正區,富水里,2766.2499999999995,13438.249999999998,0.0,0.24499030593066332,0.30108846617366447,0.0,0.0,0.0,0.37876165643114373
