Number,Name,Address,Status,lat,long,cond
80987248,龍礄螺絲五金行,臺北市萬華區環河南路1段6號1樓,核准設立,25.0485826,121.5059761,T
80991550,中二水電行,臺北市大安區忠孝東路3段251巷9弄14號,核准設立,25.0432429,121.54233020000001,T
80993678,信得立工程行,臺北市南港區舊莊街1段145巷6弄35號1樓,核准設立,25.039544,121.6220525,T
80995541,協聲水電行,臺北市士林區中山北路7段190巷6號1樓,核准設立,25.1248835,121.5331996,T
81606921,啟明水電工程行,臺北市中正區南海路101號5樓之1,核准設立,25.0280974,121.50785259999998,T
81618237,國新水電行,臺北市文山區木新路2段161巷2號,核准設立,24.983807000000002,121.568781,T
81646753,旺旺五金行,臺北市內湖區內湖路1段737巷51弄2號1樓,核准設立,25.0805835,121.5792273,T
81672294,坤松汽車材料百貨行,臺北市文山區興隆路2段218之1號1樓,核准設立,25.0014109,121.55255530000001,T
81714442,佳晉水電材料行,臺北市南港區南港路1段79號1樓,核准設立,25.055106,121.6155006,T
81731548,佳欣工具行,臺北市士林區葫蘆街35號1樓,核准設立,25.080055899999998,121.50960740000001,T
81763999,協億水電行,臺北市萬華區和平西路3段174之4號,核准設立,25.0351735,121.4977767,T
81779710,吉成衛生清潔工程行,臺北市萬華區國興路1巷2之2號,核准設立,25.024226199999998,121.50881799999999,T
81781716,進鑫電機五金行,臺北市萬華區環河南路1段36號1樓,核准設立,25.0481076,121.5054348,T
83907043,錦勝水電材料行,臺北市大同區延平北路2段144巷7號1樓,核准設立,25.057716,121.511164,T
83910737,上大五金水電材料行,臺北市士林區文林路755號1樓,核准設立,25.103224100000002,121.51938999999999,T
83917675,英洲工程行,臺北市松山區光復南路6巷47號1樓,核准設立,25.047586199999998,121.55654709999999,T
83931070,山鋒五金行,臺北市內湖區新明路183號1樓,核准設立,25.058608,121.588652,T
83947559,日進水電行,臺北市中山區新生北路1段78號9樓之2,核准設立,25.0474115,121.53005870000001,T
92908640,立德工程行,臺北市內湖區康樂街48巷16號,核准設立,25.0690973,121.6175158,T
94913177,聯成空油壓五金行,臺北市大同區華陰街119號1樓,核准設立,25.0500734,121.5165135,T
94917005,清聯鎖印五金行,臺北市南港區中南街72號1樓,核准設立,25.053411399999998,121.61509640000001,T
98905846,祥順工程行,臺北市信義區虎林街120巷143號1樓,核准設立,25.042315,121.57475900000001,T
98917152,翔霖工程行,臺北市北投區吉利街123巷18號2樓,核准設立,25.119147899999998,121.506404,T
99325326,明凰室內裝潢工程行,臺北市文山區興隆路1段119號,核准設立,25.002423,121.54189699999999,T
99333022,大楓城飾品材料行,臺北市大同區延平北路2段60巷11號,核准設立,25.055465899999998,121.51123570000001,T
99345723,瑞鑫五金百貨行,臺北市北投區中和街263號1樓,核准設立,25.140003399999998,121.500588,T
99348714,順太五金行,臺北市萬華區康定路226號,核准設立,25.0380145,121.5016233,T
99644026,億源冷氣工程行,臺北市中山區華陰街24巷1弄3號1樓,核准設立,25.048958499999998,121.5199557,T
99945613,心成水電工程行,臺北市士林區承德路4段315號2樓,核准設立,25.090270999999998,121.518026,T
99948153,良裕工程行,臺北市萬華區中華路2段416巷1號3樓之1,核准設立,25.0278591,121.5052996,T
99956272,大千水電行,臺北市信義區虎林街100巷104號1樓,核准設立,25.0429009,121.574946,T
99966139,祐德玻璃工程行,臺北市中山區民權東路3段75巷2弄9號1樓,核准設立,25.0629892,121.5432631,T
99969451,鉅綸裝潢工程行,臺北市松山區五常街271號1樓,核准設立,25.064411,121.54489299999999,T
99987021,永裕昌鋁門窗工程行,臺北市文山區木新路3段310巷12弄15號1樓,核准設立,24.9820836,121.55744709999999,T
99990378,新響工程行,臺北市大安區復興南路1段107巷5弄19之1號1樓,核准設立,25.0443351,121.54514809999999,T
