,state_code,center,center_lat,center_lon,dist,vil
53,554427025,"(25.071445366903614, 121.61493654190353)",25.07144536690361,121.61493654190352,內湖區,安湖站
54,554827031,"(25.089532801562754, 121.52691843003295)",25.089532801562754,121.52691843003296,士林區,仁勇里
55,553826949,"(25.0443142149149, 121.51997836795375)",25.0443142149149,121.51997836795375,中正區,幸福里
56,552726799,"(24.99457376960226, 121.52962267265384)",24.994573769602262,121.52962267265384,中和區,秀景里
57,554126985,"(25.057879790909254, 121.54731187301724)",25.05787979090925,121.54731187301724,松山區,民生敦化路口
58,555227044,"(25.107620236221898, 121.51022122315769)",25.107620236221894,121.51022122315769,北投區,建民里
59,553626933,"(25.035270497585326, 121.55025993249026)",25.03527049758533,121.55025993249028,大安區,敦安里
60,553826954,"(25.0443142149149, 121.54252423677656)",25.0443142149149,121.54252423677656,大安區,懷生國小
61,554226992,"(25.062401649574042, 121.53886427854778)",25.062401649574042,121.53886427854778,中山區,行仁里
62,552826821,"(24.999095628267042, 121.55419978601721)",24.99909562826704,121.55419978601721,文山區,興得里
63,553826957,"(25.0443142149149, 121.55605175807023)",25.0443142149149,121.55605175807024,大安區,華聲里
64,554126983,"(25.057879790909254, 121.53830353062055)",25.05787979090925,121.53830353062055,中山區,合江街口
65,553726936,"(25.039792356250114, 121.51131510173829)",25.039792356250114,121.51131510173828,中正區,建國里
66,554126980,"(25.057879790909254, 121.5247910170255)",25.05787979090925,121.5247910170255,中山區,華泰飯店
67,553626936,"(25.035270497585326, 121.56379886281114)",25.03527049758533,121.56379886281114,信義區,台北君悅酒店
68,555927050,"(25.139273246875398, 121.5014242527588)",25.1392732468754,121.5014242527588,北投區,中和街
69,554126973,"(25.057879790909254, 121.49326181863707)",25.05787979090925,121.49326181863708,板橋區,新北
70,554326998,"(25.066923508238826, 121.5284051227866)",25.066923508238826,121.5284051227866,中山區,鉞進汽車
71,554226994,"(25.062401649574042, 121.54786965887777)",25.062401649574042,121.54786965887777,松山區,民權敦化路口
72,553426915,"(25.026226780255758, 121.58151138099498)",25.02622678025576,121.58151138099498,信義區,松隆里
73,555727051,"(25.130229529545826, 121.50370701227763)",25.130229529545822,121.50370701227764,北投區,清江里
74,553526913,"(25.030748638920542, 121.51497037426516)",25.030748638920546,121.51497037426516,中正區,龍福里
75,554126981,"(25.057879790909254, 121.52929518822386)",25.05787979090925,121.52929518822386,中山區,中原街口(老人住宅)
76,554126997,"(25.057879790909254, 121.60136192739742)",25.05787979090925,121.60136192739742,南港區,重陽里
77,554326999,"(25.066923508238826, 121.53290642490052)",25.066923508238826,121.53290642490052,中山區,新喜里
78,553526920,"(25.030748638920542, 121.54657550896039)",25.030748638920546,121.5465755089604,大安區,龍雲里
79,554226979,"(25.062401649574042, 121.4803293064029)",25.062401649574042,121.48032930640291,板橋區,新北
80,553126868,"(25.0126612042614, 121.55669235325078)",25.0126612042614,121.5566923532508,大安區,黎元里
81,555327051,"(25.112142094886682, 121.52910671708993)",25.11214209488668,121.52910671708992,士林區,天祿里
82,553626928,"(25.035270497585326, 121.52769504862212)",25.03527049758533,121.52769504862214,中正區,文祥里
83,553626934,"(25.035270497585326, 121.55477290926389)",25.03527049758533,121.55477290926387,大安區,光信里
84,553526908,"(25.030748638920542, 121.49239527805429)",25.030748638920546,121.49239527805427,萬華區,綠堤里
85,554727030,"(25.08501094289797, 121.54742826608256)",25.08501094289797,121.54742826608255,中山區,大直里
86,553826944,"(25.0443142149149, 121.49743249913097)",25.0443142149149,121.49743249913095,三重區,成功里
87,554727024,"(25.08501094289797, 121.52044820394548)",25.08501094289797,121.52044820394548,士林區,前港里
88,554026979,"(25.05335793224447, 121.56275711203601)",25.053357932244467,121.562757112036,松山區,東光里
89,554427017,"(25.071445366903614, 121.578936486684)",25.07144536690361,121.578936486684,內湖區,湖元里
90,553426905,"(25.026226780255758, 121.5363398213431)",25.02622678025576,121.53633982134309,大安區,大安森林公園
91,553726935,"(25.039792356250114, 121.50680407339007)",25.039792356250114,121.50680407339009,萬華區,西寧南路
92,553926969,"(25.048836073579686, 121.56267034994222)",25.048836073579693,121.56267034994222,松山區,吉祥里
93,553426908,"(25.026226780255758, 121.54989128923867)",25.02622678025576,121.54989128923869,大安區,全安里
94,553826955,"(25.0443142149149, 121.5470334105411)",25.0443142149149,121.54703341054109,大安區,光武里
95,553826946,"(25.0443142149149, 121.50645084666009)",25.0443142149149,121.50645084666009,萬華區,萬壽里
96,552526780,"(24.985530052272686, 121.6013537030527)",24.98553005227269,121.60135370305271,深坑區,阿柔里
97,553426896,"(25.026226780255758, 121.49568541765642)",25.02622678025576,121.49568541765642,萬華區,忠德里
98,553726937,"(25.039792356250114, 121.51582613008651)",25.039792356250114,121.51582613008652,中正區,黎明里
99,553926964,"(25.048836073579686, 121.54013328578642)",25.048836073579693,121.54013328578642,中山區,長安龍江路口
100,554126976,"(25.057879790909254, 121.50677433223211)",25.05787979090925,121.50677433223213,大同區,大有里
101,554026973,"(25.05335793224447, 121.53572263983779)",25.053357932244467,121.5357226398378,中山區,大豐汽車
102,553926966,"(25.048836073579686, 121.54914811144874)",25.048836073579693,121.54914811144873,松山區,市立體育場
103,554326993,"(25.066923508238826, 121.50589861221698)",25.066923508238826,121.50589861221698,三重區,機慢車專用道
104,553326902,"(25.02170492159097, 121.58281317927147)",25.021704921590967,121.58281317927148,信義區,六合里
105,553526918,"(25.030748638920542, 121.53754547047603)",25.030748638920546,121.53754547047606,大安區,龍門里
106,553926968,"(25.048836073579686, 121.55816293711106)",25.048836073579693,121.55816293711105,松山區,榮民服務處
107,553426907,"(25.026226780255758, 121.54537413327348)",25.02622678025576,121.54537413327348,大安區,群英里
108,553226873,"(25.017183062926186, 121.51425618573887)",25.017183062926183,121.51425618573887,板橋區,新北
109,554727033,"(25.08501094289797, 121.5609182971511)",25.08501094289797,121.56091829715109,內湖區,西康里
110,554026969,"(25.05335793224447, 121.5176996583723)",25.053357932244467,121.5176996583723,大同區,星明里
111,555127043,"(25.10309837755711, 121.5207774650123)",25.10309837755711,121.5207774650123,士林區,德華里
112,553426914,"(25.026226780255758, 121.5769942250298)",25.02622678025576,121.5769942250298,信義區,六合里
113,554226985,"(25.062401649574042, 121.50734544739284)",25.062401649574042,121.50734544739285,大同區,南芳里
114,553726945,"(25.039792356250114, 121.55191435687223)",25.039792356250114,121.55191435687223,大安區,建倫里
115,553626931,"(25.035270497585326, 121.541233978943)",25.03527049758533,121.541233978943,大安區,和安里
116,554827033,"(25.089532801562754, 121.53590993390289)",25.089532801562754,121.53590993390287,中山區,劍潭里
117,553826953,"(25.0443142149149, 121.538015063012)",25.0443142149149,121.53801506301201,大安區,忠泰美術館
118,555427054,"(25.11666395355147, 121.53250486725192)",25.11666395355147,121.53250486725193,士林區,天福里
119,555127044,"(25.10309837755711, 121.525270994972)",25.10309837755711,121.525270994972,士林區,德行(中山忠誠路口)
120,553926971,"(25.048836073579686, 121.57168517560453)",25.048836073579693,121.57168517560451,信義區,雅祥里
121,553926970,"(25.048836073579686, 121.56717776277338)",25.048836073579693,121.56717776277338,松山區,新聚里
122,553726931,"(25.039792356250114, 121.4887599599972)",25.039792356250114,121.4887599599972,萬華區,柳鄉里
123,552426760,"(24.981008193607902, 121.59331378941881)",24.981008193607906,121.59331378941879,文山區,政大里
124,554927036,"(25.094054660227542, 121.52688070981446)",25.094054660227545,121.52688070981445,士林區,福林里
125,553626935,"(25.035270497585326, 121.55928588603751)",25.03527049758533,121.55928588603751,信義區,西村里
126,553826959,"(25.0443142149149, 121.56507010559935)",25.0443142149149,121.56507010559936,信義區,新仁里
127,552626783,"(24.99005191093747, 121.53472718787661)",24.990051910937467,121.53472718787658,新店區,忠孝里
128,553626929,"(25.035270497585326, 121.53220802539575)",25.03527049758533,121.53220802539578,中正區,三愛里
129,553326885,"(25.02170492159097, 121.50598359748362)",25.021704921590967,121.50598359748362,萬華區,青年公園正門
130,554827029,"(25.089532801562754, 121.51792692616301)",25.089532801562754,121.517926926163,士林區,福港街
131,554527032,"(25.075967225568398, 121.61392987476337)",25.075967225568398,121.61392987476336,內湖區,康寧里
132,553526909,"(25.030748638920542, 121.49691029729647)",25.030748638920546,121.49691029729648,萬華區,雙園里
133,553226876,"(25.017183062926186, 121.52782132494876)",25.017183062926183,121.52782132494877,中正區,林興里
134,554026966,"(25.05335793224447, 121.50418242227317)",25.053357932244467,121.50418242227316,三重區,同慶里
135,555027038,"(25.098576518892326, 121.51584493881298)",25.098576518892326,121.51584493881298,士林區,福佳里
136,553726928,"(25.039792356250114, 121.47522687495255)",25.039792356250114,121.47522687495257,三重區,五谷里
137,553926980,"(25.048836073579686, 121.61225189108497)",25.048836073579693,121.61225189108495,南港區,中南里
138,554627021,"(25.080489084233182, 121.53445127167792)",25.080489084233182,121.53445127167791,中山區,劍潭里
139,554126974,"(25.057879790909254, 121.49776598983541)",25.05787979090925,121.49776598983541,板橋區,新北
140,554327000,"(25.066923508238826, 121.53740772701445)",25.066923508238826,121.53740772701444,中山區,臺北漁市
141,554226988,"(25.062401649574042, 121.52085351788782)",25.062401649574042,121.52085351788782,中山區,集英里
142,554026977,"(25.05335793224447, 121.55374562130326)",25.053357932244467,121.55374562130328,松山區,東勢里
143,553726946,"(25.039792356250114, 121.55642538522045)",25.039792356250114,121.55642538522044,大安區,正聲里
144,554627031,"(25.080489084233182, 121.57942821643364)",25.080489084233182,121.57942821643364,內湖區,港富里
145,554427002,"(25.071445366903614, 121.5114363831474)",25.07144536690361,121.51143638314741,大同區,鄰江里
146,553926961,"(25.048836073579686, 121.52661104729295)",25.048836073579693,121.52661104729296,中山區,正義里
147,552826827,"(24.999095628267042, 121.58139159850779)",24.99909562826704,121.5813915985078,文山區,萬興里
148,553926960,"(25.048836073579686, 121.52210363446179)",25.048836073579693,121.5221036344618,中山區,正得里
149,554326995,"(25.066923508238826, 121.51490121644483)",25.066923508238826,121.51490121644484,大同區,揚雅里
150,553426911,"(25.026226780255758, 121.56344275713423)",25.02622678025576,121.56344275713423,信義區,雙和里
151,553626930,"(25.035270497585326, 121.53672100216937)",25.03527049758533,121.53672100216936,大安區,民炤里
152,554126991,"(25.057879790909254, 121.57433690020733)",25.05787979090925,121.57433690020731,內湖區,湖元里
153,554026990,"(25.05335793224447, 121.6123203110661)",25.053357932244467,121.6123203110661,南港區,中南里
154,554627027,"(25.080489084233182, 121.56143743853136)",25.080489084233182,121.56143743853136,中山區,濱江國中
155,553726939,"(25.039792356250114, 121.52484818678293)",25.039792356250114,121.52484818678292,中正區,東門里
156,555627043,"(25.125707670881038, 121.47039591904317)",25.125707670881038,121.47039591904316,北投區,立功立德路口
157,554627019,"(25.080489084233182, 121.52545588272677)",25.080489084233182,121.52545588272676,中山區,劍潭里
158,553326889,"(25.02170492159097, 121.52406114613959)",25.021704921590967,121.5240611461396,中正區,河堤里
159,553126867,"(25.0126612042614, 121.55216821932618)",25.0126612042614,121.55216821932619,大安區,學府里
160,553626926,"(25.035270497585326, 121.51866909507487)",25.03527049758533,121.51866909507488,中正區,東門里
161,553926967,"(25.048836073579686, 121.5536555242799)",25.048836073579693,121.5536555242799,松山區,美仁里
162,553126864,"(25.0126612042614, 121.53859581755236)",25.0126612042614,121.53859581755236,大安區,學府里
163,553926957,"(25.048836073579686, 121.5085813959683)",25.048836073579693,121.5085813959683,大同區,玉泉里
164,553526906,"(25.030748638920542, 121.48336523956993)",25.030748638920546,121.48336523956993,板橋區,懷翠里
165,554026986,"(25.05335793224447, 121.59429732960062)",25.053357932244467,121.59429732960062,南港區,南港高中
166,553526924,"(25.030748638920542, 121.56463558592908)",25.030748638920546,121.56463558592907,信義區,世貿新城
167,554727027,"(25.08501094289797, 121.53393823501402)",25.08501094289797,121.53393823501402,中山區,劍潭里
168,554226989,"(25.062401649574042, 121.52535620805281)",25.062401649574042,121.52535620805278,中山區,聚葉里
169,554927034,"(25.094054660227542, 121.51789087158024)",25.094054660227545,121.51789087158024,士林區,士林高商
170,554226993,"(25.062401649574042, 121.54336696871277)",25.062401649574042,121.54336696871277,中山區,下埤里
171,554026989,"(25.05335793224447, 121.60781456569973)",25.053357932244467,121.60781456569971,南港區,南港里
172,554927035,"(25.094054660227542, 121.52238579069734)",25.094054660227545,121.52238579069734,士林區,福德里
173,553826952,"(25.0443142149149, 121.53350588924744)",25.0443142149149,121.53350588924744,中正區,光華商場
174,553826960,"(25.0443142149149, 121.5695792793639)",25.0443142149149,121.5695792793639,信義區,敦厚里
175,553126869,"(25.0126612042614, 121.56121648717539)",25.0126612042614,121.5612164871754,大安區,黎和里
176,554126977,"(25.057879790909254, 121.51127850343046)",25.05787979090925,121.51127850343046,大同區,大有里
177,553526921,"(25.030748638920542, 121.55109052820255)",25.030748638920546,121.55109052820258,大安區,義安里
178,554026972,"(25.05335793224447, 121.53121689447141)",25.053357932244467,121.5312168944714,中山區,中吉里
179,555427051,"(25.11666395355147, 121.51902845798168)",25.11666395355147,121.51902845798168,北投區,振華里
180,553826962,"(25.0443142149149, 121.57859762689301)",25.0443142149149,121.578597626893,信義區,永春里
181,553926975,"(25.048836073579686, 121.58971482692917)",25.048836073579693,121.58971482692915,南港區,聯成里
182,555827050,"(25.13475138821061, 121.49907766855335)",25.13475138821061,121.49907766855335,北投區,大同里
183,552526776,"(24.985530052272686, 121.58319103189972)",24.98553005227269,121.58319103189972,文山區,政大學苑
184,553526907,"(25.030748638920542, 121.48788025881211)",25.030748638920546,121.48788025881213,萬華區,華江里
185,554126995,"(25.057879790909254, 121.59235358500072)",25.05787979090925,121.59235358500072,南港區,西新里
186,553326886,"(25.02170492159097, 121.51050298464762)",25.021704921590967,121.51050298464762,永和區,永成里
187,552726800,"(24.99457376960226, 121.53415744467097)",24.994573769602262,121.53415744467094,文山區,景慶里
188,553826947,"(25.0443142149149, 121.51096002042465)",25.0443142149149,121.51096002042463,中正區,百樂大廈
189,553726953,"(25.039792356250114, 121.58800258365797)",25.039792356250114,121.58800258365795,南港區,成福路口
190,554026971,"(25.05335793224447, 121.52671114910504)",25.053357932244467,121.52671114910505,中山區,康樂里
191,555727050,"(25.130229529545826, 121.49921544223484)",25.130229529545822,121.49921544223484,北投區,大同里
192,553726964,"(25.039792356250114, 121.63762389548835)",25.039792356250114,121.63762389548836,汐止區,橫科里
193,553526917,"(25.030748638920542, 121.53303045123386)",25.030748638920546,121.53303045123387,大安區,金華國中
194,554126987,"(25.057879790909254, 121.55632021541393)",25.05787979090925,121.55632021541392,松山區,介壽國中
195,554126989,"(25.057879790909254, 121.56532855781063)",25.05787979090925,121.56532855781064,松山區,富泰里
196,552826822,"(24.999095628267042, 121.55873175476565)",24.99909562826704,121.55873175476565,文山區,興光里
197,553526911,"(25.030748638920542, 121.5059403357808)",25.030748638920546,121.50594033578079,中正區,廈安里
198,554226984,"(25.062401649574042, 121.50284275722785)",25.062401649574042,121.50284275722784,三重區,福德南路
199,552426755,"(24.981008193607902, 121.57059498487678)",24.981008193607906,121.57059498487679,文山區,老泉里
200,553426912,"(25.026226780255758, 121.56795991309941)",25.02622678025576,121.5679599130994,信義區,吳興國小(莊敬)
201,554327020,"(25.066923508238826, 121.62743376929294)",25.066923508238826,121.62743376929295,汐止區,北山里
202,553426903,"(25.026226780255758, 121.52730550941273)",25.02622678025576,121.52730550941273,大安區,師大
203,553426904,"(25.026226780255758, 121.53182266537792)",25.02622678025576,121.53182266537792,大安區,溫州街口
204,554627028,"(25.080489084233182, 121.56593513300693)",25.080489084233182,121.56593513300692,內湖區,基湖路口
205,555527054,"(25.121185812216254, 121.52491179666866)",25.121185812216247,121.52491179666866,北投區,永欣里
206,555127046,"(25.10309837755711, 121.5342580548914)",25.10309837755711,121.53425805489141,士林區,岩山里
207,556727033,"(25.17544811619368, 121.53328986271715)",25.17544811619368,121.53328986271715,北投區,海芋大道
208,552526773,"(24.985530052272686, 121.56956902853499)",24.98553005227269,121.569569028535,文山區,木新里
209,554727041,"(25.08501094289797, 121.59689171333389)",25.08501094289797,121.59689171333387,內湖區,金龍里
210,552126700,"(24.967442617613543, 121.58406799642889)",24.96744261761355,121.58406799642887,文山區,指南里
211,554026981,"(25.05335793224447, 121.57176860276876)",25.053357932244467,121.57176860276877,松山區,新東里
212,554727034,"(25.08501094289797, 121.56541497417395)",25.08501094289797,121.56541497417395,內湖區,西湖國中
213,555127045,"(25.10309837755711, 121.5297645249317)",25.10309837755711,121.5297645249317,士林區,名山里
214,554327011,"(25.066923508238826, 121.58692205026762)",25.066923508238826,121.58692205026762,內湖區,湖元里
215,553726950,"(25.039792356250114, 121.57446949861333)",25.039792356250114,121.57446949861333,信義區,廣居里
216,553726956,"(25.039792356250114, 121.60153566870262)",25.039792356250114,121.60153566870262,南港區,中南里
217,553626919,"(25.035270497585326, 121.48707825765948)",25.03527049758533,121.48707825765949,萬華區,華江里
218,555227048,"(25.107620236221898, 121.52819311706929)",25.107620236221894,121.52819311706928,士林區,忠義新城
219,555227047,"(25.107620236221898, 121.52370014359138)",25.107620236221894,121.52370014359137,士林區,蘭興里
220,554126982,"(25.057879790909254, 121.5337993594222)",25.05787979090925,121.5337993594222,中山區,捷運行天宮站
221,554627032,"(25.080489084233182, 121.58392591090922)",25.080489084233182,121.58392591090922,內湖區,碧湖
222,551726604,"(24.949355182954402, 121.53348987032935)",24.9493551829544,121.53348987032936,新店區,太平里
223,554326992,"(25.066923508238826, 121.50139731010306)",25.066923508238826,121.50139731010306,板橋區,新北
224,553426913,"(25.026226780255758, 121.5724770690646)",25.02622678025576,121.5724770690646,信義區,六合里
225,553726949,"(25.039792356250114, 121.5699584702651)",25.039792356250114,121.5699584702651,信義區,廣居里
226,553326898,"(25.02170492159097, 121.5647356306155)",25.021704921590967,121.5647356306155,信義區,惠安里
227,553126865,"(25.0126612042614, 121.54311995147697)",25.0126612042614,121.54311995147695,大安區,學府里
228,553726941,"(25.039792356250114, 121.53387024347937)",25.039792356250114,121.53387024347937,大安區,民輝里
229,553926977,"(25.048836073579686, 121.59872965259149)",25.048836073579693,121.59872965259147,南港區,新光里
230,553626922,"(25.035270497585326, 121.50061718798035)",25.03527049758533,121.50061718798037,萬華區,捷運龍山寺站
231,553326891,"(25.02170492159097, 121.53309992046756)",25.021704921590967,121.53309992046756,大安區,大學里
232,554226995,"(25.062401649574042, 121.55237234904276)",25.062401649574042,121.55237234904276,松山區,精忠里
233,554527028,"(25.075967225568398, 121.59593465717346)",25.075967225568398,121.59593465717346,內湖區,紫雲里
234,553526905,"(25.030748638920542, 121.47885022032776)",25.030748638920546,121.47885022032776,板橋區,新北
235,554226991,"(25.062401649574042, 121.5343615883828)",25.062401649574042,121.5343615883828,中山區,松江里
236,553526930,"(25.030748638920542, 121.59172570138213)",25.030748638920546,121.59172570138212,信義區,中行里
237,553626923,"(25.035270497585326, 121.50513016475398)",25.03527049758533,121.505130164754,萬華區,富福里
238,554226983,"(25.062401649574042, 121.49834006706286)",25.062401649574042,121.49834006706286,三重區,天台廣場
239,555927053,"(25.139273246875398, 121.51489920785235)",25.1392732468754,121.51489920785237,北投區,林泉里
240,554026965,"(25.05335793224447, 121.4996766769068)",25.053357932244467,121.4996766769068,三重區,同安里
241,553626941,"(25.035270497585326, 121.58636374667927)",25.03527049758533,121.58636374667928,信義區,中行里
242,553926956,"(25.048836073579686, 121.50407398313715)",25.048836073579693,121.50407398313715,萬華區,福星里
243,553326897,"(25.02170492159097, 121.56021624345152)",25.021704921590967,121.56021624345152,信義區,黎忠里
244,553926965,"(25.048836073579686, 121.54464069861758)",25.048836073579693,121.54464069861757,松山區,臺安醫院
245,554627037,"(25.080489084233182, 121.60641438328707)",25.080489084233182,121.60641438328709,內湖區,秀湖里
246,555327049,"(25.112142094886682, 121.52012169912663)",25.11214209488668,121.52012169912665,北投區,裕民里
247,553826943,"(25.0443142149149, 121.49292332536642)",25.0443142149149,121.49292332536642,三重區,成功里
248,553326888,"(25.02170492159097, 121.51954175897559)",25.021704921590967,121.5195417589756,中正區,網溪里
249,553426900,"(25.026226780255758, 121.51375404151717)",25.02622678025576,121.51375404151716,中正區,泉州街口
250,554327021,"(25.066923508238826, 121.63193507140686)",25.066923508238826,121.63193507140686,板橋區,新北
251,553626927,"(25.035270497585326, 121.5231820718485)",25.03527049758533,121.52318207184851,中正區,信義杭州路口
252,554126979,"(25.057879790909254, 121.52028684582716)",25.05787979090925,121.52028684582716,大同區,雙連里
253,554126986,"(25.057879790909254, 121.55181604421558)",25.05787979090925,121.55181604421558,松山區,公教住宅
254,553326893,"(25.02170492159097, 121.54213869479555)",25.021704921590967,121.54213869479557,大安區,龍淵里
255,553826966,"(25.0443142149149, 121.59663432195124)",25.0443142149149,121.59663432195124,南港區,新光里
256,554627025,"(25.080489084233182, 121.55244204958021)",25.080489084233182,121.55244204958021,中山區,明水路口
257,554627034,"(25.080489084233182, 121.59292129986036)",25.080489084233182,121.59292129986036,內湖區,紫星里
258,554827030,"(25.089532801562754, 121.52242267809798)",25.089532801562754,121.522422678098,士林區,大南路口
259,553226871,"(25.017183062926186, 121.50521275959893)",25.017183062926183,121.50521275959892,永和區,忠義里
260,553426893,"(25.026226780255758, 121.48213394976086)",25.02622678025576,121.48213394976085,板橋區,新北
261,553626944,"(25.035270497585326, 121.59990267700016)",25.03527049758533,121.59990267700016,南港區,Unnamed Road
262,552726805,"(24.99457376960226, 121.55683130475653)",24.994573769602262,121.55683130475651,文山區,興得里
263,553526922,"(25.030748638920542, 121.55560554744473)",25.030748638920546,121.55560554744473,大安區,通化里
264,553326896,"(25.02170492159097, 121.55569685628753)",25.021704921590967,121.55569685628751,信義區,黎平里
265,554026980,"(25.05335793224447, 121.56726285740238)",25.053357932244467,121.56726285740238,松山區,安平里
266,553526910,"(25.030748638920542, 121.50142531653863)",25.030748638920546,121.50142531653864,萬華區,頂碩里
267,553726938,"(25.039792356250114, 121.52033715843471)",25.039792356250114,121.52033715843471,中正區,東門里
268,553326892,"(25.02170492159097, 121.53761930763156)",25.021704921590967,121.53761930763157,大安區,學府里
269,553426901,"(25.026226780255758, 121.51827119748236)",25.02622678025576,121.51827119748236,中正區,和平西路一段
270,554827026,"(25.089532801562754, 121.50443967035812)",25.089532801562754,121.50443967035812,士林區,社新里
