name,shopType,district,status,address,lat,lon,number,state_code
鴻祥汽車材料行,hardware,中山區,核准設立,八德路2段195號,25.0465936,121.53898240000001,48901063,553926959
煥新工程行,hardware,士林區,核准設立,延平北路7段9號1樓,25.094496,121.4961851,48922644,554927030
亨佳工程行,hardware,北投區,核准設立,公館路340巷6號,25.1237405,121.5049547,48936400,555627050
信發水電材料行,hardware,文山區,核准設立,興隆路1段289號,24.9988538,121.54459569999999,48947173,552826818
上慶五金百貨商行,hardware,北投區,核准設立,石牌路1段166巷131號,25.111526,121.51578889999999,48960323,555327048
勝昌五金行,hardware,萬華區,核准設立,環河南路1段154號,25.0468522,121.5038772,48962080,553926951
麗顏工程企業社,hardware,信義區,核准設立,莊敬路390號4樓,25.027359,121.565463,48963861,553426915
勝利五金行,hardware,萬華區,核准設立,環河南路1段224、226號,25.046280399999997,121.5032423,48964593,553826950
慶燁工程行,hardware,萬華區,核准設立,寶興街210巷22號,25.022835,121.495106,48964881,553326886
統來機電五金行,hardware,萬華區,核准設立,環河南路1段2號公有河濱一商場1號攤位,25.034101899999996,121.493284,48977289,553626917
家禾汽車材料行,hardware,北投區,核准設立,文林北路68號,25.105114999999998,121.51836200000001,48979890,555127044
日晟軸承五金商行,hardware,大同區,核准設立,歸綏街50號,25.059167000000002,121.5173291,48995126,554126981
玄皇工程行,hardware,文山區,核准設立,興隆路3段192巷8弄42號,24.998006600000004,121.55741880000001,48999214,552826818
勁勇建材五金行,hardware,南港區,核准設立,重陽路10號,25.0592888,121.61027309999999,49896567,554127002
廷固工程行,hardware,文山區,核准設立,辛亥路7段11、12號,24.9870599,121.552799,50647460,552526775
松陽汽車材料行,hardware,大同區,核准設立,赤峰街53巷6號1樓,25.056145,121.5198881,73885040,554126975
龍太五金行,hardware,南港區,核准設立,八德路4段901號1樓,25.0510333,121.58099240000001,73891134,553926978
宏伸水電工程行,hardware,內湖區,核准設立,內湖路1段411巷9弄4號1樓,25.0821593,121.5713842,73892231,554627032
家豪五金機械行,hardware,士林區,核准設立,社正路64巷1弄9號1樓,25.0887212,121.5113307,73910630,554827027
澤遠工程行,hardware,大同區,核准設立,哈密街59巷21弄19之1號1樓,25.074662300000004,121.5158122,73917802,554527008
鴻祥水電空調工程行,hardware,文山區,核准設立,木柵路2段109巷79號,24.991409100000002,121.5641088,77483258,552626795
宏欣廣告工程行,hardware,大同區,核准設立,環河北路1段69號1樓,25.052676,121.507461,77515408,554026965
新明達五金商行,hardware,松山區,核准設立,八德路4段503號1樓,25.050030399999997,121.571757,78330718,553926974
東信五金行,hardware,中正區,核准設立,延平南路266號1樓,25.0325891,121.50731470000001,78369500,553526916
禾稑工程行,hardware,內湖區,核准設立,新明路498巷14弄10號,25.053863600000003,121.57758829999999,80985059,554026983
龍礄螺絲五金行,hardware,萬華區,核准設立,環河南路1段6號1樓,25.0485826,121.5059761,80987248,553926956
中二水電行,hardware,大安區,核准設立,忠孝東路3段251巷9弄14號,25.0432429,121.54233020000001,80991550,553826951
信得立工程行,hardware,南港區,核准設立,舊莊街1段145巷6弄35號1樓,25.039544,121.6220525,80993678,553726960
協聲水電行,hardware,士林區,核准設立,中山北路7段190巷6號1樓,25.1248835,121.5331996,80995541,555627057
啟明水電工程行,hardware,中正區,核准設立,南海路101號5樓之1,25.0280974,121.50785259999998,81606921,553426904
國新水電行,hardware,文山區,核准設立,木新路2段161巷2號,24.983807000000002,121.568781,81618237,552526766
旺旺五金行,hardware,內湖區,核准設立,內湖路1段737巷51弄2號1樓,25.0805835,121.5792273,81646753,554627031
坤松汽車材料百貨行,hardware,文山區,核准設立,興隆路2段218之1號1樓,25.0014109,121.55255530000001,81672294,552926829
佳晉水電材料行,hardware,南港區,核准設立,南港路1段79號1樓,25.055106,121.6155006,81714442,554026994
佳欣工具行,hardware,士林區,核准設立,葫蘆街35號1樓,25.080055899999998,121.50960740000001,81731548,554627015
協億水電行,hardware,萬華區,核准設立,和平西路3段174之4號,25.0351735,121.4977767,81763999,553626921
吉成衛生清潔工程行,hardware,萬華區,核准設立,國興路1巷2之2號,25.024226199999998,121.50881799999999,81779710,553426893
進鑫電機五金行,hardware,萬華區,核准設立,環河南路1段36號1樓,25.0481076,121.5054348,81781716,553926955
錦勝水電材料行,hardware,大同區,核准設立,延平北路2段144巷7號1樓,25.057716,121.511164,83907043,554126977
上大五金水電材料行,hardware,士林區,核准設立,文林路755號1樓,25.103224100000002,121.51938999999999,83910737,555127043
英洲工程行,hardware,松山區,核准設立,光復南路6巷47號1樓,25.047586199999998,121.55654709999999,83917675,553926965
山鋒五金行,hardware,內湖區,核准設立,新明路183號1樓,25.058608,121.588652,83931070,554126996
日進水電行,hardware,中山區,核准設立,新生北路1段78號9樓之2,25.0474115,121.53005870000001,83947559,553926959
立德工程行,hardware,內湖區,核准設立,康樂街48巷16號,25.0690973,121.6175158,92908640,554327022
聯成空油壓五金行,hardware,大同區,核准設立,華陰街119號1樓,25.0500734,121.5165135,94913177,553926962
清聯鎖印五金行,hardware,南港區,核准設立,中南街72號1樓,25.053411399999998,121.61509640000001,94917005,554026991
祥順工程行,hardware,信義區,核准設立,虎林街120巷143號1樓,25.042315,121.57475900000001,98905846,553826956
翔霖工程行,hardware,北投區,核准設立,吉利街123巷18號2樓,25.119147899999998,121.506404,98917152,555527049
明凰室內裝潢工程行,hardware,文山區,核准設立,興隆路1段119號,25.002423,121.54189699999999,99325326,552926830
大楓城飾品材料行,hardware,大同區,核准設立,延平北路2段60巷11號,25.055465899999998,121.51123570000001,99333022,554026972
瑞鑫五金百貨行,hardware,北投區,核准設立,中和街263號1樓,25.140003399999998,121.500588,99345723,555927050
順太五金行,hardware,萬華區,核准設立,康定路226號,25.0380145,121.5016233,99348714,553726929
億源冷氣工程行,hardware,中山區,核准設立,華陰街24巷1弄3號1樓,25.048958499999998,121.5199557,99644026,553926960
心成水電工程行,hardware,士林區,核准設立,承德路4段315號2樓,25.090270999999998,121.518026,99945613,554827030
良裕工程行,hardware,萬華區,核准設立,中華路2段416巷1號3樓之1,25.0278591,121.5052996,99948153,553426903
大千水電行,hardware,信義區,核准設立,虎林街100巷104號1樓,25.0429009,121.574946,99956272,553826958
祐德玻璃工程行,hardware,中山區,核准設立,民權東路3段75巷2弄9號1樓,25.0629892,121.5432631,99966139,554226994
鉅綸裝潢工程行,hardware,松山區,核准設立,五常街271號1樓,25.064411,121.54489299999999,99969451,554226997
永裕昌鋁門窗工程行,hardware,文山區,核准設立,木新路3段310巷12弄15號1樓,24.9820836,121.55744709999999,99987021,552426756
新響工程行,hardware,大安區,核准設立,復興南路1段107巷5弄19之1號1樓,25.0443351,121.54514809999999,99990378,553826955
