companyName,storeNumber,storeName,address,lat,lon,state_code
統一超商,89388785,台北巿第三０七分公司,南京東路四段五十一之二號一樓,25.051892,121.551026,554026973
來來超商,97164984,第二五七分公司,文山區保儀路１００號１樓,24.9867229,121.56811100000002,552526777
全家便利商店,84306244,協和分公司,信義區中坡南路38號1樓,25.042819100000006,121.5833667,553826959
統一超商,51568766,台北市第八九六分公司,內湖區基湖路35巷13號1樓,25.0798132,121.5655037,554627027
統一超商,54386868,台北市第七六四分公司,中山區南京東路3段21號1樓,25.0523129,121.537779,554026971
全家便利商店,28436722,大孝分公司,中正區愛國東路112號1樓．2樓,25.0326488,121.5213509,553526920
全家便利商店,28438209,復林分公司,中正區正義里林森北路149號-1．149-2號1樓,25.051499,121.52538,554026967
全家便利商店,53019680,華港分公司,士林區大南路231號、233號,25.0883797,121.5209372,554827028
全家便利商店,54392427,台北市第五三二分公司,中山區農安街160號,25.0645895,121.53399070000002,554226995
萊爾富國際,27249433,第２５９７分公司,南港區東明里南港路２段２、４號１樓,25.0543817,121.6060771,554026991
萊爾富國際,53670020,第四0八二分公司,萬華區孝德里德昌街241號2453號245號1樓,25.0227662,121.4931087,553326885
統一超商,24803845,台北市第八五六分公司,北投區公館路259號1樓,25.1254092,121.5081946,555627051
統一超商,27235732,台北市第五十三分公司,中山區中山北路三段二十三之六號一樓,25.0648609,121.5227217,554326993
統一超商,53654020,台北市第八二八分公司,士林區延平路6段122、124號1樓,25.0885705,121.5037518,554827025
統一超商,53654339,台北市第八二九分公司,大安區羅斯福路3段245號1樓,25.019332,121.529996,553226883
統一超商,84250804,台北市第二三六分公司,大同區重慶北路三段309、311號1樓,25.0714112,121.5135838,554427002
來來超商,53026633,第四五八分公司,北投區石牌路1段166巷97號1樓,25.1122899,121.51520390000002,555327048
萊爾富國際,70786910,北市雙連分公司,中山區民生西路六二號一樓,25.0575608,121.5209315,554126978
萊爾富國際,86324979,民生分公司,中山區民生西路２號１樓,25.0577564,121.5224387,554126979
統一超商,27937157,台北市第五二五分公司,中山區松江路２０８號１樓,25.0578442,121.5329186,554126982
統一超商,28411551,台北市第六三四分公司,大安區忠孝東路4段223巷42號,25.0435977,121.5530755,553826955
統一超商,53010040,台北市第十一分公司,大安區信義路4段74號1樓,25.0330759,121.5464175,553626926
全家便利商店,28422473,福泰分公司,中山區中山里民生東路1段36號1樓,25.0578748,121.52426409999998,554126980
全家便利商店,28423249,芝玉分公司,士林區東山里士東路266巷5弄16號1樓,25.112386,121.537499,555327053
全家便利商店,28991684,玉林分公司,中山區民生東路1段27巷15號及17號,25.058693,121.525146,554126982
全家便利商店,53666861,濟南二分公司,大安區濟南路3段7號,25.0402711,121.5336386,553726942
全家便利商店,80327865,福林分公司,士林區福林里中正路233號、233之1號1樓,25.095192,121.526012,554927037
統一超商,27932131,台北市第六０七分公司,萬華區忠德里東園街28巷56、58號1樓,25.026133,121.494375,553426895
統一超商,54386207,台北市第七六三分公司,內湖區環山路1段70號1樓,25.086539,121.566875,554727036
統一超商,84896972,台北巿第２９６分公司,基隆路一段１４５號１樓,25.0427826,121.5656683,553826955
統一超商,89405715,台北巿第３３６分公司,北投區明德路87、89號1樓,25.108965,121.5187404,555227047
統一超商,97163367,台北巿第１２３分公司,士林區忠義街121號1樓,25.1076796,121.5327971,555227049
來來超商,70801187,第六五三分公司,中正區和平西路２段７０巷１５弄３號１樓,25.0282005,121.5114015,553426905
全家便利商店,23167419,光復南路分公司,信義區光復南路447之2號1樓,25.0351746,121.557668,553626934
全家便利商店,54386852,台北市第五二七分公司,中正區八德路1段43巷2號,25.0443907,121.5315762,553826952
統一超商,27925080,台北市第五七五分公司,松山區健康路11號1樓,25.053224,121.552453,554026976
統一超商,28989245,台北市第六九○分公司,萬華區武昌街2段57號1樓,25.0447812,121.5072107,553826947
統一超商,51235178,台北市第八八一分公司,士林區基河路368、370號1樓,25.0948165,121.5185817,554927035
統一超商,70781014,台北市第八十三分公司,南港區成福里東新街118巷1、3號1樓,25.0464662,121.5883894,553826969
統一超商,84895312,台北市第二九０分公司,中山區農安街一七八號一樓,25.0645483,121.5348399,554226995
全家便利商店,28414678,復昌分公司,信義區中興里光復南路505號、507號、文昌街329號1樓,25.032119,121.5575139,553526926
全家便利商店,70814633,東華分公司,北投區永明里東華街2段88號1樓,25.1177554,121.5136273,555427050
全家便利商店,97169670,景中分公司,文山區景中街5號，7號1樓,24.9930331,121.541778,552726796
統一超商,1846195,台北市第一七０分公司,士林區文林路一六九號一樓,25.0895031,121.5267905,554827031
統一超商,28419435,台北市第六一一分公司,中正區黎明里忠孝西路1段33、35號1樓,25.0461178,121.5187655,553826953
統一超商,28429399,台北市第六五五分公司,大安區忠孝東路3段217巷1弄2號1樓,25.042463,121.539593,553826949
統一超商,51085234,台北市第八七六分公司,松山區南京東路5段16號1樓,25.0513242,121.5588287,554026974
統一超商,53026508,台北市第八０八分公司,信義區基隆路1段398號1樓,25.0342889,121.5600266,553626933
來來超商,96972312,第二二０分公司,士林區中山北路６段１９３號１樓,25.1078503,121.524936,555227047
全家便利商店,51012198,台北市第五七五分公司,大安區永康里信義路2段104號1樓,25.0338012,121.527533,553626924
萊爾富國際,27244296,第２８６０分公司,中山區德惠街一０九號一樓,25.0668195,121.5250239,554326997
統一超商,24793516,台北市第七八八分公司,松山區八德路2段366巷7號1樓,25.0477652,121.5460902,553926963
統一超商,97165436,台北巿第１４４分公司,士林區格致路57號1樓,25.1379005,121.5464069,555927060
來來超商,27250944,第八五九分公司,松山區撫遠街３８２號１樓,25.0644396,121.5655526,554227002
全家便利商店,70813347,葫蘆分公司,士林區葫蘆里延平北路5段283之1號1樓,25.0855563,121.5094953,554727022
全家便利商店,80342818,萬年分公司,萬華區西門里西寧南路155號1樓,25.043519600000003,121.5063305,553826944
全家便利商店,86381746,豐禾分公司,松山區民生東路三段130巷5弄2號1樓,25.056917,121.546335,554126983
萊爾富國際,53019513,第三九五八分公司,內湖區康樂里安泰街26號28號1樓,25.0740793,121.6176432,554527030
萊爾富國際,80341418,北市文福分公司,文山區景慶里景福街二三０巷二號一樓,24.9963098,121.5360159,552726807
統一超商,28438377,台北市第六六五分公司,中正區信陽街2-1號1樓,25.0445865,121.5167517,553826949
統一超商,80032519,台北市第二０一分公司,士林區陽明里格致路二十八號,25.1369054,121.5464903,555827060
來來超商,24807770,第一二二七分公司,文山區興隆路4段72之2號、74巷2號、74巷4號1樓,24.9884079,121.558328,552626782
全家便利商店,28422488,漢中分公司,萬華區新起里漢中街139號1樓,25.041701,121.507356,553726940
全家便利商店,53013546,金門分公司,中正區汀州路2段216號1樓,25.0223276,121.523826,553326891
全家便利商店,53670458,鑫順分公司,文山區忠順街2段16號、18號,24.9845843,121.56265390000002,552526768
全家便利商店,53678590,台北市第五0一分公司,中山區復興北路514巷35號、37號,25.066063,121.5426951,554327000
萊爾富國際,28973193,第三六二九分公司,南港區舊莊里舊莊街1段212巷2號1樓,25.038283,121.6223631,553726957
統一超商,51532000,台北市第九O二分公司,大安區羅斯福路三段193號1樓,25.0210652,121.5281383,553326888
統一超商,53025775,台北市第八0五分公司,中山區中山北路2段11巷1、3號1樓,25.0595479,121.5241784,554126983
統一超商,53660374,台北市第八四八分公司,大安區忠孝東路4段205巷7弄5號1樓,25.04216,121.55220020000002,553826951
統一超商,97179614,台北巿第３０８分公司,北投區致遠二路149號1樓,25.1174236,121.51298529999998,555427050
來來超商,70747179,第四三０分公司,文山區木新路２段２４２號１樓,24.983348,121.5666065,552526764
全家便利商店,23928234,龍江分公司,龍江路９３號,25.0513322,121.5405505,554026970
全家便利商店,23929509,敦仁分公司,仁愛路四段１５１巷３７號１樓,25.0405902,121.5519816,553726947
萊爾富國際,53676811,第四0九二分公司,南港區西新里南港路3段8號1樓、10號1樓,25.0540209,121.592243,554026987
統一超商,22555284,臺北市第１分公司,中山北路六段１５０號１樓,25.1063689,121.5250808,555227046
統一超商,23361997,台北巿第８３分公司,延吉街１３１巷十九、二十一號１樓,25.0427009,121.5554337,553826953
統一超商,54388752,台北市第七七一分公司,信義區虎林街222巷7、9號1樓,25.037183,121.577097,553626944
來來超商,70819742,第七一一分公司,信義區信安街１４９號１樓,25.0229689,121.555534,553326900
全家便利商店,24801115,台北市第五五三分公司,中正區館前路36號1樓,25.0444838,121.5148784,553826948
全家便利商店,28422446,國順分公司,大同區國順里延平北路3段118號1樓,25.0673454,121.5107976,554326995
全家便利商店,54397035,台北市第五三七分公司,中山區新生北路1段116號、118號,25.0505894,121.527773,553926965
萊爾富國際,54398148,第四二三二分公司,大同區承德路3段284、286號1樓,25.0738888,121.5193528,554527008
統一超商,16089732,台北巿第３５２分公司,中山區復興北路１６４號１樓,25.053477,121.543845,554026975
統一超商,28415199,台北市第六四八分公司,信義區松山路455號,25.039796300000006,121.5780166,553726951
