typeofcase,date,time,location,area,address,lat,lon,state_code
自行車竊盜,1060518,04~06,至聖里承德路3段214巷1 ~ 30號,大同區,大同區至聖里承德路3段214巷1號,25.070475,121.51878300000001,554427002
自行車竊盜,1060518,07~09,康寧路3段189巷11弄1 ~ 30號,內湖區,內湖區康寧路3段189巷11弄1號,25.0703632,121.61241480000001,554427023
自行車竊盜,1060521,07~09,雅祥里基隆路1段1 ~ 30號,信義區,信義區雅祥里基隆路1段1號,25.0500914,121.57001340000001,553926973
自行車竊盜,1060522,04~06,芝山里德行東路301 ~ 330號,士林區,士林區芝山里德行東路301號,25.1102956,121.5368425,555327052
自行車竊盜,1060522,13~15,南門里廣州街8巷口（南門國中旁）,中正區,中正區南門里廣州街8巷口（南門國中旁）,25.0348844,121.5081615,553626923
自行車竊盜,1060526,10~12,福興里自強街5段1 ~ 30號,北投區,北投區福興里自強街5段1號,25.110165600000002,121.51241909999999,555327046
自行車竊盜,1060526,16~18,文北里杭州南路1段71巷1 ~ 30號,中正區,中正區文北里杭州南路1段71巷1號,25.0396762,121.5257156,553726939
自行車竊盜,1060527,16~18,內湖路一段571 ~ 600號,內湖區,內湖區內湖路一段571號,25.0810536,121.57261969999999,554627030
自行車竊盜,1060530,10~12,關渡里大度路3段301巷121 ~ 150號,北投區,北投區關渡里大度路3段301巷121號,25.1201819,121.4658426,555527041
自行車竊盜,1060604,13~15,華聲里光復南路211 ~ 240號,大安區,大安區華聲里光復南路211號,25.0469704,121.5579225,553926964
自行車竊盜,1060605,13~15,成功路2段301 ~ 330號,內湖區,內湖區成功路2段301號,25.0670283,121.5905759,554327012
自行車竊盜,1060605,22~24,永吉里松隆路松山路口旁廣場,信義區,信義區永吉里松隆路松山路口旁廣場,25.04814,121.578869,553926971
自行車竊盜,1060607,13~15,龍生里建國南路2段211 ~ 240號,大安區,大安區龍生里建國南路2段211號,25.0333031,121.5358442,553626925
自行車竊盜,1060608,19~21,群賢里復興南路2段捷運科技大樓站外人行道,大安區,大安區群賢里復興南路2段捷運科技大樓站外人行道,25.026225699999998,121.543466,553426907
自行車竊盜,1060609,10~12,中央里中央北路1段61 ~ 90號,北投區,北投區中央里中央北路1段61號,25.134206699999996,121.50040959999998,555827050
自行車竊盜,1060610,10~12,景興街201巷12弄1 ~ 30號,文山區,文山區景興街201巷12弄1號,24.9917119,121.54404469999999,552626791
自行車竊盜,1060610,13~15,中央里中央南路1段91 ~ 120號,北投區,北投區中央里中央南路1段91號,25.1330116,121.5016154,555827051
自行車竊盜,1060611,07~09,群賢里四維路228巷211 ~ 240號,大安區,大安區群賢里四維路228巷211號,25.0255266,121.5473258,553426905
自行車竊盜,1060619,07~09,萬有里景興路10巷1 ~ 30號,文山區,文山區萬有里景興路10巷1號,24.99790530000001,121.544344,552826815
自行車竊盜,1060620,07~09,樟文里002鄰忠順街1段26巷26弄1 ~ 30號,文山區,文山區樟文里002鄰忠順街1段26巷26弄1號,24.9847799,121.56208400000001,552526768
自行車竊盜,1060621,04~06,東園街121 ~ 150號,萬華區,萬華區東園街121號,25.0251135,121.4969943,553426893
自行車竊盜,1060622,07~09,舊莊里舊莊街1段290巷31 ~ 60號,南港區,南港區舊莊里舊莊街1段290巷31號,25.0370911,121.62401709999999,553626954
自行車竊盜,1060623,01~03,大同里光明路1 ~ 30號,北投區,北投區大同里光明路1號,25.131841,121.49863300000001,555727050
自行車竊盜,1060623,13~15,德安里敦化南路1段331 ~ 360號,大安區,大安區德安里敦化南路1段331號,25.0330358,121.54921809999999,553626927
自行車竊盜,1060624,10~12,四育里虎林街30巷1 ~ 30號,信義區,信義區四育里虎林街30巷1號,25.047818,121.576067,553926970
自行車竊盜,1060624,10~12,五常里永吉路225巷32弄1 ~ 30號,信義區,信義區五常里永吉路225巷32弄1號,25.046961800000002,121.57424640000002,553926967
自行車竊盜,1060625,01~03,群賢里和平東路3段1 ~ 30號,大安區,大安區群賢里和平東路3段1號,25.0249305,121.54679840000001,553426904
自行車竊盜,1060625,10~12,福興里自強街1 ~ 30號,北投區,北投區福興里自強街1號,25.110079199999998,121.5127828,555327046
自行車竊盜,1060625,10~12,八仙里承德路7段361 ~ 390號,北投區,北投區八仙里承德路7段361號,25.118019699999998,121.50324450000001,555427048
自行車竊盜,1060625,10~12,安東街16巷1 ~ 30號,中山區,中山區安東街16巷1號,25.04550960000001,121.5420989,553826957
自行車竊盜,1060625,16~18,大同里光明路1 ~ 30號,北投區,北投區大同里光明路1號,25.131841,121.49863300000001,555727050
自行車竊盜,1060625,16~18,寧夏路91 ~ 120號,大同區,大同區寧夏路91號,25.0594258,121.5150007,554126981
自行車竊盜,1060625,19~21,新生北路1段31 ~ 60號,中山區,中山區新生北路1段31號,25.0472733,121.5310045,553926958
自行車竊盜,1060627,13~15,南京東路5段251巷46弄1 ~ 30號,松山區,松山區南京東路5段251巷46弄1號,25.0533012,121.56468980000001,554026979
自行車竊盜,1060629,01~03,朝陽里重慶北路2段16巷1 ~ 30號,大同區,大同區朝陽里重慶北路2段16巷1號,25.054576,121.51408799999999,554026971
自行車竊盜,1060629,01~03,蘭興里文林路661巷39弄1 ~ 30號,士林區,士林區蘭興里文林路661巷39弄1號,25.1002368,121.52147790000001,555027041
自行車竊盜,1060629,04~06,和平西路3段91 ~ 120號,萬華區,萬華區和平西路3段91號,25.0354466,121.50094750000001,553626923
自行車竊盜,1060629,16~18,莒光路121 ~ 150號,萬華區,萬華區莒光路121號,25.031087799999998,121.5038581,553526911
自行車竊盜,1060629,22~24,新富里富康街1巷16弄,南港區,南港區新富里富康街1巷16弄,25.0536829,121.6179828,554026992
自行車竊盜,1060701,10~12,興業里興隆路2段121 ~ 150號,文山區,文山區興業里興隆路2段121號,24.999805300000002,121.5478442,552826822
自行車竊盜,1060702,01~03,龍圖里瑞安街208巷11弄1 ~ 30號,大安區,大安區龍圖里瑞安街208巷11弄1號,25.0286424,121.5406953,553526913
自行車竊盜,1060702,16~18,尊賢里尊賢街230巷1 ~ 30號,北投區,北投區尊賢里尊賢街230巷1號,25.1164205,121.5083683,555427049
自行車竊盜,1060703,04~06,龍生里和平東路2段151 ~ 180號,大安區,大安區龍生里和平東路2段151號,25.0250007,121.54155729999998,553426903
自行車竊盜,1060704,07~09,幸市里忠孝東2段與新生南1段口(忠孝新生1 ~ 30號,中正區,中正區幸市里忠孝東2段與新生南1段口(忠孝新生1號,25.042025199999998,121.53265590000001,553726946
自行車竊盜,1060704,16~18,幸市里忠孝東路二段、新生南路一段口(忠孝新生1 ~ 30號出口,中正區,中正區幸市里忠孝東路二段、新生南路一段口(忠孝新生1號,25.042025199999998,121.53265590000001,553726946
自行車竊盜,1060705,10~12,學府里羅斯福路4段1 ~ 30號,大安區,大安區學府里羅斯福路4段1號,25.0159129,121.532802,553226873
自行車竊盜,1060705,10~12,建國里捷運西門站1 ~ 30號出口,中正區,中正區建國里捷運西門站1號,25.0419242,121.5080936,553726941
自行車竊盜,1060705,19~21,萬祥里羅斯福路5段269巷口,文山區,文山區萬祥里羅斯福路5段269巷口,25.001201000000002,121.53949899999999,552826825
自行車竊盜,1060707,16~18,環河南路2段148巷1 ~ 30號,萬華區,萬華區環河南路2段148巷1號,25.035970300000002,121.494576,553626922
自行車竊盜,1060708,10~12,敦化北路222巷,松山區,松山區敦化北路222巷,25.0594312,121.5479162,554126988
自行車竊盜,1060708,10~12,松江路301 ~ 330號,中山區,中山區松江路301號,25.0611915,121.5334002,554226988
自行車竊盜,1060708,19~21,開封街2段61 ~ 90號,萬華區,萬華區開封街2段61號,25.046541199999997,121.506808,553826951
自行車竊盜,1060710,07~09,福德里中正路391 ~ 420號,士林區,士林區福德里中正路391號,25.094047,121.52143500000001,554927035
自行車竊盜,1060710,13~15,民權里民權西路121 ~ 150號,大同區,大同區民權里民權西路121號,25.0631052,121.51746100000001,554226989
自行車竊盜,1060712,10~12,龍坡里溫州街18巷1 ~ 30號,大安區,大安區龍坡里溫州街18巷1號,25.024784,121.533217,553426900
自行車竊盜,1060712,10~12,景行里景興路181 ~ 210號,文山區,文山區景行里景興路181號,24.9927645,121.54443290000002,552726795
自行車竊盜,1060715,01~03,榮華里明德路208巷1 ~ 30號,北投區,北投區榮華里明德路208巷1號,25.1129847,121.5225841,555327050
自行車竊盜,1060715,13~15,合江街170巷1 ~ 30號,中山區,中山區合江街170巷1號,25.0607734,121.5389304,554226989
自行車竊盜,1060716,13~15,東門里信義路1段1 ~ 30號,中正區,中正區東門里信義路1段1號,25.0382225,121.5193082,553726934
自行車竊盜,1060718,04~06,南港公園,南港區,南港區南港公園,25.0457002,121.59213170000001,553826968
自行車竊盜,1060718,07~09,富台里忠孝東路5段423巷4弄1 ~ 30號,信義區,信義區富台里忠孝東路5段423巷4弄1號,25.041474899999997,121.57548700000001,553726954
自行車竊盜,1060718,10~12,三愛里連雲街61 ~ 90號,中正區,中正區三愛里連雲街61號,25.034817,121.5303324,553626927
自行車竊盜,1060719,19~21,裕民里懷德街55巷1 ~ 30號,北投區,北投區裕民里懷德街55巷1號,25.112930600000002,121.51925449999999,555327049
自行車竊盜,1060721,07~09,興邦里3鄰興隆路2段151 ~ 180號,文山區,文山區興邦里3鄰興隆路2段151號,25.0013345,121.5498781,552826828
自行車竊盜,1060722,07~09,延壽街391 ~ 420號,松山區,松山區延壽街391號,25.05663860000001,121.5575243,554126985
自行車竊盜,1060722,16~18,民生東路5段36巷4弄1 ~ 30號,松山區,松山區民生東路5段36巷4弄1號,25.057800600000004,121.55718700000001,554126987
自行車竊盜,1060724,04~06,重慶北路2段涼州街,大同區,大同區重慶北路2段涼州街,25.0608288,121.51561799999999,554226984
自行車竊盜,1060725,10~12,五全里永吉路278巷37弄1 ~ 30號,信義區,信義區五全里永吉路278巷37弄1號,25.044243899999998,121.5742544,553826961
自行車竊盜,1060725,10~12,龍安里金華街,大安區,大安區龍安里金華街,25.0301443,121.5320795,553526915
自行車竊盜,1060725,16~18,德安里四維路31 ~ 60號,大安區,大安區德安里四維路31號,25.035322,121.5482753,553626933
自行車竊盜,1060726,07~09,永明里石牌路1段181 ~ 210號,北投區,北投區永明里石牌路1段181號,25.1170384,121.51650649999999,555427051
自行車竊盜,1060728,01~03,明義里003鄰木柵路2段91 ~ 120號,文山區,文山區明義里003鄰木柵路2段91號,24.988535,121.56414709999999,552626784
自行車竊盜,1060728,22~24,和德里西園路2段320巷31 ~ 60號,萬華區,萬華區和德里西園路2段320巷31號,25.026044,121.4923983,553426895
自行車竊盜,1060730,07~09,四育里虎林街55巷1 ~ 30號,信義區,信義區四育里虎林街55巷1號,25.047547899999998,121.577271,553926969
自行車竊盜,1060801,10~12,西園路2段320巷36弄1 ~ 30號,萬華區,萬華區西園路2段320巷36弄1號,25.0277204,121.49439369999999,553426900
自行車竊盜,1060802,04~06,仁福里福德街361 ~ 390號,南港區,南港區仁福里福德街361號,25.0401687,121.589875,553726954
自行車竊盜,1060802,19~21,龍生里瑞安街244巷31 ~ 60號,大安區,大安區龍生里瑞安街244巷31號,25.027569,121.53931940000001,553426909
自行車竊盜,1060803,16~18,景仁里羅斯福路6段151 ~ 180號,文山區,文山區景仁里羅斯福路6段151號,24.9974454,121.5409933,552826812
自行車竊盜,1060803,19~21,德行里福華路128巷1 ~ 30號,士林區,士林區德行里福華路128巷1號,25.102978399999998,121.523315,555127043
自行車竊盜,1060805,16~18,南福里羅斯福路2段61 ~ 90號,中正區,中正區南福里羅斯福路2段61號,25.0235023,121.5248336,553326895
自行車竊盜,1060808,01~03,秀山里中和街502巷14弄1 ~ 30號,北投區,北投區秀山里中和街502巷14弄1號,25.147440600000003,121.49452600000001,556127046
自行車竊盜,1060808,10~12,民權東路3段106巷3弄,松山區,松山區民權東路3段106巷3弄,25.061788,121.545028,554226992
自行車竊盜,1060809,16~18,建功里延平北路1段31 ~ 60號,大同區,大同區建功里延平北路1段31號,25.05350450000001,121.5118997,554026968
自行車竊盜,1060810,19~21,康寧路3段16巷口(葫洲捷運站出口處),內湖區,內湖區康寧路3段16巷口(葫洲捷運站出口處),25.072798499999998,121.6071132,554427025
自行車竊盜,1060811,07~09,住安里信義路4段74巷,大安區,大安區住安里信義路4段74巷,25.0330759,121.5464175,553626926
自行車竊盜,1060811,07~09,東明里興華路91 ~ 120號,南港區,南港區東明里興華路91號,25.053547299999998,121.60168940000001,554026988
自行車竊盜,1060811,10~12,木柵里010鄰木柵路3段1 ~ 30號,文山區,文山區木柵里010鄰木柵路3段1號,24.9895784,121.5701352,552626789
自行車竊盜,1060811,10~12,忠孝東路5段391 ~ 420號,信義區,信義區忠孝東路5段391號,25.0409273,121.5753577,553726953
自行車竊盜,1060811,13~15,清江里三合街2段481 ~ 510號,北投區,北投區清江里三合街2段481號,25.126279399999998,121.5013501,555627050
自行車竊盜,1060812,16~18,青年路178巷1 ~ 30號,萬華區,萬華區青年路178巷1號,25.0207218,121.5027627,553326881
自行車竊盜,1060812,22~24,南港里市民大道8段361 ~ 390號,南港區,南港區南港里市民大道8段361號,25.053647199999997,121.60797690000001,554026990
自行車竊盜,1060813,10~12,內湖捷運站1 ~ 30號出口,內湖區,內湖區內湖捷運站1號,25.0829158,121.5666872,554727032
自行車竊盜,1060814,07~09,試院里005鄰和興路52巷7弄1 ~ 30號,文山區,文山區試院里005鄰和興路52巷7弄1號,24.9847134,121.54776070000001,552526765
自行車竊盜,1060815,04~06,黎忠里和平東路3段361 ~ 390號,信義區,信義區黎忠里和平東路3段361號,25.0203424,121.55708659999999,553326892
自行車竊盜,1060815,16~18,建國里貴陽街1段(司法院旁人行道),中正區,中正區建國里貴陽街1段(司法院旁人行道),25.038795899999997,121.5124131,553726934
自行車竊盜,1060816,19~21,西園路2段320巷61 ~ 90號,萬華區,萬華區西園路2段320巷61號,25.026044,121.4923983,553426895
自行車竊盜,1060817,07~09,忠孝東路5段451 ~ 480號,信義區,信義區忠孝東路5段451號,25.0411038,121.5762524,553726954
自行車竊盜,1060817,10~12,龍圖里信義路3段91 ~ 120號,大安區,大安區龍圖里信義路3段91號,25.033877,121.533515,553626926
自行車竊盜,1060818,22~24,正聲里仁愛路4段421 ~ 450號,大安區,大安區正聲里仁愛路4段421號,25.0373851,121.5552122,553626940
自行車竊盜,1060820,07~09,義安里安和路2段74巷1 ~ 30號,大安區,大安區義安里安和路2段74巷1號,25.0328134,121.55227260000001,553526927
自行車竊盜,1060820,16~18,福住里永康街37巷1 ~ 30號,大安區,大安區福住里永康街37巷1號,25.030839999999998,121.529927,553526917
自行車竊盜,1060821,16~18,學府里羅斯福路4段1 ~ 30號,大安區,大安區學府里羅斯福路4段1號,25.0159129,121.532802,553226873
自行車竊盜,1060822,13~15,南門里延平南路151 ~ 180號,中正區,中正區南門里延平南路151號,25.0355509,121.5078987,553626924
自行車竊盜,1060823,07~09,華興里026鄰木柵路1段光輝路口,文山區,文山區華興里026鄰木柵路1段光輝路口,24.9883426,121.56477209999998,552626783
自行車竊盜,1060823,10~12,永明里石牌路2段91 ~ 120號,北投區,北投區永明里石牌路2段91號,25.1172557,121.51630759999999,555427051
自行車竊盜,1060824,22~24,敦化北路1 ~ 30號,松山區,松山區敦化北路1號,25.048607,121.55023100000001,553926966
自行車竊盜,1060827,01~03,龍門里大安森林公園捷運站1 ~ 30號,大安區,大安區龍門里大安森林公園捷運站1號,25.033534,121.534869,553626925
自行車竊盜,1060828,01~03,行善路31 ~ 60號,內湖區,內湖區行善路31號,25.056554300000002,121.5759473,554126989
自行車竊盜,1060828,19~21,行善路25巷40弄1 ~ 30號,內湖區,內湖區行善路25巷40弄1號,25.0565457,121.5776645,554126989
自行車竊盜,1060830,07~09,大道里大道路121 ~ 150號,信義區,信義區大道里大道路121號,25.0392711,121.58333909999999,553726951
自行車竊盜,1060830,10~12,福住里新生南路2段31 ~ 60號,大安區,大安區福住里新生南路2段31號,25.03331,121.532393,553626924
自行車竊盜,1060831,22~24,福興里致遠一路2段121 ~ 150號,北投區,北投區福興里致遠一路2段121號,25.1134284,121.51248909999998,555327048
自行車竊盜,1060901,16~18,永功里詔安街57巷1 ~ 30號,中正區,中正區永功里詔安街57巷1號,25.02578380000001,121.5113844,553426898
自行車竊盜,1060901,22~24,試院里030鄰木柵路1段76巷內,文山區,文山區試院里030鄰木柵路1段76巷內,24.9866395,121.5465613,552526772
自行車竊盜,1060903,01~03,和安里信義路3段147巷15弄1 ~ 30號,大安區,大安區和安里信義路3段147巷15弄1號,25.035138500000002,121.5421112,553626931
自行車竊盜,1060903,10~12,興雅里忠孝東路5段31巷17弄1 ~ 30號,信義區,信義區興雅里忠孝東路5段31巷17弄1號,25.041044,121.57911100000001,553726954
自行車竊盜,1060903,16~18,復興北路427巷1 ~ 30號,松山區,松山區復興北路427巷1號,25.063450500000002,121.5446756,554226995
自行車竊盜,1060904,07~09,玉成里南港路3段149巷1 ~ 30號,南港區,南港區玉成里南港路3段149巷1號,25.0523037,121.58433470000001,554026982
自行車竊盜,1060906,07~09,萬祥里羅斯福路5段269巷1 ~ 30號,文山區,文山區萬祥里羅斯福路5段269巷1號,25.001201000000002,121.53949899999999,552826825
自行車竊盜,1060906,16~18,景美里羅斯福路6段271 ~ 300號,文山區,文山區景美里羅斯福路6段271號,24.994798899999996,121.54140500000001,552726802
自行車竊盜,1060907,04~06,頂東里羅斯福路2段151 ~ 180號,中正區,中正區頂東里羅斯福路2段151號,25.0235023,121.5248336,553326895
自行車竊盜,1060907,13~15,大橋頭捷運站1 ~ 30號出口,大同區,大同區大橋頭捷運站1號,25.063198999999997,121.512801,554226988
自行車竊盜,1060908,10~12,新營里寧波東街24巷1 ~ 30號,中正區,中正區新營里寧波東街24巷1號,25.0330717,121.52043940000001,553626921
自行車竊盜,1060909,01~03,板溪里羅斯福路2段與和平西路1段西南角,中正區,中正區板溪里羅斯福路2段與和平西路1段西南角,25.0235023,121.5248336,553326895
自行車竊盜,1060911,10~12,水源里羅斯福路4段52巷1 ~ 30號,中正區,中正區水源里羅斯福路4段52巷1號,25.0147431,121.53340619999999,553126870
自行車竊盜,1060913,04~06,三重里經貿二路1 ~ 30號,南港區,南港區三重里經貿二路1號,25.0560908,121.61758999999999,554126997
自行車竊盜,1060914,13~15,玉泉里塔城街1 ~ 30號,大同區,大同區玉泉里塔城街1號,25.0486372,121.51025179999999,553926957
自行車竊盜,1060915,01~03,學府里羅斯福路4段1 ~ 30號,大安區,大安區學府里羅斯福路4段1號,25.0159129,121.532802,553226873
自行車竊盜,1060915,07~09,幸福里忠孝東路1段,中正區,中正區幸福里忠孝東路1段,25.0447827,121.52315540000001,553826951
自行車竊盜,1060917,01~03,水源里羅斯福路4段31 ~ 60號前人行道(台北捷運公館站4號出口,中正區,中正區水源里羅斯福路4段31號,25.017584,121.531774,553226878
自行車竊盜,1060917,01~03,古風里雲和街31 ~ 60號,大安區,大安區古風里雲和街31號,25.02385,121.527275,553326896
自行車竊盜,1060917,10~12,景華里羅斯福路6段301 ~ 330號,文山區,文山區景華里羅斯福路6段301號,24.9946742,121.54152659999998,552726802
自行車竊盜,1060917,13~15,長春里松信路151 ~ 180號,信義區,信義區長春里松信路151號,25.043323,121.572125,553826958
自行車竊盜,1060917,13~15,松江路361 ~ 390號,中山區,中山區松江路361號,25.0636359,121.53354499999999,554226993
自行車竊盜,1060919,04~06,三張里莊敬路325巷31 ~ 60號,信義區,信義區三張里莊敬路325巷31號,25.028744800000002,121.5643248,553526918
自行車竊盜,1060919,07~09,長春里松山路211 ~ 240號,信義區,信義區長春里松山路211號,25.045063,121.577972,553826964
自行車竊盜,1060920,07~09,東華里東華街2段301 ~ 330號,北投區,北投區東華里東華街2段301號,25.1208763,121.50621940000002,555527050
自行車竊盜,1060920,10~12,林口街24巷31 ~ 60號,信義區,信義區林口街24巷31號,25.0379367,121.58045590000002,553726947
自行車竊盜,1060920,19~21,東門里仁愛路1段1 ~ 30號,中正區,中正區東門里仁愛路1段1號,25.039410800000002,121.51945819999999,553726937
自行車竊盜,1060922,07~09,四育里松隆路151 ~ 180號,信義區,信義區四育里松隆路151號,25.0467046,121.5719123,553926966
自行車竊盜,1060922,13~15,鄭州路143巷,大同區,大同區鄭州路143巷,25.0510401,121.50987409999999,553926962
自行車竊盜,1060923,19~21,吉利里石牌路1段39巷131弄1 ~ 30號,北投區,北投區吉利里石牌路1段39巷131弄1號,25.1180277,121.50902250000001,555427049
自行車竊盜,1060924,01~03,東門里信義路1段1 ~ 30號,中正區,中正區東門里信義路1段1號,25.0382225,121.5193082,553726934
自行車竊盜,1060925,16~18,萬大路449巷10弄1 ~ 30號,萬華區,萬華區萬大路449巷10弄1號,25.0204772,121.49869050000001,553326880
自行車竊盜,1060929,16~18,景行里景美街,文山區,文山區景行里景美街,24.9907818,121.54175520000001,552626787
自行車竊盜,1060929,22~24,龍生里建國南路2段181 ~ 210號,大安區,大安區龍生里建國南路2段181號,25.0333031,121.5358442,553626925
自行車竊盜,1060930,16~18,錦泰里金華街48巷1 ~ 30號,大安區,大安區錦泰里金華街48巷1號,25.0304711,121.5232017,553526914
自行車竊盜,1061002,13~15,板溪里羅斯福路2段91 ~ 120號,中正區,中正區板溪里羅斯福路2段91號,25.0235023,121.5248336,553326895
自行車竊盜,1061002,22~24,文林里文林北路241 ~ 270號,北投區,北投區文林里文林北路241號,25.1088476,121.5129882,555227045
自行車竊盜,1061004,19~21,西園路2段52巷1 ~ 30號,萬華區,萬華區西園路2段52巷1號,25.0318402,121.49679809999999,553526912
自行車竊盜,1061006,07~09,興雅里松高路1 ~ 30號,信義區,信義區興雅里松高路1號,25.039633300000002,121.5642112,553726947
自行車竊盜,1061006,16~18,復興北路380巷8弄內,中山區,中山區復興北路380巷8弄內,25.0610172,121.54347140000002,554226990
自行車竊盜,1061007,10~12,林興里羅斯福路3段121 ~ 150號,中正區,中正區林興里羅斯福路3段121號,25.0221362,121.5269189,553326891
自行車竊盜,1061010,07~09,樟腳里010鄰木新路3段91 ~ 120號,文山區,文山區樟腳里010鄰木新路3段91號,24.9820686,121.5630263,552426758
自行車竊盜,1061010,19~21,德安里四維路66巷,大安區,大安區德安里四維路66巷,25.034721899999997,121.5476107,553626931
自行車竊盜,1061011,13~15,市民大道6段松山火車站北側人行道,松山區,松山區市民大道6段松山火車站北側人行道,25.0495717,121.5742058,553926973
自行車竊盜,1061011,19~21,黎明里中山南路2巷7~11旁停車場,中正區,中正區黎明里中山南路2巷7號,25.045397899999998,121.51781399999999,553826951
自行車竊盜,1061012,01~03,光明里信義路2段86巷1 ~ 30號,大安區,大安區光明里信義路2段86巷1號,25.033912899999997,121.525885,553626924
自行車竊盜,1061013,22~24,龍興里三元街151 ~ 180號,中正區,中正區龍興里三元街151號,25.0280819,121.5116487,553426905
自行車竊盜,1061015,10~12,寶清街61 ~ 90號,松山區,松山區寶清街61號,25.0514479,121.5683415,554026976
自行車竊盜,1061015,16~18,奇岩捷運站旁,北投區,北投區奇岩捷運站旁,25.1268157,121.50070890000002,555627050
自行車竊盜,1061016,04~06,建國北路3段31 ~ 60號,中山區,中山區建國北路3段31號,25.0640138,121.53681340000001,554226995
自行車竊盜,1061017,10~12,義村里忠孝東路3段248巷1 ~ 30號,大安區,大安區義村里忠孝東路3段248巷1號,25.041181899999998,121.54111529999999,553726946
自行車竊盜,1061018,16~18,四育里市民大道6段虎林街口,信義區,信義區四育里市民大道6段虎林街口,25.0497215,121.5715994,553926973
自行車竊盜,1061019,10~12,八德路4段631 ~ 660號,松山區,松山區八德路4段631號,25.0501957,121.57500379999999,553926975
自行車竊盜,1061019,10~12,仁慈里大安路1段151 ~ 180號,大安區,大安區仁慈里大安路1段151號,25.033676,121.54586770000002,553626928
自行車竊盜,1061022,22~24,文北里臨沂街31 ~ 60號,中正區,中正區文北里臨沂街31號,25.039911899999996,121.5298923,553726940
自行車竊盜,1061023,04~06,住安里大安路2段53巷,大安區,大安區住安里大安路2段53巷,25.0312747,121.5463659,553526921
自行車竊盜,1061023,22~24,鴻福里玉成街201巷8弄1 ~ 30號,南港區,南港區鴻福里玉成街201巷8弄1號,25.044694,121.5858158,553826965
自行車竊盜,1061025,01~03,國慶里民族西路211 ~ 240號,大同區,大同區國慶里民族西路211號,25.068777100000002,121.5142311,554326998
自行車竊盜,1061027,22~24,榮光里西安街1段211 ~ 240號,北投區,北投區榮光里西安街1段211號,25.11457780000001,121.5149997,555427049
自行車竊盜,1061028,13~15,錦西街1 ~ 30號,中山區,中山區錦西街1號,25.060371399999998,121.5225367,554226984
自行車竊盜,1061030,10~12,景華里三福街1 ~ 30號,文山區,文山區景華里三福街1號,24.996098999999997,121.54146999999999,552726807
自行車竊盜,1061031,10~12,三張里吳興街281巷31 ~ 60號,信義區,信義區三張里吳興街281巷31號,25.0265332,121.5650739,553426912
自行車竊盜,1061102,07~09,新仁里忠孝東路4段553巷6弄1 ~ 30號,信義區,信義區新仁里忠孝東路4段553巷6弄1號,25.0413492,121.5650664,553726952
自行車竊盜,1061103,07~09,廣州街31 ~ 60號,萬華區,萬華區廣州街31號,25.036344,121.505871,553626926
自行車竊盜,1061103,19~21,通安里臨江街118巷3弄1 ~ 30號,大安區,大安區通安里臨江街118巷3弄1號,25.0300342,121.5539253,553526920
自行車竊盜,1061106,19~21,葫蘆里葫蘆街163巷,士林區,士林區葫蘆里葫蘆街163巷,25.0839183,121.5088471,554727020
自行車竊盜,1061107,04~06,聖山里忠誠路1段151 ~ 180號,士林區,士林區聖山里忠誠路1段151號,25.108599899999998,121.53058159999999,555227049
自行車竊盜,1061107,10~12,南京東路3段151 ~ 180號,中山區,中山區南京東路3段151號,25.052223899999998,121.54167450000001,554026972
自行車竊盜,1061108,19~21,錦州街211 ~ 240號,中山區,中山區錦州街211號,25.0604462,121.5319989,554226987
自行車竊盜,1061109,13~15,梅花里市民大道3段1 ~ 30號,中正區,中正區梅花里市民大道3段1號,25.045098,121.5613131,553826960
自行車竊盜,1061109,16~18,成功路4段167巷（內湖捷運站1 ~ 30號出口,內湖區,內湖區成功路4段167巷（內湖捷運站1號,25.083660000000002,121.594407,554727039
自行車竊盜,1061110,10~12,復興北路430巷1 ~ 30號,中山區,中山區復興北路430巷1號,25.0634822,121.5430996,554226995
自行車竊盜,1061112,16~18,常德街公園路,中正區,中正區常德街公園路,25.0412224,121.51605929999998,553726941
自行車竊盜,1061116,16~18,八德路3段151 ~ 180號,松山區,松山區八德路3段151號,25.0481729,121.554998,553926966
自行車竊盜,1061118,16~18,水源里羅斯福路4段121 ~ 150號,中正區,中正區水源里羅斯福路4段121號,25.017584,121.531774,553226878
自行車竊盜,1061119,16~18,龍門里大安森林公園捷運站1 ~ 30號出口,大安區,大安區龍門里大安森林公園捷運站1號,25.033534,121.534869,553626925
自行車竊盜,1061121,13~15,智仁里中和街493巷1 ~ 30號,北投區,北投區智仁里中和街493巷1號,25.144354999999997,121.494376,556027047
自行車竊盜,1061121,22~24,興豐里興隆路2段95巷,文山區,文山區興豐里興隆路2段95巷,24.9998048,121.5468452,552826822
自行車竊盜,1061122,01~03,住安里信義路4段1 ~ 30號,大安區,大安區住安里信義路4段1號,25.0335555,121.5442987,553626927
自行車竊盜,1061123,04~06,西新里向陽路1 ~ 30號,南港區,南港區西新里向陽路1號,25.055759,121.59304240000002,554126991
自行車竊盜,1061124,19~21,大同里光明路1 ~ 30號,北投區,北投區大同里光明路1號,25.131841,121.49863300000001,555727050
自行車竊盜,1061126,07~09,長安西路52巷,大同區,大同區長安西路52巷,25.049938100000002,121.51990900000001,553926962
自行車竊盜,1061127,13~15,永明里立農街2段與義理街口,北投區,北投區永明里立農街2段與義理街口,25.123002,121.513702,555527052
自行車竊盜,1061127,19~21,康定路與桂林路口,萬華區,萬華區康定路與桂林路口,25.040554,121.50244099999999,553726936
