typeofcase,date,time,location,area,address,lat,lon,state_code
自行車竊盜,1061129,07~09,龍門里新生南路2段1 ~ 30號,大安區,大安區龍門里新生南路2段1號,25.03331,121.532393,553626924
自行車竊盜,1061202,07~09,龍安里新生南路2段61 ~ 90號,大安區,大安區龍安里新生南路2段61號,25.0280034,121.534451,553426910
自行車竊盜,1061202,19~21,幸市里濟南路2段家樂福便利購旁的防火巷,中正區,中正區幸市里濟南路2段家樂福便利購旁的防火巷,25.0403415,121.5310342,553726942
自行車竊盜,1061203,13~15,龍門里新生南路與金華街口大安森林公園1 ~ 30號出口,大安區,大安區龍門里新生南路與金華街口大安森林公園1號,25.032435,121.5349054,553526922
自行車竊盜,1061203,16~18,興邦里興隆路2段151 ~ 180號,文山區,文山區興邦里興隆路2段151號,25.000488,121.549683,552826825
自行車竊盜,1061203,19~21,景行里景文街91 ~ 120號,文山區,文山區景行里景文街91號,24.991032999999998,121.54139199999999,552626788
自行車竊盜,1061205,04~06,民族西路76巷39弄,大同區,大同區民族西路76巷39弄,25.067475199999997,121.5177172,554326997
自行車竊盜,1061206,04~06,永吉里松隆路331 ~ 360號,信義區,信義區永吉里松隆路331號,25.048531,121.57950500000001,553926972
自行車竊盜,1061206,13~15,社子里16鄰延平北路6段91 ~ 120號,士林區,士林區社子里16鄰延平北路6段91號,25.08707260000001,121.50930559999999,554727024
自行車竊盜,1061207,10~12,建國里重慶南路1段121 ~ 150號,中正區,中正區建國里重慶南路1段121號,25.041934,121.51330700000001,553726942
自行車竊盜,1061210,16~18,水源里汀州路3段104巷（自來水公園）,中正區,中正區水源里汀州路3段104巷（自來水公園）,25.014148600000002,121.53309490000001,553126868
自行車竊盜,1061210,19~21,德行里福華路164巷1 ~ 30號,士林區,士林區德行里福華路164巷1號,25.104370199999998,121.5226295,555127044
自行車竊盜,1061211,01~03,興得里興隆路3段36巷16弄1 ~ 30號,文山區,文山區興得里興隆路3段36巷16弄1號,24.9996504,121.555085,552826823
自行車竊盜,1061211,10~12,石牌里15鄰西安街1段151 ~ 180號,北投區,北投區石牌里15鄰西安街1段151號,25.112707,121.5163313,555327048
自行車竊盜,1061213,01~03,成都路61 ~ 90號,萬華區,萬華區成都路61號,25.0429189,121.50583629999998,553826943
自行車竊盜,1061215,16~18,龍圖里13鄰瑞安街154巷31 ~ 60號,大安區,大安區龍圖里13鄰瑞安街154巷31號,25.0295646,121.5415341,553526916
自行車竊盜,1061215,16~18,寧夏路一帶,大同區,大同區寧夏路一帶,25.058140899999998,121.51521409999998,554126978
自行車竊盜,1061215,16~18,富台里忠孝東路5段271 ~ 300號,信義區,信義區富台里忠孝東路5段271號,25.041176800000002,121.57120929999999,553726953
自行車竊盜,1061215,22~24,新生南路3段61 ~ 90號,大安區,大安區新生南路3段61號,25.025411,121.534527,553426902
自行車竊盜,1061216,04~06,環河北路1段271 ~ 300號,大同區,大同區環河北路1段271號,25.058436,121.50861,554126978
自行車竊盜,1061216,10~12,承德里18鄰基河路1 ~ 30號,士林區,士林區承德里18鄰基河路1號,25.0863232,121.52504209999998,554727027
自行車竊盜,1061216,13~15,福住里信義路與新生南路口,大安區,大安區福住里信義路與新生南路口,25.03331,121.532393,553626924
自行車竊盜,1061216,16~18,撫遠街389巷1 ~ 30號,松山區,松山區撫遠街389巷1號,25.065049300000002,121.56592520000001,554327003
自行車竊盜,1061217,07~09,福德里福德路1 ~ 30號,士林區,士林區福德里福德路1號,25.093535,121.52623,554927035
自行車竊盜,1061223,07~09,群賢里復興南路2段151 ~ 180號,大安區,大安區群賢里復興南路2段151號,25.0282862,121.54375729999998,553426913
自行車竊盜,1061223,13~15,龍安里10鄰青田街5巷1 ~ 30號,大安區,大安區龍安里10鄰青田街5巷1號,25.028665,121.531945,553526911
自行車竊盜,1061225,19~21,興得里9鄰興隆路3段31 ~ 60號,文山區,文山區興得里9鄰興隆路3段31號,25.0006348,121.55557730000001,552826827
自行車竊盜,1061226,22~24,龍圖里信義路3段91 ~ 120號,大安區,大安區龍圖里信義路3段91號,25.033877,121.533515,553626926
自行車竊盜,1061227,07~09,長春里松山路271 ~ 300號,信義區,信義區長春里松山路271號,25.043507,121.57802209999998,553826960
自行車竊盜,1070101,01~03,廣居里忠孝東路5段372巷27弄1 ~ 30號,信義區,信義區廣居里忠孝東路5段372巷27弄1號,25.039768,121.57413400000002,553726950
自行車竊盜,1070101,07~09,南京西路25巷1 ~ 30號,大同區,大同區南京西路25巷1號,25.0542025,121.5203301,554026971
自行車竊盜,1070102,22~24,木柵里030鄰木柵路3段91 ~ 120號,文山區,文山區木柵里030鄰木柵路3段91號,24.988858,121.56778600000001,552626786
自行車竊盜,1070104,01~03,赤峰街1 ~ 30號,大同區,大同區赤峰街1號,25.053485000000002,121.51918799999999,554026970
自行車竊盜,1070104,13~15,西寧南路1 ~ 30號,萬華區,萬華區西寧南路1號,25.039827499999998,121.5060435,553726935
自行車竊盜,1070104,16~18,康定路361 ~ 390號,萬華區,萬華區康定路361號,25.0331696,121.5005574,553626916
自行車竊盜,1070109,07~09,林泉里泉源路1 ~ 30號,北投區,北投區林泉里泉源路1號,25.143344,121.518621,556027053
自行車竊盜,1070112,04~06,南門里小南門捷運站1 ~ 30號出口,中正區,中正區南門里小南門捷運站1號,25.0366673,121.5091331,553626928
自行車竊盜,1070118,16~18,環山路2段91 ~ 120號,內湖區,內湖區環山路2段91號,25.084583,121.575143,554727036
自行車竊盜,1070118,19~21,網溪里7鄰同安街80巷1 ~ 30號,中正區,中正區網溪里7鄰同安街80巷1號,25.021865,121.51912639999999,553326888
自行車竊盜,1070118,19~21,民權西路245巷31 ~ 60號,大同區,大同區民權西路245巷31號,25.064027399999997,121.5104604,554226989
自行車竊盜,1070120,07~09,八德路3段1 ~ 30號,松山區,松山區八德路3段1號,25.0482522,121.5547285,553926966
自行車竊盜,1070122,07~09,興光里興隆路3段115巷,文山區,文山區興光里興隆路3段115巷,24.9996052,121.55869890000001,552826824
自行車竊盜,1070123,10~12,赤峰街53巷1 ~ 30號,大同區,大同區赤峰街53巷1號,25.056252899999997,121.51976470000001,554126976
自行車竊盜,1070124,01~03,莊敬路421 ~ 450號,信義區,信義區莊敬路421號,25.027329,121.56650800000001,553426915
自行車竊盜,1070128,01~03,港富里內湖路1段737巷41弄1 ~ 30號,內湖區,內湖區港富里內湖路1段737巷41弄1號,25.0800653,121.57841450000001,554627030
自行車竊盜,1070131,19~21,延平北路2段91 ~ 120號,大同區,大同區延平北路2段91號,25.056410800000002,121.51172120000001,554126974
自行車竊盜,1070212,16~18,樟林里016鄰忠順街1段41巷3弄1 ~ 30號,文山區,文山區樟林里016鄰忠順街1段41巷3弄1號,24.9839375,121.558302,552526764
自行車竊盜,1070215,10~12,水源里思源街1 ~ 30號,中正區,中正區水源里思源街1號,25.014372,121.53217120000001,553126868
自行車竊盜,1070219,16~18,龍門里辛亥路2段31 ~ 60號,大安區,大安區龍門里辛亥路2段31號,25.0006459,121.5543294,552826827
自行車竊盜,1070221,01~03,峨嵋街1 ~ 30號,萬華區,萬華區峨嵋街1號,25.043381600000004,121.50813059999999,553826944
自行車竊盜,1070225,19~21,芳和里嘉興街363巷1 ~ 30號,大安區,大安區芳和里嘉興街363巷1號,25.0217182,121.5525778,553326895
自行車竊盜,1070301,02~04,民生東路5段36巷4弄31~60號,松山區,松山區民生東路5段36巷4弄31號,25.058367699999998,121.5569925,554126988
自行車竊盜,1070302,00~02,光武里大安路1段31巷31~60號,大安區,大安區光武里大安路1段31巷31號,25.0447219,121.54610090000001,553826956
自行車竊盜,1070303,08~10,內湖路3段143巷1~30號,內湖區,內湖區內湖路3段143巷1號,25.0870924,121.58973200000001,554727042
自行車竊盜,1070307,06~08,榮光里西安街1段(明德捷運站旁),北投區,北投區榮光里西安街1段(明德捷運站旁),25.114523000000002,121.51555900000001,555427049
自行車竊盜,1070309,00~02,忠孝東路5段481~510號,信義區,信義區忠孝東路5段481號,25.041004,121.577475,553726954
自行車竊盜,1070311,12~14,雙城街10巷1~30號,中山區,中山區雙城街10巷1號,25.0642289,121.5242889,554226992
自行車竊盜,1070312,20~22,永功里和平西路2段70巷17弄31~60號,中正區,中正區永功里和平西路2段70巷17弄31號,25.0341603,121.5046976,553626920
自行車竊盜,1070314,00~02,六藝里永吉路180巷70弄1~30號,信義區,信義區六藝里永吉路180巷70弄1號,25.0429787,121.571322,553826957
自行車竊盜,1070314,14~16,民權東路六段91~120號,內湖區,內湖區民權東路六段91號,25.0693177,121.58814109999999,554427015
自行車竊盜,1070315,00~02,長春里永吉路278巷57弄1~30號,信義區,信義區長春里永吉路278巷57弄1號,25.043445300000002,121.57425549999999,553826959
自行車竊盜,1070315,02~04,秀朗橋下河場旁之腳踏車步道((人權紀念公園)),新店市,新店市秀朗橋下河場旁之腳踏車步道((人權紀念公園)),24.978282,121.5394822,552326737
自行車竊盜,1070318,00~02,忠孝東路6段70巷21弄1~30號,南港區,南港區忠孝東路6段70巷21弄1號,25.045923100000003,121.58436840000002,553826967
自行車竊盜,1070318,02~04,富台里忠孝東路5段(虎林街口),信義區,信義區富台里忠孝東路5段(虎林街口),25.040659299999998,121.57682690000001,553726953
自行車竊盜,1070319,00~02,雅祥里基隆路1段83巷1~30號,信義區,信義區雅祥里基隆路1段83巷1號,25.0500914,121.57001340000001,553926973
自行車竊盜,1070319,02~04,文盛里羅斯福路3段211~240號,中正區,中正區文盛里羅斯福路3段211號,25.0192077,121.5296385,553226883
自行車竊盜,1070319,04~06,長順街99巷1~30號,萬華區,萬華區長順街99巷1號,25.0318916,121.49001609999999,553526911
自行車竊盜,1070319,04~06,長順街99巷1~30號,萬華區,萬華區長順街99巷1號,25.0318916,121.49001609999999,553526911
自行車竊盜,1070319,16~18,裕民里明德路91~120號,北投區,北投區裕民里明德路91號,25.1090387,121.5188432,555227047
自行車竊盜,1070322,00~02,農安街77巷9弄內,中山區,中山區農安街77巷9弄內,25.0662616,121.52858640000001,554326997
自行車竊盜,1070322,20~22,試院里027鄰木柵路1段121~150號,文山區,文山區試院里027鄰木柵路1段121號,24.9886951,121.56439040000001,552626784
自行車竊盜,1070324,00~02,民族西路61~90號,大同區,大同區民族西路61號,25.0686777,121.51881809999999,554326999
自行車竊盜,1070324,06~08,雙和里吳興街284巷1~30號,信義區,信義區雙和里吳興街284巷1號,25.0258389,121.564197,553426910
自行車竊盜,1070329,18~20,雙和里吳興街600巷53弄1~30號,信義區,信義區雙和里吳興街600巷53弄1號,25.0201669,121.57016599999999,553326895
自行車竊盜,1070329,18~20,學府里羅斯福路4段1~30號,大安區,大安區學府里羅斯福路4段1號,25.0159129,121.532802,553226873
自行車竊盜,1070329,22~24,延平北路1段69巷1~30號,大同區,大同區延平北路1段69巷1號,25.0514018,121.5124017,554026964
自行車竊盜,1070402,12~14,富台里忠孝東路5段(永春捷運站5號,信義區,信義區富台里忠孝東路5段(永春捷運站5號,25.040859,121.576292,553726953
自行車竊盜,1070402,16~18,三玉里13鄰忠誠路2段1~30號,士林區,士林區三玉里13鄰忠誠路2段1號,25.108599899999998,121.53058159999999,555227049
自行車竊盜,1070403,00~02,龍門里新生南路2段1~30號,大安區,大安區龍門里新生南路2段1號,25.03331,121.532393,553626924
自行車竊盜,1070403,18~20,成福路91~120號,南港區,南港區成福路91號,25.0428404,121.5870804,553826960
自行車竊盜,1070407,16~18,南門里重慶南路2段與南海路口的天橋下(靠中正第,中正區,中正區南門里重慶南路2段與南海路口的天橋下(靠中正第,25.041520000000002,121.513273,553726941
自行車竊盜,1070408,14~16,民權東路6段296巷31~60號,內湖區,內湖區民權東路6段296巷31號,25.072064,121.60639029999999,554427024
自行車竊盜,1070409,10~12,新生北路2段133巷1~30號,中山區,中山區新生北路2段133巷1號,25.060947199999998,121.5280138,554226987
自行車竊盜,1070409,14~16,敦煌路88巷,大同區,大同區敦煌路88巷,25.075635899999998,121.51717659999998,554527010
自行車竊盜,1070410,02~04,延平北路4段111巷,大同區,大同區延平北路4段111巷,25.0713723,121.51089270000001,554427002
自行車竊盜,1070411,02~04,五全里永吉路278巷47弄1~30號,信義區,信義區五全里永吉路278巷47弄1號,25.0438891,121.57424830000001,553826960
自行車竊盜,1070411,20~22,三張里吳興街281巷31~60號,信義區,信義區三張里吳興街281巷31號,25.0265332,121.5650739,553426912
自行車竊盜,1070413,14~16,南門里廣州街8巷,中正區,中正區南門里廣州街8巷,25.0344332,121.5082511,553626921
自行車竊盜,1070413,18~20,(大橋頭捷運站2號,大同區,大同區(大橋頭捷運站2號,25.0632919,121.51295449999999,554226988
自行車竊盜,1070415,14~16,中山北路2段91~120號,中山區,中山區中山北路2段91號,25.059307999999998,121.52326200000002,554126983
自行車竊盜,1070415,14~16,寧夏路91~120號,大同區,大同區寧夏路91號,25.0594258,121.5150007,554126981
自行車竊盜,1070415,18~20,承德路3段208巷1~30號,大同區,大同區承德路3段208巷1號,25.070554,121.51780900000001,554427002
自行車竊盜,1070416,14~16,民族西路252巷,大同區,大同區民族西路252巷,25.067908399999997,121.51225290000001,554326996
自行車竊盜,1070418,14~16,迪化街2段421~450號,大同區,大同區迪化街2段421號,25.0634673,121.5094294,554226987
自行車竊盜,1070419,16~18,民炤里信義路3段31~60號,大安區,大安區民炤里信義路3段31號,25.033085999999997,121.54136499999998,553626925
自行車竊盜,1070419,20~22,寧夏路31~60號,大同區,大同區寧夏路31號,25.0558329,121.51536740000002,554126974
自行車竊盜,1070421,10~12,港華街1~30號,內湖區,內湖區港華街1號,25.0823766,121.577905,554627033
自行車竊盜,1070422,12~14,康寧路1段64巷1~30號,內湖區,內湖區康寧路1段64巷1號,25.0799012,121.59203600000001,554627033
自行車竊盜,1070424,00~02,萬大路137巷31~60號,萬華區,萬華區萬大路137巷31號,25.0291828,121.50136090000002,553526906
自行車竊盜,1070427,00~02,龍泉里泰順街26巷,大安區,大安區龍泉里泰順街26巷,25.0250046,121.53009229999999,553426900
自行車竊盜,1070428,12~14,康寧路1段151~180號,內湖區,內湖區康寧路1段151號,25.079304,121.59439099999999,554627033
自行車竊盜,1070429,14~16,興隆里忠孝東路5段(逸仙路口),信義區,信義區興隆里忠孝東路5段(逸仙路口),25.041058,121.5619029,553726950
自行車竊盜,1070430,22~24,大龍街61~90號,大同區,大同區大龍街61號,25.065623499999997,121.5160564,554326993
汽車竊盜,1060106,07~09,溫泉里溫泉路121 ~ 150號,北投區,北投區溫泉里溫泉路121號,25.1362898,121.5109145,555827053
汽車竊盜,1060112,19~21,林泉里溫泉路121 ~ 150號,北投區,北投區林泉里溫泉路121號,25.1362898,121.5109145,555827053
汽車竊盜,1060122,01~03,中山北路1段53巷1 ~ 30號,中山區,中山區中山北路1段53巷1號,25.0524875,121.522842,554026968
汽車竊盜,1060122,13~15,榮華里東華街1段22巷2弄1 ~ 30號,北投區,北投區榮華里東華街1段22巷2弄1號,25.108202399999996,121.520701,555227047
汽車竊盜,1060125,04~06,中央里大業路280巷31 ~ 60號,北投區,北投區中央里大業路280巷31號,25.127687899999998,121.49975900000001,555627050
汽車竊盜,1060126,13~15,桂林路,萬華區,萬華區桂林路,25.0384064,121.50093100000001,553726930
汽車竊盜,1060202,01~03,內江街,萬華區,萬華區內江街,25.0416012,121.5035352,553726939
汽車竊盜,1060209,16~18,長春路451 ~ 480號,松山區,松山區長春路451號,25.054622,121.54760729999998,554026978
汽車竊盜,1060218,04~06,承德路承德橋堤外停車場,大同區,大同區承德路承德橋堤外停車場,25.0777125,121.51881359999999,554527013
汽車竊盜,1060223,19~21,民生東路1段23巷,中山區,中山區民生東路1段23巷,25.058647600000004,121.5247959,554126982
汽車竊盜,1060224,10~12,和平西路3段382巷,萬華區,萬華區和平西路3段382巷,25.0350395,121.4914943,553626919
汽車竊盜,1060228,22~24,關渡里知行路181 ~ 210號,北投區,北投區關渡里知行路181號,25.1189182,121.4661301,555427040
汽車竊盜,1060306,07~09,"貴陽街,下閘道口室",萬華區,"萬華區貴陽街,下閘道口室",25.0399855,121.5024804,553726935
汽車竊盜,1060306,16~18,萬大路387巷29弄31 ~ 60號,萬華區,萬華區萬大路387巷29弄31號,25.0221137,121.500148,553326885
汽車竊盜,1060312,01~03,敦化北路331 ~ 360號,松山區,松山區敦化北路331號,25.059274,121.55026299999999,554126988
汽車竊盜,1060314,01~03,大同里中央北路與育仁路口,北投區,北投區大同里中央北路與育仁路口,25.134843300000004,121.49977340000002,555827050
汽車竊盜,1060317,10~12,"環河南路1段,武昌峨眉室",萬華區,"萬華區環河南路1段,武昌峨眉室",25.0448705,121.50156650000001,553826946
汽車竊盜,1060317,16~18,豐年里中央北路2段257巷內,北投區,北投區豐年里中央北路2段257巷內,25.1318594,121.48901529999999,555727048
汽車竊盜,1060322,16~18,大同里北投路1段91巷1 ~ 30號,北投區,北投區大同里北投路1段91巷1號,25.13027300000001,121.499443,555727050
汽車竊盜,1060329,01~03,福林里福林路254巷第1 ~ 30號,士林區,士林區福林里福林路254巷第1號,25.0980242,121.53591270000001,555027042
汽車竊盜,1060403,10~12,龍坡里辛亥路1段121 ~ 150號,大安區,大安區龍坡里辛亥路1段121號,25.021604,121.54363899999998,553326893
汽車竊盜,1060411,13~15,豐年里大業路421 ~ 450號,北投區,北投區豐年里大業路421號,25.1316199,121.49572990000001,555727049
汽車竊盜,1060412,01~03,保安里高速公路橋下1 ~ 30號,大同區,大同區保安里高速公路橋下1號,25.0782893,121.5132176,554627013
汽車竊盜,1060412,10~12,景慶里景福街底278公車總站旁,文山區,文山區景慶里景福街底278公車總站旁,24.9948801,121.53728149999999,552726802
汽車竊盜,1060416,07~09,大佳河濱公園481 ~ 510號,中山區,中山區大佳河濱公園481號,25.07469,121.54110060000001,554527014
汽車竊盜,1060418,10~12,桃源里中央北路3段276巷1 ~ 30號,北投區,北投區桃源里中央北路3段276巷1號,25.1356462,121.4790757,555827045
汽車竊盜,1060503,16~18,永樂里長安西路塔城街,大同區,大同區永樂里長安西路塔城街,25.052023499999997,121.51043370000001,554026965
汽車竊盜,1060505,07~09,東園街121 ~ 150號,萬華區,萬華區東園街121號,25.0251135,121.4969943,553426893
汽車竊盜,1060506,07~09,泉源里登山路31 ~ 60號,北投區,北投區泉源里登山路31號,25.145885999999997,121.512731,556027051
汽車竊盜,1060506,19~21,福安里延平北路7段31 ~ 60號,士林區,士林區福安里延平北路7段31號,25.0945127,121.4969326,554927030
汽車竊盜,1060510,04~06,東華里立農街2段151 ~ 180號,北投區,北投區東華里立農街2段151號,25.1189723,121.51324609999999,555527051
汽車竊盜,1060513,22~24,蘭興里磺溪街241 ~ 270號,士林區,士林區蘭興里磺溪街241號,25.1072996,121.52309809999998,555227047
汽車竊盜,1060528,01~03,永倫里通河西街211 ~ 240號,士林區,士林區永倫里通河西街211號,25.09348360000001,121.5025929,554927030
汽車竊盜,1060531,13~15,芝山里芝玉路91 ~ 120號,士林區,士林區芝山里芝玉路91號,25.1043168,121.5361382,555127047
汽車竊盜,1060603,07~09,福安里延平北路7段1 ~ 30號,士林區,士林區福安里延平北路7段1號,25.0945127,121.4969326,554927030
汽車竊盜,1060606,07~09,湖山里湖山路2段1 ~ 30號,北投區,北投區湖山里湖山路2段1號,25.1519488,121.5491344,556227056
汽車竊盜,1060610,10~12,三犁里松德路307巷口,信義區,信義區三犁里松德路307巷口,25.030894399999998,121.57483119999999,553526927
汽車竊盜,1060610,13~15,環河南路堤外防洪道1 ~ 30號,萬華區,萬華區環河南路堤外防洪道1號,25.03864,121.497206,553726930
汽車竊盜,1060618,04~06,成功路二段193巷內,內湖區,內湖區成功路二段193巷內,25.0665117,121.59130230000001,554327011
汽車竊盜,1060619,07~09,前港里劍潭路55巷18弄1 ~ 30號,士林區,士林區前港里劍潭路55巷18弄1號,25.0843219,121.52146599999999,554727023
汽車竊盜,1060619,07~09,忠孝東路7段124巷17弄31 ~ 60號,南港區,南港區忠孝東路7段124巷17弄31號,25.0507292,121.59987790000001,553926982
汽車竊盜,1060620,16~18,潭美街上,內湖區,內湖區潭美街上,25.0600641,121.5917128,554126999
汽車竊盜,1060627,13~15,名山里至誠路2段51巷,士林區,士林區名山里至誠路2段51巷,25.1013708,121.5283163,555127043
汽車竊盜,1060705,07~09,老師里環河北路2段汙水處理廠旁停車格,大同區,大同區老師里環河北路2段汙水處理廠旁停車格,25.073617499999997,121.5107467,554427005
汽車竊盜,1060710,07~09,光能里承德路2段109巷,大同區,大同區光能里承德路2段109巷,25.056587,121.518376,554126976
汽車竊盜,1060710,19~21,承德路2段121 ~ 150號,大同區,大同區承德路2段121號,25.056938,121.51839199999999,554126977
汽車竊盜,1060717,04~06,康寧路3段190巷31 ~ 60號,內湖區,內湖區康寧路3段190巷31號,25.068414399999998,121.6108037,554327019
汽車竊盜,1060802,22~24,南港里南港路1段271 ~ 300號,南港區,南港區南港里南港路1段271號,25.05450260000001,121.6087612,554026992
汽車竊盜,1060817,01~03,通河西街1段第1 ~ 30號,大同區,大同區通河西街1段第1號,25.078189899999998,121.51645459999999,554527014
汽車竊盜,1060825,07~09,福中里17鄰通河東街1段151 ~ 180號,士林區,士林區福中里17鄰通河東街1段151號,25.0825212,121.5170702,554627020
汽車竊盜,1060831,10~12,富光里延平北路5段1巷旁邊31 ~ 60號,士林區,士林區富光里延平北路5段1巷旁邊31號,25.078885500000002,121.50907099999999,554627013
汽車竊盜,1060902,01~03,峨嵋街61 ~ 90號,萬華區,萬華區峨嵋街61號,25.0436975,121.5063895,553826945
汽車竊盜,1060902,19~21,重陽路203巷,南港區,南港區重陽路203巷,25.0578132,121.60056909999999,554126997
汽車竊盜,1060905,01~03,稻香里稻香路政戰學校圍牆旁,北投區,北投區稻香里稻香路政戰學校圍牆旁,25.1415454,121.4876139,556027046
汽車竊盜,1060911,01~03,蓬萊里昌吉街132巷1 ~ 30號,大同區,大同區蓬萊里昌吉街132巷1號,25.0657418,121.51426140000001,554326993
汽車竊盜,1060911,04~06,文林路587巷口報廢汽車,士林區,士林區文林路587巷口報廢汽車,25.098692800000002,121.51969960000001,555027039
汽車竊盜,1060911,10~12,環河南路2段環南市場乙棟後方,萬華區,萬華區環河南路2段環南市場乙棟後方,25.0291941,121.49047040000002,553526903
汽車竊盜,1060919,04~06,東門里中山南路1 ~ 30號,中正區,中正區東門里中山南路1號,25.0439998,121.5195803,553826948
汽車竊盜,1060925,07~09,研究院路101巷之停車格,南港區,南港區研究院路101巷之停車格,25.0422303,121.61678859999999,553826965
汽車竊盜,1061001,19~21,廣居里忠孝東路5段236巷2弄內,信義區,信義區廣居里忠孝東路5段236巷2弄內,25.039982000000002,121.572258,553726950
汽車竊盜,1061009,22~24,一德里中央北路4段511 ~ 540號,北投區,北投區一德里中央北路4段511號,25.128198899999997,121.46857309999999,555727043
汽車竊盜,1061012,10~12,塔悠路1 ~ 30號,松山區,松山區塔悠路1號,25.0496798,121.57186899999999,553926973
汽車竊盜,1061017,01~03,西藏路125巷1 ~ 30號,萬華區,萬華區西藏路125巷1號,25.0293435,121.5022848,553526906
汽車竊盜,1061023,13~15,新湖一路361 ~ 390號,內湖區,內湖區新湖一路361號,25.06465750000001,121.58459679999999,554227006
汽車竊盜,1061025,16~18,華中橋下第二停車場,萬華區,萬華區華中橋下第二停車場,25.0157034,121.49652920000001,553226864
汽車竊盜,1061025,19~21,華中橋堤防外停車場,萬華區,萬華區華中橋堤防外停車場,25.0157034,121.49652920000001,553226864
汽車竊盜,1061028,07~09,舊莊街1段91 ~ 120號,南港區,南港區舊莊街1段91號,25.0407345,121.61914540000001,553726962
汽車竊盜,1061030,16~18,社子里通河西街2段1 ~ 30號,士林區,士林區社子里通河西街2段1號,25.0923645,121.5091125,554927030
汽車竊盜,1061101,10~12,一德里中央北路4段331 ~ 360號,北投區,北投區一德里中央北路4段331號,25.1305749,121.472618,555727044
汽車竊盜,1061104,01~03,福佳里文林路587巷,士林區,士林區福佳里文林路587巷,25.098692800000002,121.51969960000001,555027039
汽車竊盜,1061104,16~18,大理街160巷20弄糖部公園,萬華區,萬華區大理街160巷20弄糖部公園,25.034383300000002,121.494657,553626918
汽車竊盜,1061108,07~09,民權東路6段120巷口汽車AT~6252,內湖區,內湖區民權東路6段120巷口汽車AT號,25.0689562,121.5782851,554327013
汽車竊盜,1061109,22~24,洲美里008鄰洲美街139巷口,北投區,北投區洲美里008鄰洲美街139巷口,25.0995913,121.504374,555027036
汽車竊盜,1061112,19~21,蘭興里克強路10巷磺溪便道上,士林區,士林區蘭興里克強路10巷磺溪便道上,25.10983460000001,121.5240848,555227049
汽車竊盜,1061113,04~06,吉利里致遠二路87巷1 ~ 30號,北投區,北投區吉利里致遠二路87巷1號,25.1163965,121.51100919999999,555427049
汽車竊盜,1061113,13~15,劍南路(靠西湖福湖宮),中山區,中山區劍南路(靠西湖福湖宮),25.0888614,121.5546244,554827036
汽車竊盜,1061119,10~12,樟林里024鄰興隆路4段58巷16弄1 ~ 30號,文山區,文山區樟林里024鄰興隆路4段58巷16弄1號,24.992911,121.55866499999999,552726799
汽車竊盜,1061119,16~18,忠勤里中華路2段301巷底,中正區,中正區忠勤里中華路2段301巷底,25.029662300000002,121.505071,553526908
汽車竊盜,1061202,13~15,承德路2段61 ~ 90號,大同區,大同區承德路2段61號,25.05548,121.5184065,554026974
汽車竊盜,1061203,04~06,桂林路堤外61 ~ 90號,萬華區,萬華區桂林路堤外61號,25.039047399999998,121.4958233,553726931
汽車竊盜,1061204,04~06,寶興路80巷1 ~ 30號,萬華區,萬華區寶興路80巷1號,25.02601210000001,121.49433,553426895
汽車竊盜,1061207,13~15,延平河濱公園1 ~ 30號,大同區,大同區延平河濱公園1號,25.054116,121.507081,554026968
汽車竊盜,1061211,04~06,桂林路246巷38停車格弄,萬華區,萬華區桂林路246巷38停車格弄,25.036438699999998,121.49267959999999,553626923
汽車竊盜,1061211,10~12,桂林堤外便道91 ~ 120號,萬華區,萬華區桂林堤外便道91號,25.0379015,121.505719,553726930
汽車竊盜,1061212,07~09,雙園停車場481 ~ 510號,萬華區,萬華區雙園停車場481號,25.0277543,121.491674,553426899
汽車竊盜,1061212,07~09,長順街底堤外停車場第631 ~ 660號,萬華區,萬華區長順街底堤外停車場第631號,25.0313487,121.49074409999999,553526909
汽車竊盜,1061217,16~18,社園里通河西街2段31 ~ 60號,士林區,士林區社園里通河西街2段31號,25.089659100000002,121.511429,554827028
汽車竊盜,1061218,04~06,長順街堤外停車場301 ~ 330號,萬華區,萬華區長順街堤外停車場301號,25.033376399999998,121.48837320000001,553626914
汽車竊盜,1061222,19~21,安康路和成功路2段之間無名巷,內湖區,內湖區安康路和成功路2段之間無名巷,25.06006510000001,121.59137450000001,554126999
汽車竊盜,1061227,19~21,潭美街與新明路460巷口(路邊61 ~ 90號,內湖區,內湖區潭美街與新明路460巷口(路邊61號,25.053486,121.5787368,554026983
汽車竊盜,1070101,10~12,三犁里松德路301 ~ 330號,信義區,信義區三犁里松德路301號,25.031725899999998,121.574712,553526929
汽車竊盜,1070106,16~18,玉門街1 ~ 30號,中山區,中山區玉門街1號,25.0704569,121.52046100000001,554427002
汽車竊盜,1070111,19~21,長順街堤外便道,萬華區,萬華區長順街堤外便道,25.032412899999997,121.4886637,553526912
汽車竊盜,1070111,19~21,榮華里天母西路117巷堤防旁,北投區,北投區榮華里天母西路117巷堤防旁,25.120615,121.5240513,555527054
汽車竊盜,1070114,10~12,華中堤外停車場第4車道31 ~ 60號,萬華區,萬華區華中堤外停車場第4車道31號,25.0157034,121.49652920000001,553226864
汽車竊盜,1070115,04~06,福順里008鄰延平北路5段61 ~ 90號,士林區,士林區福順里008鄰延平北路5段61號,25.0804767,121.5106319,554627016
