state_code,house_unitPrice,lease_unitPrice,cloth_done,convStore_done,edu_all_statecode,hardware_done,hsp_and_clc,illegal_don,job_stat_code,mrt,night_club,park,restaurant_statcode,ubike,center,center_lat,center_lon,dist,vil
553526923,760000.0,1225.0,1.0,1.0,1.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,76.0,0.0,"(25.030748638920542, 121.5601205666869)",25.030748638920542,121.5601205666869,信義區,景聯里
553526924,683000.0,1395.5,1.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,112.0,0.0,"(25.030748638920542, 121.56463558592908)",25.030748638920542,121.56463558592908,信義區,景新里
553526925,810500.0,1442.0,4.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,114.0,0.0,"(25.030748638920542, 121.56915060517126)",25.030748638920542,121.56915060517126,信義區,三犁里
553526926,748000.0,1455.0,2.0,3.0,0.0,1.0,1.0,0.0,52.0,0.0,2.0,0.0,73.0,0.0,"(25.030748638920542, 121.57366562441342)",25.030748638920542,121.57366562441342,信義區,三犁里
553526927,1004500.0,2312.0,0.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,34.0,0.0,"(25.030748638920542, 121.5781806436556)",25.030748638920542,121.5781806436556,信義區,松隆里
553526928,798500.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,26.0,0.0,"(25.030748638920542, 121.58269566289778)",25.030748638920542,121.58269566289778,信義區,松隆里
553526929,851000.0,1225.0,0.0,0.0,1.0,0.0,0.0,2.0,12.0,1.0,1.0,0.0,19.0,0.0,"(25.030748638920542, 121.58721068213995)",25.030748638920542,121.58721068213995,信義區,中行里
553526931,502000.0,821.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,"(25.030748638920542, 121.59624072062431)",25.030748638920542,121.59624072062431,南港區,九如里
553526932,558000.0,1225.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.030748638920542, 121.60075573986647)",25.030748638920542,121.60075573986647,南港區,九如里
553626914,331000.0,1225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,"(25.035270497585326, 121.46451337379133)",25.035270497585326,121.46451337379133,板橋區,溪頭里
553626915,337000.0,1225.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,"(25.035270497585326, 121.46902635056496)",25.035270497585326,121.46902635056496,板橋區,溪頭里
553626916,347000.0,1225.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,"(25.035270497585326, 121.4735393273386)",25.035270497585326,121.4735393273386,板橋區,柏翠里
553626917,359000.0,906.0,7.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,"(25.035270497585326, 121.47805230411223)",25.035270497585326,121.47805230411223,板橋區,柏翠里
553626918,348000.0,1225.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,"(25.035270497585326, 121.48256528088585)",25.035270497585326,121.48256528088585,板橋區,柏翠里
553626919,404000.0,1350.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,"(25.035270497585326, 121.48707825765948)",25.035270497585326,121.48707825765948,萬華區,華江里
553626920,334000.0,931.5,19.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,23.0,0.0,"(25.035270497585326, 121.4915912344331)",25.035270497585326,121.4915912344331,萬華區,華江里
553626921,503000.0,1100.0,8.0,4.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,60.0,0.0,"(25.035270497585326, 121.49610421120673)",25.035270497585326,121.49610421120673,萬華區,糖部里
553626922,350000.0,1225.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,"(25.035270497585326, 121.50061718798035)",25.035270497585326,121.50061718798035,萬華區,富民里
553626923,739000.0,1225.0,2.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,80.0,0.0,"(25.035270497585326, 121.50513016475398)",25.035270497585326,121.50513016475398,萬華區,富福里
553626924,653500.0,1100.0,7.0,3.0,2.0,1.0,1.0,9.0,2.0,0.0,0.0,0.0,88.0,0.0,"(25.035270497585326, 121.5096431415276)",25.035270497585326,121.5096431415276,中正區,南門里
553626925,794000.0,1719.5,2.0,5.0,2.0,1.0,1.0,10.0,5.0,2.0,0.0,0.0,134.0,0.0,"(25.035270497585326, 121.51415611830124)",25.035270497585326,121.51415611830124,中正區,建國里
553626926,847000.0,1142.0,6.0,5.0,2.0,2.0,3.0,12.0,12.0,1.0,0.0,0.0,134.0,0.0,"(25.035270497585326, 121.51866909507487)",25.035270497585326,121.51866909507487,中正區,東門里
553626927,864000.0,1833.0,3.0,4.0,2.0,0.0,1.0,7.0,28.0,0.0,0.0,0.0,93.0,0.0,"(25.035270497585326, 121.5231820718485)",25.035270497585326,121.5231820718485,中正區,東門里
553626928,753500.0,1833.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,70.0,2.0,"(25.035270497585326, 121.52769504862212)",25.035270497585326,121.52769504862212,中正區,文祥里
553626929,807000.0,1225.0,2.0,2.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,95.0,0.0,"(25.035270497585326, 121.53220802539575)",25.035270497585326,121.53220802539575,中正區,三愛里
553626930,833000.0,1744.5,0.0,4.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,131.0,0.0,"(25.035270497585326, 121.53672100216937)",25.035270497585326,121.53672100216937,大安區,民炤里
553626931,835000.0,1253.5,2.0,2.0,2.0,0.0,1.0,5.0,18.0,0.0,1.0,0.0,180.0,0.0,"(25.035270497585326, 121.541233978943)",25.035270497585326,121.541233978943,大安區,和安里
553626932,749000.0,1225.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,133.0,0.0,"(25.035270497585326, 121.54574695571662)",25.035270497585326,121.54574695571662,大安區,仁慈里
553626933,746000.0,1078.0,0.0,2.0,2.0,0.0,2.0,5.0,122.0,0.0,3.0,0.0,86.0,0.0,"(25.035270497585326, 121.55025993249026)",25.035270497585326,121.55025993249026,大安區,敦安里
553626934,826000.0,1330.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,67.0,0.0,"(25.035270497585326, 121.55477290926389)",25.035270497585326,121.55477290926389,大安區,光信里
553626935,849000.0,1225.0,0.0,1.0,1.0,0.0,1.0,1.0,21.0,0.0,2.0,0.0,103.0,0.0,"(25.035270497585326, 121.55928588603751)",25.035270497585326,121.55928588603751,信義區,西村里
553626936,697000.0,1225.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,87.0,0.0,"(25.035270497585326, 121.56379886281114)",25.035270497585326,121.56379886281114,信義區,西村里
553626937,750000.0,1312.0,0.0,3.0,1.0,0.0,4.0,0.0,25.0,0.0,5.0,0.0,179.0,1.0,"(25.035270497585326, 121.56831183958477)",25.035270497585326,121.56831183958477,信義區,安康里
553626938,744000.0,1250.0,3.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,6.0,0.0,247.0,0.0,"(25.035270497585326, 121.57282481635839)",25.035270497585326,121.57282481635839,信義區,安康里
553626939,730000.0,1250.0,0.0,1.0,2.0,0.0,0.0,1.0,15.0,0.0,2.0,0.0,164.0,0.0,"(25.035270497585326, 121.57733779313202)",25.035270497585326,121.57733779313202,信義區,松友里
553626940,1015000.0,1500.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,0.0,1.0,0.0,61.0,0.0,"(25.035270497585326, 121.58185076990564)",25.035270497585326,121.58185076990564,信義區,松隆里
553626941,688000.0,1428.0,0.0,2.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,31.0,1.0,"(25.035270497585326, 121.58636374667927)",25.035270497585326,121.58636374667927,信義區,中行里
553626942,699000.0,1225.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,"(25.035270497585326, 121.59087672345291)",25.035270497585326,121.59087672345291,南港區,百福里
553626943,507000.0,1225.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,"(25.035270497585326, 121.59538970022653)",25.035270497585326,121.59538970022653,南港區,仁福里
553626944,594500.0,1225.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,"(25.035270497585326, 121.59990267700016)",25.035270497585326,121.59990267700016,南港區,新光里
553626945,348000.0,1225.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,"(25.035270497585326, 121.60441565377378)",25.035270497585326,121.60441565377378,南港區,九如里
553626946,355000.0,1225.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"(25.035270497585326, 121.60892863054741)",25.035270497585326,121.60892863054741,南港區,九如里
553626947,334500.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.035270497585326, 121.61344160732104)",25.035270497585326,121.61344160732104,南港區,九如里
553626949,213000.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"(25.035270497585326, 121.62246756086829)",25.035270497585326,121.62246756086829,南港區,舊莊里
553626950,228000.0,1225.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.035270497585326, 121.62698053764193)",25.035270497585326,121.62698053764193,南港區,舊莊里
553626951,301000.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.035270497585326, 121.63149351441555)",25.035270497585326,121.63149351441555,南港區,舊莊里
553626952,335000.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.035270497585326, 121.63600649118918)",25.035270497585326,121.63600649118918,南港區,舊莊里
553626953,284500.0,1225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.035270497585326, 121.6405194679628)",25.035270497585326,121.6405194679628,汐止區,白雲里
553626954,307500.0,1225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.035270497585326, 121.64503244473643)",25.035270497585326,121.64503244473643,汐止區,白雲里
553726927,448500.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.039792356250114, 121.47071584660434)",25.039792356250114,121.47071584660434,三重區,中興里
553726928,335000.0,1175.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,"(25.039792356250114, 121.47522687495255)",25.039792356250114,121.47522687495255,板橋區,柏翠里
553726929,374500.0,1225.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,"(25.039792356250114, 121.47973790330077)",25.039792356250114,121.47973790330077,三重區,德厚里
553726930,612000.0,1280.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,40.0,0.0,"(25.039792356250114, 121.48424893164899)",25.039792356250114,121.48424893164899,三重區,德厚里
553726931,510000.0,977.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,"(25.039792356250114, 121.4887599599972)",25.039792356250114,121.4887599599972,萬華區,柳鄉里
553726932,502000.0,1225.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,"(25.039792356250114, 121.49327098834542)",25.039792356250114,121.49327098834542,萬華區,柳鄉里
553726933,447000.0,1383.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,"(25.039792356250114, 121.49778201669363)",25.039792356250114,121.49778201669363,萬華區,青山里
553726934,693000.0,1300.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,32.0,0.0,"(25.039792356250114, 121.50229304504185)",25.039792356250114,121.50229304504185,萬華區,福音里
553726935,467000.0,1214.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,50.0,0.0,"(25.039792356250114, 121.50680407339007)",25.039792356250114,121.50680407339007,萬華區,新起里
553726936,654000.0,1400.5,1.0,3.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,41.0,0.0,"(25.039792356250114, 121.51131510173829)",25.039792356250114,121.51131510173829,中正區,建國里
553726937,643000.0,1211.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,40.0,0.0,"(25.039792356250114, 121.51582613008651)",25.039792356250114,121.51582613008651,中正區,黎明里
553726938,829000.0,1500.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,71.0,1.0,"(25.039792356250114, 121.52033715843471)",25.039792356250114,121.52033715843471,中正區,東門里
553726939,709500.0,1400.0,0.0,1.0,1.0,0.0,1.0,3.0,17.0,0.0,0.0,1.0,85.0,1.0,"(25.039792356250114, 121.52484818678293)",25.039792356250114,121.52484818678293,中正區,東門里
553726940,865000.0,1375.0,1.0,2.0,0.0,0.0,4.0,3.0,9.0,0.0,3.0,0.0,128.0,0.0,"(25.039792356250114, 121.52935921513115)",25.039792356250114,121.52935921513115,中正區,文北里
553726941,936000.0,1750.0,0.0,2.0,1.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,131.0,0.0,"(25.039792356250114, 121.53387024347937)",25.039792356250114,121.53387024347937,大安區,民輝里
553726942,937000.0,1625.0,4.0,6.0,1.0,1.0,2.0,3.0,21.0,0.0,4.0,0.0,163.0,0.0,"(25.039792356250114, 121.53838127182759)",25.039792356250114,121.53838127182759,大安區,義村里
553726943,765000.0,1500.0,2.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,168.0,0.0,"(25.039792356250114, 121.54289230017581)",25.039792356250114,121.54289230017581,大安區,義村里
553726944,829500.0,1750.0,4.0,1.0,2.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,213.0,0.0,"(25.039792356250114, 121.54740332852401)",25.039792356250114,121.54740332852401,大安區,仁愛里
553726945,761000.0,1625.0,6.0,3.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,218.0,0.0,"(25.039792356250114, 121.55191435687223)",25.039792356250114,121.55191435687223,大安區,建倫里
553726946,793000.0,1534.0,9.0,6.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,446.0,0.0,"(25.039792356250114, 121.55642538522045)",25.039792356250114,121.55642538522045,大安區,正聲里
553726947,753000.0,1318.0,9.0,4.0,0.0,0.0,1.0,3.0,24.0,0.0,2.0,0.0,572.0,0.0,"(25.039792356250114, 121.56093641356867)",25.039792356250114,121.56093641356867,信義區,興隆里
553726948,880000.0,1225.0,4.0,1.0,1.0,1.0,5.0,0.0,13.0,1.0,1.0,0.0,263.0,0.0,"(25.039792356250114, 121.56544744191689)",25.039792356250114,121.56544744191689,信義區,興雅里
553726949,820000.0,1225.0,11.0,0.0,2.0,3.0,8.0,2.0,18.0,1.0,1.0,0.0,274.0,0.0,"(25.039792356250114, 121.5699584702651)",25.039792356250114,121.5699584702651,信義區,興雅里
553726950,845000.0,1625.0,6.0,6.0,1.0,0.0,1.0,4.0,48.0,0.0,4.0,0.0,150.0,0.0,"(25.039792356250114, 121.57446949861333)",25.039792356250114,121.57446949861333,信義區,廣居里
553726951,671500.0,1225.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,239.0,0.0,"(25.039792356250114, 121.57898052696153)",25.039792356250114,121.57898052696153,信義區,松光里
553726952,715000.0,1277.0,3.0,3.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,142.0,0.0,"(25.039792356250114, 121.58349155530975)",25.039792356250114,121.58349155530975,信義區,中坡里
553726953,620000.0,1650.0,0.0,4.0,0.0,0.0,1.0,5.0,16.0,0.0,0.0,0.0,114.0,1.0,"(25.039792356250114, 121.58800258365797)",25.039792356250114,121.58800258365797,南港區,百福里
553726954,647000.0,1366.0,0.0,2.0,0.0,3.0,0.0,5.0,11.0,0.0,0.0,0.0,62.0,0.0,"(25.039792356250114, 121.59251361200619)",25.039792356250114,121.59251361200619,南港區,仁福里
553726955,500000.0,1225.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,"(25.039792356250114, 121.5970246403544)",25.039792356250114,121.5970246403544,南港區,仁福里
553726956,450500.0,1166.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,"(25.039792356250114, 121.60153566870262)",25.039792356250114,121.60153566870262,南港區,中南里
553726957,465000.0,733.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,"(25.039792356250114, 121.60604669705083)",25.039792356250114,121.60604669705083,南港區,中南里
553726958,296000.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"(25.039792356250114, 121.61055772539905)",25.039792356250114,121.61055772539905,南港區,中研里
553726959,550500.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"(25.039792356250114, 121.61506875374727)",25.039792356250114,121.61506875374727,南港區,中研里
553726961,544000.0,1225.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.039792356250114, 121.6240908104437)",25.039792356250114,121.6240908104437,汐止區,東勢里
553726962,272000.0,1225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.039792356250114, 121.62860183879192)",25.039792356250114,121.62860183879192,汐止區,東勢里
553726963,341500.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"(25.039792356250114, 121.63311286714014)",25.039792356250114,121.63311286714014,汐止區,東勢里
553726964,340000.0,1225.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,"(25.039792356250114, 121.63762389548835)",25.039792356250114,121.63762389548835,汐止區,橫科里
553726965,342500.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"(25.039792356250114, 121.64213492383657)",25.039792356250114,121.64213492383657,汐止區,橫科里
553826939,417000.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.0443142149149, 121.47488663030818)",25.0443142149149,121.47488663030818,三重區,五谷里
553826940,294000.0,1272.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,"(25.0443142149149, 121.47939580407274)",25.0443142149149,121.47939580407274,三重區,德厚里
553826941,437000.0,1071.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,31.0,0.0,"(25.0443142149149, 121.4839049778373)",25.0443142149149,121.4839049778373,三重區,德厚里
553826942,485500.0,1333.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,128.0,0.0,"(25.0443142149149, 121.48841415160186)",25.0443142149149,121.48841415160186,三重區,成功里
553826943,600000.0,1444.0,28.0,3.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,121.0,0.0,"(25.0443142149149, 121.49292332536642)",25.0443142149149,121.49292332536642,三重區,成功里
553826944,432500.0,1374.5,23.0,2.0,0.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,194.0,0.0,"(25.0443142149149, 121.49743249913097)",25.0443142149149,121.49743249913097,萬華區,菜園里
553826945,686000.0,1333.0,11.0,1.0,2.0,0.0,1.0,3.0,6.0,1.0,0.0,0.0,90.0,0.0,"(25.0443142149149, 121.50194167289553)",25.0443142149149,121.50194167289553,萬華區,菜園里
553826946,749000.0,1250.0,15.0,3.0,0.0,0.0,2.0,2.0,37.0,0.0,0.0,1.0,120.0,0.0,"(25.0443142149149, 121.50645084666009)",25.0443142149149,121.50645084666009,萬華區,萬壽里
553826947,506000.0,1500.0,8.0,2.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,169.0,0.0,"(25.0443142149149, 121.51096002042465)",25.0443142149149,121.51096002042465,中正區,光復里
553826948,550500.0,1029.0,4.0,5.0,2.0,2.0,1.0,2.0,34.0,0.0,0.0,0.0,241.0,0.0,"(25.0443142149149, 121.51546919418921)",25.0443142149149,121.51546919418921,中正區,黎明里
553826949,603000.0,1428.0,5.0,8.0,1.0,1.0,2.0,2.0,37.0,0.0,0.0,0.0,254.0,0.0,"(25.0443142149149, 121.51997836795375)",25.0443142149149,121.51997836795375,中正區,幸福里
553826950,630000.0,1171.0,4.0,6.0,0.0,2.0,1.0,8.0,16.0,0.0,1.0,1.0,284.0,1.0,"(25.0443142149149, 121.52448754171832)",25.0443142149149,121.52448754171832,中正區,幸福里
553826951,788500.0,1500.0,11.0,10.0,0.0,4.0,4.0,6.0,24.0,0.0,6.0,1.0,392.0,0.0,"(25.0443142149149, 121.52899671548288)",25.0443142149149,121.52899671548288,中正區,梅花里
553826952,826500.0,1333.0,21.0,5.0,0.0,1.0,3.0,1.0,43.0,0.0,0.0,0.0,461.0,0.0,"(25.0443142149149, 121.53350588924744)",25.0443142149149,121.53350588924744,大安區,民輝里
553826953,744000.0,1666.0,20.0,7.0,0.0,4.0,2.0,2.0,5.0,0.0,5.0,0.0,565.0,0.0,"(25.0443142149149, 121.538015063012)",25.0443142149149,121.538015063012,大安區,昌隆里
553826954,850000.0,1550.0,15.0,9.0,0.0,0.0,1.0,1.0,35.0,0.0,1.0,0.0,316.0,0.0,"(25.0443142149149, 121.54252423677656)",25.0443142149149,121.54252423677656,大安區,誠安里
553826955,705500.0,1666.0,1.0,4.0,0.0,2.0,0.0,3.0,23.0,0.0,3.0,2.0,267.0,0.0,"(25.0443142149149, 121.5470334105411)",25.0443142149149,121.5470334105411,大安區,光武里
553826956,719000.0,1033.0,2.0,1.0,1.0,2.0,2.0,2.0,15.0,0.0,3.0,0.0,245.0,1.0,"(25.0443142149149, 121.55154258430566)",25.0443142149149,121.55154258430566,大安區,建安里
553826957,655000.0,1500.0,3.0,2.0,1.0,0.0,0.0,5.0,13.0,0.0,2.0,1.0,181.0,0.0,"(25.0443142149149, 121.55605175807023)",25.0443142149149,121.55605175807023,大安區,華聲里
553826958,677000.0,1333.0,3.0,2.0,0.0,1.0,0.0,3.0,16.0,0.0,0.0,2.0,104.0,0.0,"(25.0443142149149, 121.56056093183479)",25.0443142149149,121.56056093183479,信義區,新仁里
553826959,724500.0,1360.0,1.0,4.0,3.0,1.0,1.0,5.0,13.0,0.0,1.0,0.0,203.0,0.0,"(25.0443142149149, 121.56507010559935)",25.0443142149149,121.56507010559935,信義區,新仁里
553826960,670000.0,1354.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,82.0,0.0,"(25.0443142149149, 121.5695792793639)",25.0443142149149,121.5695792793639,信義區,敦厚里
553826961,724000.0,1500.0,2.0,4.0,0.0,2.0,0.0,3.0,5.0,0.0,1.0,0.0,54.0,0.0,"(25.0443142149149, 121.57408845312845)",25.0443142149149,121.57408845312845,信義區,五全里
553826962,685000.0,1225.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,30.0,0.0,"(25.0443142149149, 121.57859762689301)",25.0443142149149,121.57859762689301,信義區,永春里
553826963,648000.0,1333.0,0.0,2.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,36.0,0.0,"(25.0443142149149, 121.58310680065757)",25.0443142149149,121.58310680065757,南港區,萬福里
553826964,627000.0,1380.0,4.0,3.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,43.0,0.0,"(25.0443142149149, 121.58761597442214)",25.0443142149149,121.58761597442214,南港區,成福里
553826965,593000.0,1000.0,17.0,3.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,51.0,0.0,"(25.0443142149149, 121.59212514818668)",25.0443142149149,121.59212514818668,南港區,成福里
553826966,564000.0,1250.0,19.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,"(25.0443142149149, 121.59663432195124)",25.0443142149149,121.59663432195124,南港區,新光里
553826967,647000.0,1375.0,17.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,"(25.0443142149149, 121.6011434957158)",25.0443142149149,121.6011434957158,南港區,中南里
553826968,610000.0,1237.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,0.0,"(25.0443142149149, 121.60565266948036)",25.0443142149149,121.60565266948036,南港區,中南里
553826969,661000.0,1125.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,"(25.0443142149149, 121.61016184324492)",25.0443142149149,121.61016184324492,南港區,中研里
553826970,474000.0,1225.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.0443142149149, 121.61467101700947)",25.0443142149149,121.61467101700947,南港區,中研里
553826973,481000.0,1225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,"(25.0443142149149, 121.62819853830315)",25.0443142149149,121.62819853830315,汐止區,橫科里
553826974,405000.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"(25.0443142149149, 121.63270771206771)",25.0443142149149,121.63270771206771,汐止區,橫科里
553826975,320000.0,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"(25.0443142149149, 121.63721688583227)",25.0443142149149,121.63721688583227,汐止區,橫科里
553926948,459000.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(25.048836073579686, 121.46801468048788)",25.048836073579686,121.46801468048788,三重區,中興里
553926952,482000.0,1333.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,"(25.048836073579686, 121.48604433181251)",25.048836073579686,121.48604433181251,三重區,成功里
553926953,512000.0,1225.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,"(25.048836073579686, 121.49055174464367)",25.048836073579686,121.49055174464367,三重區,成功里
553926954,437500.0,1275.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,20.0,0.0,"(25.048836073579686, 121.49505915747483)",25.048836073579686,121.49505915747483,三重區,成功里
553926955,783000.0,1233.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,"(25.048836073579686, 121.49956657030599)",25.048836073579686,121.49956657030599,三重區,成功里
553926956,853000.0,1500.0,0.0,0.0,0.0,2.0,0.0,1.0,12.0,0.0,0.0,0.0,63.0,0.0,"(25.048836073579686, 121.50407398313715)",25.048836073579686,121.50407398313715,萬華區,福星里
553926957,543000.0,1333.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,133.0,0.0,"(25.048836073579686, 121.5085813959683)",25.048836073579686,121.5085813959683,大同區,玉泉里
553926958,623000.0,1700.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,33.0,0.0,"(25.048836073579686, 121.51308880879947)",25.048836073579686,121.51308880879947,中正區,光復里
