state_code,unitPrice,cloth_done,convStore_done,edu_all_statecode,hardware_done,hsp_and_clc,illegal_don,mrt,night_club,park,ubike,restaurant,job
554026966,550000.0,7.0,1.0,,2.0,,1.0,,2.0,,,108.0,
554026967,565000.0,4.0,5.0,,1.0,1.0,7.0,,2.0,,,167.0,9.0
554026968,600500.0,4.0,3.0,,1.0,4.0,7.0,1.0,,,,250.0,21.0
554026969,650500.0,4.0,6.0,,1.0,1.0,,,1.0,1.0,,181.0,28.0
554026970,629000.0,5.0,3.0,,,1.0,4.0,,,,,192.0,25.0
554026971,673000.0,9.0,7.0,1.0,,2.0,3.0,,1.0,,,206.0,46.0
554026972,603500.0,11.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,232.0,24.0
554026973,642000.0,7.0,5.0,,3.0,2.0,2.0,1.0,,,,320.0,43.0
554026974,700000.0,5.0,8.0,1.0,1.0,2.0,4.0,,1.0,,1.0,333.0,33.0
554026975,597000.0,2.0,5.0,,1.0,2.0,2.0,2.0,,,,290.0,31.0
554026976,664000.0,5.0,4.0,3.0,1.0,,1.0,,1.0,,,211.0,5.0
554026977,672500.0,2.0,5.0,2.0,1.0,,1.0,,,,,161.0,15.0
554026978,635000.0,1.0,3.0,,,,2.0,,,,,113.0,15.0
554026979,618000.0,,2.0,1.0,,,3.0,,,,,104.0,24.0
554026980,655000.0,,1.0,,,2.0,1.0,,,,,42.0,3.0
554026981,628500.0,1.0,2.0,1.0,,,2.0,,1.0,,,31.0,72.0
554026982,607500.0,1.0,1.0,,,,1.0,,1.0,,,9.0,
554026983,630500.0,1.0,1.0,,1.0,,2.0,,,,,7.0,9.0
554026984,442000.0,,2.0,3.0,,,1.0,,,,,4.0,
554026985,391000.0,,,2.0,1.0,,1.0,,,,,28.0,
554026986,416000.0,,2.0,,,,1.0,,,,,34.0,
554026987,442500.0,1.0,2.0,2.0,1.0,,3.0,,,,,35.0,13.0
554026988,475500.0,,,,,,4.0,,,,,27.0,7.0
554026989,456000.0,1.0,,,1.0,,3.0,,,,,22.0,1.0
554026990,461000.0,,,1.0,,,2.0,,,,,18.0,2.0
554026991,455000.0,,3.0,,3.0,,2.0,,,,,25.0,1.0
554026992,439000.0,1.0,,1.0,,1.0,3.0,,,,,10.0,
554026993,576000.0,1.0,,1.0,,,,,,,,20.0,8.0
554026994,536000.0,,1.0,,2.0,,,,,,,37.0,
554026995,393000.0,,,,,,,,,,,11.0,
554126973,519000.0,,1.0,,,,,,,,,21.0,1.0
554126974,464000.0,1.0,,,,1.0,2.0,,,,,32.0,
554126975,516000.0,2.0,1.0,1.0,1.0,,1.0,,,,,61.0,1.0
554126976,610000.0,2.0,6.0,1.0,,3.0,7.0,,,,,114.0,17.0
554126977,726000.0,,4.0,,1.0,,3.0,,1.0,,,112.0,9.0
554126978,800500.0,3.0,5.0,2.0,,1.0,3.0,,1.0,,,105.0,
554126979,513500.0,2.0,8.0,,2.0,2.0,1.0,,1.0,,1.0,163.0,6.0
554126980,472500.0,5.0,5.0,2.0,1.0,,1.0,,1.0,,,163.0,18.0
554126981,539000.0,3.0,5.0,,1.0,1.0,6.0,,,,,175.0,7.0
554126982,497000.0,1.0,4.0,,1.0,1.0,5.0,,,1.0,,152.0,15.0
554126983,640000.0,4.0,6.0,1.0,1.0,2.0,1.0,,,,,137.0,35.0
554126984,598000.0,1.0,6.0,2.0,1.0,,4.0,,1.0,,,120.0,34.0
554126985,622000.0,,2.0,,1.0,1.0,4.0,,1.0,,,134.0,20.0
554126986,615500.0,,4.0,1.0,,3.0,1.0,,,,,168.0,65.0
554126987,624000.0,4.0,3.0,,,,6.0,,1.0,,,196.0,6.0
554126988,642000.0,8.0,2.0,,,1.0,5.0,,,,,167.0,51.0
554126989,602000.0,1.0,9.0,1.0,,,3.0,,,,,116.0,8.0
554126990,637000.0,4.0,2.0,,,,,,,,,49.0,3.0
554126991,604000.0,1.0,3.0,1.0,,1.0,1.0,,,,,51.0,1.0
554126992,655000.0,1.0,1.0,,1.0,,,,,,,27.0,12.0
554126993,593000.0,2.0,1.0,1.0,,1.0,1.0,,,,,24.0,8.0
554126994,555000.0,,4.0,,,,2.0,,,,,13.0,19.0
554126995,601000.0,,1.0,1.0,,,3.0,,,,,30.0,2.0
554126996,572000.0,1.0,,,1.0,,1.0,,,,,17.0,5.0
554126997,697500.0,,1.0,,,,2.0,,,,,11.0,29.0
554126998,424000.0,,,2.0,1.0,,1.0,,,,,4.0,23.0
554126999,523000.0,,,,,,2.0,,,,,11.0,35.0
554127001,604500.0,,2.0,,1.0,,,,,,,3.0,64.0
554127002,645500.0,,1.0,,1.0,,,,,,,7.0,17.0
554127003,512000.0,,1.0,,,,,,,,,1.0,
554127004,585500.0,1.0,,,,,1.0,,,,,23.0,
554226981,421000.0,,,,,,,,,,,,
554226982,528000.0,,,,,,,,,,,21.0,
554226983,645000.0,1.0,,1.0,1.0,,,,,,,13.0,
554226984,596000.0,2.0,3.0,3.0,,,2.0,,,,,31.0,8.0
554226985,483000.0,2.0,1.0,,1.0,1.0,1.0,,,,,40.0,5.0
554226986,639000.0,2.0,1.0,2.0,,1.0,4.0,,,,1.0,81.0,14.0
554226987,596000.0,1.0,3.0,,2.0,,6.0,,,,,118.0,19.0
554226988,719000.0,,8.0,1.0,1.0,1.0,9.0,,,,,171.0,14.0
554226989,575000.0,1.0,2.0,3.0,1.0,1.0,3.0,,,,,166.0,30.0
554226990,624500.0,4.0,6.0,5.0,1.0,2.0,2.0,,,,1.0,182.0,38.0
554226991,556000.0,2.0,1.0,1.0,,,5.0,,1.0,,,129.0,26.0
554226992,636000.0,5.0,1.0,,,,6.0,,,,,102.0,24.0
554226993,670500.0,3.0,2.0,,,2.0,3.0,,,,,115.0,31.0
554226994,681000.0,,2.0,,1.0,,1.0,,,1.0,,71.0,
554226995,669000.0,,3.0,2.0,,2.0,5.0,,,1.0,,56.0,
554226996,617000.0,,,1.0,,,1.0,,,,,44.0,3.0
554226997,539500.0,,1.0,2.0,2.0,,,1.0,,,,23.0,1.0
554226998,616500.0,,,,,,,,,,,24.0,2.0
554226999,552000.0,,,2.0,,,,,,,,30.0,3.0
554227000,533500.0,,,,,,,,,,1.0,16.0,18.0
554227001,550000.0,,1.0,,,,,,,,,35.0,8.0
554227002,506500.0,,1.0,,,,,,,,,3.0,6.0
554227003,644000.0,,,,,,2.0,,,,,10.0,11.0
554227004,459000.0,,1.0,,,,,,,,,7.0,8.0
554227005,804000.0,,,,,,1.0,,,,,3.0,11.0
554227006,528000.0,,2.0,,,,2.0,,,,,3.0,10.0
554227007,582000.0,,1.0,,,,,,,,,1.0,
554227008,497000.0,,,,,,,,,,,,
554227009,606000.0,,,,,,,,,,,,
554227010,575500.0,,,,,,,,,,,,
554326990,463000.0,,,,,,,,,,,9.0,
554326991,451500.0,1.0,,,,,,,,,,22.0,
554326992,520000.0,,,1.0,2.0,,1.0,,,,,18.0,4.0
554326993,476000.0,6.0,4.0,1.0,,,2.0,,,,,50.0,
554326994,579500.0,2.0,3.0,1.0,1.0,,2.0,,3.0,,,90.0,11.0
554326995,547500.0,2.0,1.0,,2.0,,3.0,,2.0,,,62.0,5.0
554326996,717000.0,3.0,3.0,1.0,,,2.0,,7.0,,,74.0,9.0
554326997,527000.0,4.0,5.0,2.0,2.0,,3.0,,,,,52.0,12.0
554326998,520000.0,,6.0,,,,2.0,,,,,72.0,
554326999,481000.0,1.0,5.0,,1.0,1.0,3.0,,,,,99.0,3.0
554327000,555000.0,,2.0,,1.0,,2.0,,,,,30.0,
554327001,548500.0,,,,2.0,,1.0,,,,,7.0,
554327002,523500.0,,,,,,1.0,,,,,5.0,
554327003,493000.0,,,,,,2.0,,,,,1.0,
554327004,502500.0,,,,,,,,,,,1.0,8.0
554327005,567500.0,,,,,,,,,,,9.0,
554327007,471500.0,,,,,,,,,,,3.0,7.0
554327008,412000.0,,,,,1.0,1.0,,,,,3.0,6.0
554327009,479000.0,,,,1.0,,1.0,,,,,2.0,17.0
554327010,412000.0,,1.0,,,,,,,,,3.0,2.0
554327011,487000.0,1.0,,,,1.0,2.0,,,,,2.0,4.0
554327012,433000.0,,,,,,3.0,,,,,6.0,3.0
554327013,501000.0,,2.0,,1.0,,2.0,,,,1.0,13.0,14.0
554327014,479000.0,2.0,1.0,1.0,1.0,,1.0,,,,,29.0,
554327015,555000.0,,1.0,2.0,,,,,,,,11.0,286.0
554327016,533000.0,,2.0,1.0,,,1.0,,,,,9.0,
554327017,517000.0,,,,1.0,,1.0,,,,,,
554327018,498000.0,,1.0,1.0,,,1.0,,,,,6.0,
554327019,519000.0,,,1.0,1.0,,2.0,,,,,15.0,
554327020,427500.0,2.0,2.0,,,,2.0,,,,,41.0,
554327021,381000.0,1.0,2.0,1.0,1.0,,1.0,,,,,14.0,
554327022,363000.0,,,,1.0,,1.0,,,,,3.0,
554426998,500500.0,,1.0,,,,,,,,,1.0,
554426999,507500.0,,,,1.0,,,,,,,5.0,
554427000,402500.0,1.0,,1.0,,,,,,,,6.0,
554427001,533000.0,,,,,,,,1.0,,,17.0,3.0
554427002,526000.0,,2.0,,1.0,,5.0,,,,,75.0,2.0
554427003,524000.0,,1.0,,1.0,,2.0,,,2.0,,51.0,
554427004,550000.0,,2.0,,,,3.0,2.0,,,,38.0,
554427005,442000.0,,1.0,,,,1.0,,,1.0,,20.0,
554427006,568500.0,1.0,,2.0,,,,,,,,13.0,
554427007,977000.0,,,,,,1.0,,,,,4.0,
554427014,393000.0,,1.0,,,,,,,,,7.0,18.0
554427015,597000.0,,2.0,,,,1.0,,,,,4.0,9.0
554427016,524000.0,,,1.0,,,,,,,,10.0,5.0
554427017,591500.0,,,,,,1.0,,,,,19.0,25.0
554427018,552000.0,1.0,1.0,,,,,,,,,15.0,26.0
554427019,581000.0,,2.0,,,,,,,,,9.0,13.0
554427020,541000.0,,,,,1.0,,,,,,8.0,19.0
554427021,405000.0,,,,1.0,,1.0,,,,,23.0,1.0
554427022,540500.0,2.0,1.0,,,,,,,,,52.0,
554427023,463500.0,3.0,2.0,1.0,,,1.0,,,,,33.0,
554427024,509000.0,2.0,,2.0,2.0,,2.0,,,,,35.0,
554427025,474500.0,,3.0,,,,1.0,,,,1.0,23.0,
554427026,528000.0,,2.0,,,,,,,,,27.0,
554427027,436000.0,,,1.0,,,1.0,,,,,,
554427028,410000.0,,,,,,,,,,,1.0,
554427029,337000.0,,1.0,,,,1.0,,,,,2.0,
554427030,393500.0,,,,,,,,,,,,
554527006,320000.0,,,,,,,,,,,4.0,
554527007,426000.0,,,1.0,1.0,,1.0,,,,,2.0,
554527008,480000.0,,1.0,,1.0,,,,,,,17.0,
554527009,581000.0,,,1.0,1.0,,,,,,,2.0,
554527010,432000.0,,,,1.0,,2.0,,,,,2.0,
554527011,404000.0,,,2.0,,,,,,,,2.0,
554527014,533000.0,,,,,,2.0,,,,,4.0,
554527018,341000.0,,,,,,,,,,,,
554527019,700000.0,,,2.0,,,,,,1.0,,,
554527020,803000.0,,1.0,,,,,,,,,14.0,7.0
554527021,743500.0,,1.0,,,,,,,,,15.0,62.0
554527022,515000.0,,1.0,,,,,,,,,9.0,35.0
554527023,463000.0,,,1.0,,,,,,,,40.0,60.0
554527024,485000.0,,3.0,,,,1.0,,,,,47.0,84.0
554527025,510000.0,1.0,1.0,,1.0,,2.0,,,,,87.0,15.0
554527026,554000.0,,2.0,,,2.0,,,,,,51.0,6.0
554527027,572000.0,,1.0,,,,2.0,,,,,32.0,
554527028,512000.0,,,2.0,,,,,,,,11.0,
554527029,467500.0,,2.0,3.0,,,,,,,,4.0,
554527030,504000.0,,2.0,,,,1.0,,,,,13.0,3.0
554527031,300500.0,,,1.0,,1.0,,,,,,3.0,
554527032,418000.0,,,,,,,,,,,1.0,
554527033,322500.0,,,,,,,,,,,,
554527034,395500.0,,1.0,,,,,,,,,,
554527035,367000.0,,,,1.0,,,,,,,,
554627014,376000.0,1.0,,1.0,,,,,,,,,
554627015,400000.0,,,,1.0,,,,,,,3.0,
554627016,439000.0,,1.0,,1.0,,1.0,,,,,11.0,
554627017,380000.0,,,,1.0,,,,,,,7.0,
554627018,480000.0,2.0,,1.0,,,4.0,,,,,15.0,
554627019,438000.0,1.0,1.0,,,,2.0,,,,,27.0,1.0
554627020,583000.0,1.0,1.0,,,,1.0,,,,,22.0,
554627021,492500.0,,,2.0,,,,,,,,31.0,73.0
554627022,796000.0,,1.0,1.0,,,1.0,,,,,18.0,
554627023,533500.0,1.0,,,,,,,,,,23.0,
554627024,688500.0,,2.0,1.0,,,,,,,,38.0,2.0
554627025,604000.0,,3.0,,,1.0,,,,,1.0,48.0,12.0
554627026,763000.0,1.0,2.0,2.0,,1.0,,,,,,95.0,67.0
554627027,586000.0,1.0,2.0,,,1.0,,,,1.0,,67.0,31.0
554627028,701500.0,,5.0,1.0,,,2.0,,,,,71.0,148.0
554627029,542000.0,,3.0,3.0,,2.0,,,,,,148.0,104.0
554627030,614000.0,1.0,3.0,1.0,,2.0,2.0,,,,,103.0,81.0
554627031,495000.0,2.0,3.0,1.0,2.0,1.0,6.0,,,,1.0,214.0,11.0
554627032,483000.0,1.0,2.0,1.0,2.0,,1.0,,,,,98.0,
554627033,470500.0,,1.0,,,,4.0,,,,,60.0,
554627034,580500.0,2.0,2.0,6.0,1.0,,2.0,,,,,41.0,1.0
554627035,649500.0,2.0,2.0,,,2.0,3.0,,,1.0,,18.0,
554627036,596000.0,3.0,1.0,,,2.0,1.0,,,,,20.0,
554627037,652000.0,3.0,,,,,,,,,,12.0,
554627038,447000.0,,,,,,,,,,,1.0,
554727019,302500.0,,,1.0,,,1.0,,,,,3.0,
554727020,391000.0,,1.0,,1.0,,1.0,,,,,13.0,
554727021,405000.0,2.0,1.0,,,1.0,2.0,,,,,22.0,
554727022,430000.0,1.0,4.0,,1.0,1.0,2.0,,,,,29.0,1.0
554727023,395500.0,1.0,1.0,,,,3.0,,,,,27.0,
554727024,411500.0,,2.0,,,,2.0,,,,,32.0,
554727025,382000.0,,,2.0,,,,,1.0,,,30.0,2.0
554727026,471000.0,,1.0,,,,,,,,,13.0,5.0
554727027,695500.0,,3.0,4.0,,,1.0,,,,,78.0,
554727028,629000.0,1.0,2.0,,,,,,,,,55.0,1.0
554727029,774000.0,,2.0,,,,,,,,1.0,32.0,
554727030,702000.0,,,,,,,,,1.0,,102.0,2.0
554727031,652000.0,,1.0,,,,1.0,,,,1.0,27.0,5.0
554727032,526500.0,1.0,4.0,,2.0,,4.0,,,,,60.0,3.0
554727033,495000.0,,3.0,1.0,1.0,,1.0,,,,,56.0,1.0
554727034,531000.0,,,3.0,,,4.0,,,,,32.0,5.0
554727035,520000.0,,,,,,2.0,,,,,16.0,13.0
554727036,486500.0,,2.0,2.0,,,2.0,,,,,31.0,
554727037,477000.0,,1.0,,,,,,,,,24.0,11.0
554727038,579000.0,5.0,,,,,,,,,,34.0,1.0
554727039,750000.0,,1.0,,,,1.0,,,,,24.0,
554727040,530000.0,,4.0,1.0,1.0,,1.0,,,1.0,,33.0,
554727041,514000.0,,3.0,,1.0,1.0,2.0,,1.0,,1.0,25.0,
554727042,460000.0,,,,2.0,,1.0,,,,,7.0,
554727043,541000.0,,,,,,,,,,,2.0,
554727044,574500.0,,,,,,1.0,,,,,,
554727045,469000.0,,,,,,,,,,,,
554827024,326000.0,,1.0,,1.0,,,,,,,4.0,
554827025,317000.0,,2.0,,1.0,,1.0,,,,,15.0,
554827026,484000.0,,1.0,2.0,,,2.0,,,,1.0,26.0,
554827027,408000.0,,1.0,,3.0,,,,,,,26.0,
554827028,421000.0,1.0,2.0,,1.0,,3.0,,,,,88.0,
554827029,489500.0,5.0,2.0,1.0,2.0,1.0,5.0,,,,,151.0,
554827030,439000.0,18.0,2.0,,2.0,,2.0,,,,,172.0,
554827031,477000.0,7.0,3.0,,,1.0,,,,,,126.0,
554827032,698000.0,2.0,1.0,,,,,,,,,16.0,
554827033,580000.0,,1.0,,,,1.0,,,,,21.0,
554827036,508500.0,,,,,,2.0,,,,,,
554827037,417000.0,,,,,,,,,,,2.0,
554827038,464000.0,,,,,,,,,,,,
554827039,461000.0,,,,,,1.0,,,,,,
554827040,493000.0,,1.0,,,,,,,,,140.0,6.0
554827042,406000.0,,,,,,,,,,,1.0,
554827043,507000.0,,1.0,,,,,,,,,4.0,
554827044,428000.0,,,,,,1.0,,,,,,
554827045,426000.0,,,,1.0,,,,,,,1.0,
554827046,526500.0,,2.0,1.0,,,1.0,,,,,,
554827047,370000.0,,,,,,,,,,,,
554827048,405500.0,,,,,,,,,,,,
554927028,455000.0,,,,,,1.0,,,,,,
554927029,328000.0,,1.0,,,,,,,,,8.0,
554927030,389000.0,1.0,,,3.0,,5.0,,,,,3.0,
554927031,376500.0,,,2.0,,,,,,,,1.0,
554927032,600000.0,,,,,,1.0,,,,,2.0,1.0
554927033,519000.0,,,,,,,,,,,8.0,
554927034,569000.0,1.0,1.0,1.0,,,,,1.0,,,30.0,
554927035,819000.0,,1.0,3.0,,,2.0,,,,,44.0,1.0
554927036,935000.0,4.0,2.0,1.0,,,2.0,,,,,118.0,
554927037,548000.0,5.0,2.0,,,,1.0,,,,,89.0,10.0
554927038,635000.0,1.0,,1.0,,1.0,,,,,,32.0,
554927041,233000.0,,,1.0,,,,,,,,4.0,1.0
554927042,1037000.0,,,,,,,,,,,,
555027037,618500.0,,,,,1.0,,,,1.0,,4.0,1.0
555027038,514000.0,3.0,2.0,,1.0,,,,,,,43.0,
555027039,527000.0,,,,,,2.0,,,,,18.0,
555027040,522000.0,,2.0,1.0,,,1.0,,,,,13.0,
555027041,583000.0,1.0,,3.0,,,3.0,,,,,16.0,
555027042,760000.0,,,,,,1.0,,,1.0,,4.0,
555027043,465000.0,,,,,,,,,,,18.0,1.0
555027044,618000.0,,,,,,1.0,,,,,2.0,
555027045,420000.0,,,,,,,,,,1.0,,
555027046,474000.0,,,,,,,,,,,4.0,
555027047,842000.0,,,,,,,,,,,2.0,
555127036,268000.0,,,1.0,,,,,,,,,
555127041,1004000.0,,1.0,,,,,,,,,,
555127042,569000.0,,1.0,,,,,,1.0,,,15.0,
555127043,607000.0,1.0,2.0,1.0,1.0,,6.0,1.0,,,,86.0,1.0
555127044,539000.0,3.0,2.0,,1.0,,5.0,,,,,86.0,
555127045,612000.0,,1.0,,,,2.0,,,,,99.0,1.0
555127046,639000.0,,,1.0,,1.0,,,1.0,,,7.0,
555127047,573000.0,,,1.0,,1.0,1.0,,,,,2.0,
555227037,146000.0,,,1.0,,,1.0,,,,,2.0,
555227038,103000.0,,,,,,,,,,,,
555227041,208000.0,,,,,,,,,,,,
555227044,706500.0,,1.0,1.0,,,,,,,,7.0,
555227045,498500.0,1.0,,,,,2.0,,,,,6.0,1.0
555227046,539500.0,,2.0,1.0,,,3.0,,,,,25.0,5.0
555227047,638000.0,2.0,4.0,1.0,,,5.0,1.0,,,,53.0,
555227048,554500.0,1.0,2.0,,,,4.0,,,,,79.0,
555227049,564000.0,2.0,3.0,,1.0,,10.0,,1.0,,,50.0,
555227050,580000.0,,,,,,,,,,,29.0,
555227051,420000.0,,1.0,,,,1.0,,,,,5.0,
555227052,413000.0,,,,,,,,,,,,
555227054,514500.0,,,,,,,,,,,,
555227055,319000.0,,,1.0,,,,,,,,,
555227056,374000.0,,,,,,1.0,,,,,1.0,
555227057,392000.0,,,,,,,,,,,,
555327046,455000.0,,,,,,3.0,,,,,8.0,
555327047,644000.0,,4.0,,1.0,,4.0,,,,,29.0,1.0
555327048,537000.0,1.0,4.0,,1.0,2.0,6.0,,,,,39.0,7.0
555327049,605000.0,1.0,1.0,1.0,,,2.0,,,,,25.0,
555327050,559000.0,3.0,1.0,4.0,,,3.0,,,,,44.0,
555327051,548500.0,3.0,1.0,3.0,,,5.0,,,,,154.0,1.0
555327052,479500.0,,3.0,1.0,,,5.0,,,1.0,,49.0,
555327053,495000.0,1.0,1.0,,,,1.0,,,,,17.0,
555327054,478500.0,,,,,,,,,,,3.0,
555327057,788000.0,,,,,,,,,,,1.0,
555327058,614000.0,,,,,,,,,,,5.0,
555427040,280000.0,,,,,,1.0,,,,,8.0,
555427041,338000.0,,,,,,,,,1.0,,,
555427047,606000.0,,,,,,,,,,,3.0,
555427048,475000.0,,1.0,,1.0,1.0,6.0,,,,,32.0,
555427049,580000.0,,2.0,2.0,1.0,,7.0,1.0,,,,37.0,19.0
555427050,480000.0,2.0,6.0,,,,1.0,,,,,118.0,
555427051,522000.0,,4.0,1.0,,,2.0,,,,,120.0,
555427052,651000.0,3.0,2.0,1.0,,1.0,1.0,,,,,53.0,
555427053,574000.0,2.0,2.0,,,,2.0,,1.0,,,104.0,
555427054,591000.0,3.0,2.0,,1.0,,3.0,,1.0,,2.0,164.0,
555427055,627500.0,,3.0,3.0,,,,,2.0,,,102.0,
555427056,401000.0,,,2.0,,,,,,,,10.0,
555427057,890000.0,,,,,,,,,,,1.0,
555427059,776000.0,,1.0,,,,,,,,,,
555527040,322500.0,,1.0,,1.0,,,,,,,6.0,
555527041,355000.0,1.0,1.0,1.0,,1.0,2.0,,,,,29.0,
555527042,354000.0,1.0,1.0,,,,1.0,,,,,9.0,
555527043,374000.0,,1.0,,,,,,,,,,
555527048,325500.0,,,,,,1.0,,,,,4.0,6.0
555527049,493000.0,,,1.0,1.0,,1.0,,,,,14.0,12.0
555527050,456000.0,,,1.0,1.0,,4.0,1.0,,,,8.0,
555527051,495000.0,,1.0,1.0,,,2.0,,,,,14.0,
555527054,547000.0,,2.0,1.0,,,3.0,,,,,95.0,
555527055,585000.0,3.0,3.0,,,1.0,1.0,,,,,72.0,
555527056,456000.0,,,,,1.0,2.0,,,,,23.0,
555527057,467000.0,,,,,,,,,,,,
555527058,929000.0,,,,,,,,,,,2.0,
555527059,347500.0,,,,,,,,,,,,
555527060,387000.0,,,1.0,,,,,,,,4.0,
555527061,506500.0,,,,,,,,,,,,
555527063,365500.0,,,,,,,,,,,1.0,
555627042,497000.0,,,1.0,,,,,,,,6.0,
555627043,421000.0,,2.0,,,,,,,,,12.0,15.0
555627049,379000.0,,,,,,,,,,,8.0,21.0
555627050,471000.0,,3.0,,2.0,,7.0,,,,,24.0,
555627051,641500.0,,2.0,1.0,,,,,,,,3.0,
555627052,409000.0,,,1.0,,,,,,,,,
555627053,452500.0,,,1.0,,,,,,,,,
555627054,537500.0,,,,,,,,,,,,
555627055,562000.0,,,,1.0,,,,,,,2.0,
555627056,542000.0,,2.0,1.0,,,1.0,,,,,9.0,
555627057,518000.0,,3.0,,1.0,,,,,,,17.0,
555627058,270000.0,,,,,,,,,,,,
555627062,713000.0,,,,,,,,,,,,
555627063,200000.0,,,,,,,,,,,,
555627064,402000.0,,,,,,,,,,,,
555727043,309000.0,,1.0,1.0,1.0,,1.0,,,,,22.0,
555727044,305000.0,,1.0,,1.0,,2.0,,,,,2.0,
555727045,438000.0,,,,,,,,,,,,
555727049,487000.0,,,,,,1.0,,,,,6.0,
555727050,497500.0,,4.0,,,,4.0,,,,,73.0,1.0
555727051,442000.0,1.0,,,1.0,,4.0,,,,,50.0,
555727052,357000.0,,1.0,,,,,,,,,1.0,2.0
555727053,560000.0,,,,,,1.0,,,,,,
555727054,780000.0,,,,,,,,,,,,
555727056,368000.0,,2.0,,,,,,,,,6.0,
555727057,384000.0,,,,,,,,,,,1.0,
555727058,558000.0,,,,,,,,,,,,
555827045,457000.0,,,1.0,1.0,,2.0,,,,,1.0,
555827046,311000.0,,,,,,1.0,,,,,,
555827049,181000.0,,1.0,,,,,,,,,16.0,
555827050,457500.0,1.0,,4.0,,,2.0,,,,,60.0,
555827051,429000.0,7.0,5.0,3.0,2.0,,2.0,,,,,107.0,
555827052,362500.0,,,,,,,,,,,12.0,
555827053,269000.0,,,,,,2.0,,,,,12.0,
555827057,406500.0,,,,,,2.0,,,,,10.0,1.0
555827060,420000.0,,1.0,,,,,,,,,20.0,
555827061,551000.0,,,,,,1.0,,,,,,
555927046,415000.0,,1.0,1.0,,,1.0,,,,,4.0,
555927047,348000.0,,1.0,1.0,,,4.0,,,,,13.0,
555927048,386000.0,,1.0,1.0,1.0,,3.0,,,,,11.0,
555927049,342000.0,1.0,2.0,1.0,1.0,,,,,,,32.0,
555927050,391000.0,2.0,2.0,,1.0,,2.0,,,,,40.0,
555927051,343000.0,,2.0,3.0,,,2.0,,,,,28.0,
555927052,514000.0,2.0,,1.0,,,,,,,,8.0,
555927053,365000.0,,,,,,,,,,,13.0,
555927059,397000.0,,2.0,1.0,,,1.0,,,,,41.0,
555927060,875000.0,,1.0,,,,,,,,,23.0,
555927061,437000.0,,,1.0,,,,,,,,,
556027046,285500.0,,,,,,1.0,,,,,,
556027047,333500.0,,1.0,1.0,2.0,,1.0,,,,,14.0,
556027048,341000.0,1.0,,,1.0,,2.0,,,,,,
556027049,401000.0,1.0,1.0,1.0,,,1.0,,,,,14.0,
556027050,372000.0,1.0,,,,,2.0,,,,,,
556027052,136000.0,,,,,,1.0,,,,,,
556027057,479000.0,,,,,,,,,,,,
556027059,250000.0,,,,,,,,,,,,
556027060,2196000.0,,,,,,,,,,,1.0,
556027061,385000.0,,,,,,,,,,,1.0,
556127046,282000.0,,,,1.0,,3.0,,,,,,
556127047,503000.0,,,,,,,,,,,,
556127048,864500.0,,,,,,,,,,,1.0,
556127054,438500.0,,,1.0,,,,,,,,3.0,
556127057,234500.0,,,,,,,,,,,3.0,
556127058,232000.0,,,,,,,,,,,,
556127059,474000.0,,,,,,,,,,,,
556227055,353000.0,,,,,,,,,,,,
556327034,436500.0,,,,,,,,,,,,
556327049,441000.0,,,,,,,,,,,2.0,
556427040,145000.0,,,,,,,,,,,,
556627020,963000.0,,,,,,,,,,,,
556627021,176000.0,,,,,,,,,,,,
556627022,352000.0,,,,,,,,,,,,
553126858,,1.0,,,,,,,,,,4.0,
553126869,,3.0,,,,,,,,,,35.0,
553726924,,2.0,,,,,,,,,,,
552426753,,,1.0,1.0,,,,,,,,5.0,
552526783,,,1.0,2.0,,,,,,,,14.0,
552826810,,,1.0,,,,,,,,,2.0,
552926826,,,1.0,,,,1.0,,,,,2.0,
553126866,,,3.0,1.0,,,,,,,,27.0,1.0
553526930,,,1.0,,,,,,,,,15.0,26.0
554327006,,,1.0,,,,,,,,,3.0,17.0
554627013,,,1.0,,,,2.0,,,,,,
555527052,,,1.0,,,,1.0,,,,,14.0,
556227056,,,1.0,,,,1.0,,,,,4.0,
552426751,,,,1.0,,,,,,,,,
553826971,,,,1.0,,,,,,,,1.0,
554026962,,,,1.0,,1.0,,,,,,,
554127000,,,,1.0,,,,,,,,4.0,21.0
554427011,,,,1.0,,,,,,,,,
555127048,,,,3.0,,,,,,1.0,,4.0,
555127049,,,,2.0,,,,,,,,,
555127051,,,,1.0,,,,,,,,1.0,
555227035,,,,1.0,,,1.0,,,,,,
555527066,,,,1.0,,,,,,,,1.0,
555727061,,,,1.0,,,,,,,,1.0,
555727067,,,,1.0,,,,,,,,2.0,
555827043,,,,1.0,,,,,,,,1.0,
556027051,,,,1.0,,,2.0,,,,,,
556027054,,,,1.0,,,,,,,,,
556127052,,,,1.0,,,,,,,,1.0,
556227045,,,,1.0,,,,,,,,,
556527042,,,,1.0,,,,,,,,1.0,
553726960,,,,,1.0,,,,,,,,
553926951,,,,,1.0,,1.0,,,,,2.0,
555527053,,,,,,2.0,,,,,,15.0,
552326737,,,,,,,1.0,,,,,,
553026828,,,,,,,1.0,,,,,,
553026843,,,,,,,1.0,,,,,1.0,
553126856,,,,,,,1.0,,,,,2.0,
553226864,,,,,,,5.0,,,,,,
553526937,,,,,,,1.0,,,,,,
554026996,,,,,,,1.0,1.0,,,,,
554326986,,,,,,,1.0,,,,,,
